date,close,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime
2013-08-26,5.75,15500,15500,0,0,6.543,"Aug 26, 13",0
2013-09-30,7.6,100,100,1.85,32.174,7.6,"Sep 30, 13",0.3217391304347825
2013-10-07,7.6,1400,1400,0,0,7.933,"Oct 7, 13",0.3217391304347825
2013-10-10,8.11,5402,5402,0.51,6.711,8.0484,"Oct 10, 13",0.41043478260869554
2013-10-14,8.44,600,600,0.33,4.069,8.33,"Oct 14, 13",0.46782608695652167
2013-10-17,9.05,3000,3000,0.61,7.227,9.05,"Oct 17, 13",0.573913043478261
2013-10-21,8.3,5700,5700,-0.75,-8.287,8.4913,"Oct 21, 13",0.4434782608695653
2013-10-22,8.9,2200,2200,0.6,7.229,8.72,"Oct 22, 13",0.5478260869565218
2013-10-23,8.9,1100,1100,0,0,8.7735,"Oct 23, 13",0.5478260869565218
2013-10-24,8.79,150,150,-0.11,-1.236,8.79,"Oct 24, 13",0.5286956521739129
2013-10-28,8.6,200,200,-0.19,-2.162,8.6,"Oct 28, 13",0.4956521739130434
2013-10-30,8.37,500,500,-0.23,-2.674,8.37,"Oct 30, 13",0.45565217391304336
2013-10-31,8.15,500,500,-0.22,-2.628,8.15,"Oct 31, 13",0.4173913043478262
2013-11-04,8.4258,7500,7500,0.2758,3.384,8.4258,"Nov 4, 13",0.46535652173913056
2013-11-05,8.42,2700,2700,-0.0058,-0.069,8.4148,"Nov 5, 13",0.4643478260869565
2013-11-06,9,4750,4750,0.58,6.888,8.7845,"Nov 6, 13",0.5652173913043478
2013-11-12,8.7318,7500,7500,-0.2682,-2.98,8.7318,"Nov 12, 13",0.5185739130434782
2013-11-19,16.9838,7500,7500,8.252,94.505,20.8473,"Nov 19, 13",1.9537043478260867
2013-11-20,16.619,7500,7500,-0.3648,-2.148,16.619,"Nov 20, 13",1.8902608695652174
2013-11-21,17.23,1347074,1347074,0.611,3.677,16.1851,"Nov 21, 13",1.9965217391304348
2013-11-22,16.74,119513,119513,-0.49,-2.844,16.9439,"Nov 22, 13",1.9113043478260867
2013-11-25,17.02,142254,142254,0.28,1.673,17.297,"Nov 25, 13",1.96
2013-11-26,16.76,20126,20126,-0.26,-1.528,16.7829,"Nov 26, 13",1.9147826086956525
