date,open,high,low,close,volume,unadjustedVolume,change,changePercent,label,changeOverTime
2013-10-30,11.5,11.92,10.84,11.2,6000,12000,-0.2,-1.754,"Oct 30, 13",-0.13846153846153852
2013-10-31,11.6,11.7,11,11.7,4300,8600,0.5,4.464,"Oct 31, 13",-0.10000000000000006
2013-11-01,11.4,11.8,11.4,11.6,6000,12000,-0.1,-0.855,"Nov 1, 13",-0.10769230769230773
2013-11-04,11.6,12.7,11.6,12.1,35400,70800,0.5,4.31,"Nov 4, 13",-0.06923076923076926
2013-11-05,12,12.04,11,11.86,15250,30500,-0.24,-1.983,"Nov 5, 13",-0.08769230769230774
2013-11-06,11.7,11.94,11.58,11.92,10900,21800,0.06,0.506,"Nov 6, 13",-0.08307692307692308
2013-11-07,11.9,11.9,11.7,11.7,4650,9300,-0.22,-1.846,"Nov 7, 13",-0.10000000000000006
2013-11-08,11.7,11.7,11.22,11.7,10900,21800,0,0,"Nov 8, 13",-0.10000000000000006
2013-11-11,11.22,11.8,10.72,11.4,6350,12700,-0.3,-2.564,"Nov 11, 13",-0.12307692307692306
2013-11-12,11.4,12,11.04,11.4,21700,43400,0,0,"Nov 12, 13",-0.12307692307692306
2013-11-13,11.4,11.4,11.2,11.4,10900,21800,0,0,"Nov 13, 13",-0.12307692307692306
2013-11-14,11.2,11.5,11.14,11.2,1700,3400,-0.2,-1.754,"Nov 14, 13",-0.13846153846153852
2013-11-15,11.14,11.6,10.86,11.5,15050,30100,0.3,2.679,"Nov 15, 13",-0.11538461538461539
2013-11-18,12.4,12.4,11.6,11.86,27700,55400,0.36,3.13,"Nov 18, 13",-0.08769230769230774
2013-11-19,11.86,12.3,11.64,11.74,18400,36800,-0.12,-1.012,"Nov 19, 13",-0.0969230769230769
2013-11-20,11.8,11.9,10.68,11,14750,29500,-0.74,-6.303,"Nov 20, 13",-0.15384615384615385
2013-11-21,11.9,11.9,10.2,10.4,9800,19600,-0.6,-5.455,"Nov 21, 13",-0.19999999999999998
2013-11-22,10.78,11.26,10.3,10.5,12300,24600,0.1,0.962,"Nov 22, 13",-0.19230769230769232
2013-11-25,10.5,11.3,10.5,11.3,7750,15500,0.8,7.619,"Nov 25, 13",-0.13076923076923072
2013-11-26,10.9,10.9,10.2,10.5,9700,19400,-0.8,-7.08,"Nov 26, 13",-0.19230769230769232
2013-11-27,11.48,11.48,11,11.3,3200,6400,0.8,7.619,"Nov 27, 13",-0.13076923076923072
2013-11-29,11.4,12.3,11.4,12.2,7600,15200,0.9,7.965,"Nov 29, 13",-0.06153846153846159
2013-12-02,11.9,12,11.4,11.4,8950,17900,-0.8,-6.557,"Dec 2, 13",-0.12307692307692306
2013-12-03,11.4,12.14,10.8,11.8,14450,28900,0.4,3.509,"Dec 3, 13",-0.09230769230769226
2013-12-04,11.8,11.8,11.2,11.5,8750,17500,-0.3,-2.542,"Dec 4, 13",-0.11538461538461539
2013-12-05,11.7,11.7,11.06,11.6,24000,48000,0.1,0.87,"Dec 5, 13",-0.10769230769230773
2013-12-06,11.6,11.64,11.2,11.2,9650,19300,-0.4,-3.448,"Dec 6, 13",-0.13846153846153852
2013-12-09,11.6,12.5,11.54,12.26,74200,148400,1.06,9.464,"Dec 9, 13",-0.05692307692307694
2013-12-10,12.16,12.44,12,12.2,9300,18600,-0.06,-0.489,"Dec 10, 13",-0.06153846153846159
2013-12-11,12.2,12.4,11.7,12.12,25000,50000,-0.08,-0.656,"Dec 11, 13",-0.06769230769230775
2013-12-12,12.4,13,12.18,12.8,67650,135300,0.68,5.611,"Dec 12, 13",-0.01538461538461533
2013-12-13,12.9,13,12.7,13,21450,42900,0.2,1.562,"Dec 13, 13",0
2013-12-16,13,13,12.46,12.9,34950,69900,-0.1,-0.769,"Dec 16, 13",-0.007692307692307665
2013-12-17,12.9,13.6,12.54,13.6,102500,205000,0.7,5.426,"Dec 17, 13",0.04615384615384613
2013-12-18,13.44,13.6,12.9,12.9,5500,11000,-0.7,-5.147,"Dec 18, 13",-0.007692307692307665
2013-12-19,12.7,12.78,12,12.6,14150,28300,-0.3,-2.326,"Dec 19, 13",-0.030769230769230795
2013-12-20,12.8,12.8,12.4,12.8,1550,3100,0.2,1.587,"Dec 20, 13",-0.01538461538461533
2013-12-23,12.5,12.6,12.2,12.2,12450,24900,-0.6,-4.688,"Dec 23, 13",-0.06153846153846159
2013-12-24,12.2,12.58,12.2,12.58,1050,2100,0.38,3.115,"Dec 24, 13",-0.0323076923076923
2013-12-26,12.32,12.98,12.32,12.98,1650,3300,0.4,3.18,"Dec 26, 13",-0.0015384615384615057
2013-12-27,12.98,12.98,12.28,12.3,10800,21600,-0.68,-5.239,"Dec 27, 13",-0.053846153846153794
2013-12-30,12.42,12.9,12.14,12.2,4300,8600,-0.1,-0.813,"Dec 30, 13",-0.06153846153846159
2013-12-31,12.2,12.6,11.9,12.6,4000,8000,0.4,3.279,"Dec 31, 13",-0.030769230769230795
2014-01-02,12.74,12.74,12.2,12.4,2950,5900,-0.2,-1.587,"Jan 2, 14",-0.04615384615384613
2014-01-03,12.2,12.2,11.74,11.9,11950,23900,-0.5,-4.032,"Jan 3, 14",-0.08461538461538459
2014-01-06,12.4,12.4,11.6,11.76,6350,12700,-0.14,-1.176,"Jan 6, 14",-0.0953846153846154
2014-01-07,11.16,12.1,11.12,11.52,15650,31300,-0.24,-2.041,"Jan 7, 14",-0.11384615384615387
2014-01-08,11.52,11.58,11.5,11.58,4350,8700,0.06,0.521,"Jan 8, 14",-0.10923076923076923
2014-01-09,12.02,12.36,11.98,12,6500,13000,0.42,3.627,"Jan 9, 14",-0.07692307692307693
2014-01-10,11.7,12.36,11.7,11.7,4750,9500,-0.3,-2.5,"Jan 10, 14",-0.10000000000000006
2014-01-13,11.5,11.8,11.1,11.7,11450,22900,0,0,"Jan 13, 14",-0.10000000000000006
2014-01-14,11.5,12,11.5,12,6500,13000,0.3,2.564,"Jan 14, 14",-0.07692307692307693
2014-01-15,12,12.08,11.4,12.08,5450,10900,0.08,0.667,"Jan 15, 14",-0.07076923076923076
2014-01-16,11.9,12,11.6,12,6700,13400,-0.08,-0.662,"Jan 16, 14",-0.07692307692307693
2014-01-17,11.8,12.08,11.8,11.8,5600,11200,-0.2,-1.667,"Jan 17, 14",-0.09230769230769226
2014-01-21,12.1,12.4,12.1,12.3,22400,44800,0.5,4.237,"Jan 21, 14",-0.053846153846153794
2014-01-22,12.4,12.5,12.2,12.5,12500,25000,0.2,1.626,"Jan 22, 14",-0.038461538461538464
2014-01-23,12.54,12.6,12.4,12.5,6150,12300,0,0,"Jan 23, 14",-0.038461538461538464
2014-01-24,12.5,12.6,12.4,12.6,12450,24900,0.1,0.8,"Jan 24, 14",-0.030769230769230795
2014-01-27,12.52,12.56,12.16,12.32,7050,14100,-0.28,-2.222,"Jan 27, 14",-0.052307692307692284
2014-01-28,12.16,12.64,12,12.4,4550,9100,0.08,0.649,"Jan 28, 14",-0.04615384615384613
2014-01-29,12.2,12.4,11.8,11.8,4000,8000,-0.6,-4.839,"Jan 29, 14",-0.09230769230769226
2014-01-30,11.7,11.8,11.7,11.8,1950,3900,0,0,"Jan 30, 14",-0.09230769230769226
2014-01-31,11.7,11.7,11.6,11.7,850,1700,-0.1,-0.847,"Jan 31, 14",-0.10000000000000006
2014-02-03,12,12.6,12,12.2,30250,60500,0.5,4.274,"Feb 3, 14",-0.06153846153846159
2014-02-04,12.14,12.44,12.04,12.1,8000,16000,-0.1,-0.82,"Feb 4, 14",-0.06923076923076926
2014-02-05,12.24,12.24,12,12,1400,2800,-0.1,-0.826,"Feb 5, 14",-0.07692307692307693
2014-02-06,12.16,12.16,11.64,11.64,3500,7000,-0.36,-3,"Feb 6, 14",-0.10461538461538457
2014-02-07,11.82,12.2,11.82,12.1,22600,45200,0.46,3.952,"Feb 7, 14",-0.06923076923076926
2014-02-10,12.4,12.4,12,12,4200,8400,-0.1,-0.826,"Feb 10, 14",-0.07692307692307693
2014-02-11,12,12.1,12,12.1,21200,42400,0.1,0.833,"Feb 11, 14",-0.06923076923076926
2014-02-12,12.16,12.5,12.1,12.5,15900,31800,0.4,3.306,"Feb 12, 14",-0.038461538461538464
2014-02-13,12.3,12.4,12.2,12.26,4700,9400,-0.24,-1.92,"Feb 13, 14",-0.05692307692307694
2014-02-14,12.4,12.6,11.9,12.6,5900,11800,0.34,2.773,"Feb 14, 14",-0.030769230769230795
2014-02-18,12.2,12.4,11.9,11.9,5349,10698,-0.7,-5.556,"Feb 18, 14",-0.08461538461538459
2014-02-19,12.3,12.3,12.02,12.02,2074,4148,0.12,1.008,"Feb 19, 14",-0.07538461538461541
2014-02-20,12.1,12.2,12,12.2,2370,4739,0.18,1.498,"Feb 20, 14",-0.06153846153846159
2014-02-21,12.1,12.32,12,12.1,11336,22672,-0.1,-0.82,"Feb 21, 14",-0.06923076923076926
2014-02-24,12.1,12.1,11.78,12,11484,22968,-0.1,-0.826,"Feb 24, 14",-0.07692307692307693
2014-02-25,12.08,12.08,11.82,12.06,1240,2479,0.06,0.5,"Feb 25, 14",-0.07230769230769227
2014-02-26,12.08,12.7,12.08,12.7,73217,146434,0.64,5.307,"Feb 26, 14",-0.02307692307692313
2014-02-27,12.732,13.46,12.64,13.32,86834,173668,0.62,4.882,"Feb 27, 14",0.024615384615384636
2014-02-28,13,13.3,12.86,13.2,15427,30854,-0.12,-0.901,"Feb 28, 14",0.01538461538461533
2014-03-03,12.94,13.84,12.8,13.4,36803,73605,0.2,1.515,"Mar 3, 14",0.030769230769230795
2014-03-04,13.4,13.4,12.4,13,9592,19183,-0.4,-2.985,"Mar 4, 14",0
2014-03-05,12.5,13.6,12.5,13.6,18875,37750,0.6,4.615,"Mar 5, 14",0.04615384615384613
2014-03-06,13.56,13.6,13.2,13.4,25383,50765,-0.2,-1.471,"Mar 6, 14",0.030769230769230795
2014-03-07,13.4,13.9,13.2,13.9,15348,30695,0.5,3.731,"Mar 7, 14",0.06923076923076926
2014-03-10,13.81,14.78,13.7,14.3,35548,71095,0.4,2.878,"Mar 10, 14",0.10000000000000006
2014-03-11,14.298,14.5,14.08,14.2,8453,16905,-0.1,-0.699,"Mar 11, 14",0.09230769230769226
2014-03-12,14,14.6,14,14.1,6587,13173,-0.1,-0.704,"Mar 12, 14",0.08461538461538459
2014-03-13,14.04,14.2,13.66,13.98,8548,17095,-0.12,-0.851,"Mar 13, 14",0.07538461538461541
2014-03-14,13.9,14.04,13.62,13.8,9688,19376,-0.18,-1.288,"Mar 14, 14",0.06153846153846159
2014-03-17,13.8,13.8,13.4,13.6,5915,11829,-0.2,-1.449,"Mar 17, 14",0.04615384615384613
2014-03-18,13.7,13.9,13.3,13.78,5635,11269,0.18,1.324,"Mar 18, 14",0.05999999999999995
2014-03-19,13.7,13.7,13,13.38,10124,20248,-0.4,-2.903,"Mar 19, 14",0.02923076923076929
2014-03-20,13.38,14,13.3,14,5811,11622,0.62,4.634,"Mar 20, 14",0.07692307692307693
2014-03-21,13.4,13.88,13.4,13.88,7767,15533,-0.12,-0.857,"Mar 21, 14",0.06769230769230775
2014-03-24,13.98,13.98,12.5,13,3669,7338,-0.88,-6.34,"Mar 24, 14",0
2014-03-25,13.8,13.8,13,13.38,2995,5989,0.38,2.923,"Mar 25, 14",0.02923076923076929
2014-03-26,12.8,13.4,12.5,13.4,7725,15449,0.02,0.149,"Mar 26, 14",0.030769230769230795
2014-03-27,13,13.4,13,13.4,500,1000,0,0,"Mar 27, 14",0.030769230769230795
2014-03-28,13.18,13.8,13.18,13.8,2900,5800,0.4,2.985,"Mar 28, 14",0.06153846153846159
2014-03-31,13.6,14,13,13.4,13857,27714,-0.4,-2.899,"Mar 31, 14",0.030769230769230795
2014-04-02,13.4,13.9,13,13.8,9338,18675,0.4,2.985,"Apr 2, 14",0.06153846153846159
2014-04-03,13.78,13.78,13.6,13.6,916,1831,-0.2,-1.449,"Apr 3, 14",0.04615384615384613
2014-04-04,13.58,13.8,13.58,13.58,5412,10824,-0.02,-0.147,"Apr 4, 14",0.04461538461538462
2014-04-07,13.5,13.5,12.7,12.72,14050,28100,-0.86,-6.333,"Apr 7, 14",-0.02153846153846149
2014-04-08,13.1,13.7,13.1,13.4,3451,6902,0.68,5.346,"Apr 8, 14",0.030769230769230795
2014-04-09,13.4,13.4,13.1,13.4,1019,2037,0,0,"Apr 9, 14",0.030769230769230795
2014-04-10,13.4,13.4,12.9,12.9,14435,28870,-0.5,-3.731,"Apr 10, 14",-0.007692307692307665
2014-04-11,12.8,12.8,12.6,12.8,1359,2717,-0.1,-0.775,"Apr 11, 14",-0.01538461538461533
2014-04-14,12.8,13.2,12.8,12.8,1506,3012,0,0,"Apr 14, 14",-0.01538461538461533
2014-04-15,12.7,13.4,12.5,13.18,4514,9028,0.38,2.969,"Apr 15, 14",0.013846153846153824
2014-04-16,12.44,13.3,12.44,12.98,779,1558,-0.2,-1.517,"Apr 16, 14",-0.0015384615384615057
2014-04-17,13.1,13.2,12.8,13.2,8302,16603,0.22,1.695,"Apr 17, 14",0.01538461538461533
2014-04-21,13.3,13.4,13,13.2,2819,5638,0,0,"Apr 21, 14",0.01538461538461533
2014-04-22,13,13.2,12.8,13.2,1119,2238,0,0,"Apr 22, 14",0.01538461538461533
2014-04-23,13.2,13.5,13.2,13.5,7588,15176,0.3,2.273,"Apr 23, 14",0.038461538461538464
2014-04-24,13.68,13.9,13.4,13.9,8869,17738,0.4,2.963,"Apr 24, 14",0.06923076923076926
2014-04-25,13.8,13.8,13.74,13.8,13874,27748,-0.1,-0.719,"Apr 25, 14",0.06153846153846159
2014-04-28,13.9,14.2,13.4,13.4,12122,24243,-0.4,-2.899,"Apr 28, 14",0.030769230769230795
2014-04-29,14,14.3,13.8,13.96,13263,26526,0.56,4.179,"Apr 29, 14",0.07384615384615391
2014-04-30,14.04,14.04,14.04,14.04,1283,2566,0.08,0.573,"Apr 30, 14",0.07999999999999993
2014-05-01,13.9,14.3,13.9,14.3,175,350,0.26,1.852,"May 1, 14",0.10000000000000006
2014-05-02,14.3,14.36,14.2,14.36,1500,3000,0.06,0.42,"May 2, 14",0.10461538461538457
2014-05-05,15,17,14.8,16.3,34145,68289,1.94,13.51,"May 5, 14",0.2538461538461539
2014-05-06,16.36,16.36,14.8,15.2,14265,28530,-1.1,-6.748,"May 6, 14",0.16923076923076918
2014-05-07,15.2,16,15.2,15.94,19174,38347,0.74,4.868,"May 7, 14",0.22615384615384612
2014-05-08,15.94,16.2,15.6,16,18870,37739,0.06,0.376,"May 8, 14",0.23076923076923078
2014-05-09,15.64,16,15.6,15.9,4389,8778,-0.1,-0.625,"May 9, 14",0.22307692307692312
2014-05-12,16.04,16.1,16,16,14402,28804,0.1,0.629,"May 12, 14",0.23076923076923078
2014-05-13,16.1,16.7,15.6,16.5,12431,24862,0.5,3.125,"May 13, 14",0.2692307692307692
2014-05-14,16.5,16.68,16.34,16.66,2963,5926,0.16,0.97,"May 14, 14",0.28153846153846157
2014-05-15,16.84,16.84,15.8,16,18268,36535,-0.66,-3.962,"May 15, 14",0.23076923076923078
2014-05-16,16.4,16.4,15.6,15.6,2420,4840,-0.4,-2.5,"May 16, 14",0.19999999999999998
2014-05-19,15.64,15.64,15,15.5,4863,9726,-0.1,-0.641,"May 19, 14",0.19230769230769232
2014-05-20,15.5,16,15.5,16,2370,4739,0.5,3.226,"May 20, 14",0.23076923076923078
2014-05-21,16.6,16.6,16.1,16.2,6913,13825,0.2,1.25,"May 21, 14",0.2461538461538461
2014-05-22,16.1,16.9,16,16.9,8703,17406,0.7,4.321,"May 22, 14",0.2999999999999999
2014-05-23,16.8,17.48,16.8,17.1,7460,14920,0.2,1.183,"May 23, 14",0.3153846153846155
2014-05-27,17.46,18.5,17.3,18.4,26907,53813,1.3,7.602,"May 27, 14",0.4153846153846153
2014-05-28,18.2,18.38,16.2,18.2,10500,21000,-0.2,-1.087,"May 28, 14",0.39999999999999997
2014-05-29,18.2,18.7,18.1,18.3,1913,3826,0.1,0.549,"May 29, 14",0.40769230769230774
2014-05-30,18.3,18.3,17.72,18.2,11313,22626,-0.1,-0.546,"May 30, 14",0.39999999999999997
2014-06-02,18.1,18.1,17.6,18,2183,4365,-0.2,-1.099,"Jun 2, 14",0.38461538461538464
2014-06-03,18.2,18.2,18.1,18.1,376,752,0.1,0.556,"Jun 3, 14",0.3923076923076924
2014-06-04,17.7,18,17,17.6,20781,41561,-0.5,-2.762,"Jun 4, 14",0.353846153846154
2014-06-05,17.6,17.8,17.1,17.8,6724,13447,0.2,1.136,"Jun 5, 14",0.3692307692307693
2014-06-06,17.6,18.3,17.6,18.28,13108,26216,0.48,2.697,"Jun 6, 14",0.40615384615384625
2014-06-09,18,18,17.7,18,3440,6880,-0.28,-1.532,"Jun 9, 14",0.38461538461538464
2014-06-10,17.7,18,17.7,18,1163,2326,0,0,"Jun 10, 14",0.38461538461538464
2014-06-11,17.7,18.2,17,18.2,7383,14766,0.2,1.111,"Jun 11, 14",0.39999999999999997
2014-06-12,17.7,18.2,17,18.14,23055,46110,-0.06,-0.33,"Jun 12, 14",0.39538461538461545
2014-06-13,18.2,21,18.2,20.2,41202,82404,2.06,11.356,"Jun 13, 14",0.5538461538461538
2014-06-16,20.4,20.4,19.8,19.98,7482,14963,-0.22,-1.089,"Jun 16, 14",0.536923076923077
2014-06-17,19.6,20,19.5,19.6,2078,4155,-0.38,-1.902,"Jun 17, 14",0.5076923076923078
2014-06-18,19.6,19.6,19.1,19.6,16871,33742,0,0,"Jun 18, 14",0.5076923076923078
2014-06-19,19.8,19.9,19.5,19.6,10621,21241,0,0,"Jun 19, 14",0.5076923076923078
2014-06-20,19.7,20.1,19.1,19.9,14518,29035,0.3,1.531,"Jun 20, 14",0.5307692307692307
2014-06-23,20.08,21.6,20.08,20.8,14288,28576,0.9,4.523,"Jun 23, 14",0.6000000000000001
2014-06-24,20.8,22.3,20.8,21.5,9530,19060,0.7,3.365,"Jun 24, 14",0.6538461538461539
2014-06-25,21.5,22.4,20.7,21.6,4213,8425,0.1,0.465,"Jun 25, 14",0.6615384615384616
2014-06-26,21.98,22.4,21.6,21.6,2450,4899,0,0,"Jun 26, 14",0.6615384615384616
2014-06-27,21.6,22.2,21.6,22.2,103,205,0.6,2.778,"Jun 27, 14",0.7076923076923076
2014-06-30,22.4,23.5,21.1,22.2,10937,21874,0,0,"Jun 30, 14",0.7076923076923076
2014-07-01,22.2,22.4,21.7,21.7,2685,5370,-0.5,-2.252,"Jul 1, 14",0.6692307692307692
2014-07-02,21.8,22,21.7,22,11315,22630,0.3,1.382,"Jul 2, 14",0.6923076923076923
2014-07-03,22.3,22.9,21.96,22.9,15820,31639,0.9,4.091,"Jul 3, 14",0.7615384615384614
2014-07-07,22.6,23,22.02,22.5,10125,20250,-0.4,-1.747,"Jul 7, 14",0.7307692307692307
2014-07-08,22.4,22.4,22.02,22.2,2050,4100,-0.3,-1.333,"Jul 8, 14",0.7076923076923076
2014-07-09,22.3,23.1,22.2,22.74,8678,17356,0.54,2.432,"Jul 9, 14",0.7492307692307691
2014-07-10,22.6,24.2,22.1,23.88,21060,42119,1.14,5.013,"Jul 10, 14",0.8369230769230769
2014-07-11,23.88,23.9,23.5,23.8,11940,23879,-0.08,-0.335,"Jul 11, 14",0.8307692307692308
2014-07-14,23.94,24.4,23.1,24.2,17836,35671,0.4,1.681,"Jul 14, 14",0.8615384615384615
2014-07-15,24,24,23.55,24,3632,7263,-0.2,-0.826,"Jul 15, 14",0.8461538461538461
2014-07-16,23.8,23.8,23,23.6,9070,18139,-0.4,-1.667,"Jul 16, 14",0.8153846153846155
2014-07-17,23.2,23.6,23,23,2577,5154,-0.6,-2.542,"Jul 17, 14",0.7692307692307693
2014-07-18,23,23.6,23,23.4,5333,10666,0.4,1.739,"Jul 18, 14",0.7999999999999999
2014-07-21,23,23,22.7,23,2647,5293,-0.4,-1.709,"Jul 21, 14",0.7692307692307693
2014-07-22,23,24.42,22.8,24.42,22810,45619,1.42,6.174,"Jul 22, 14",0.8784615384615386
2014-07-23,24.88,25.04,24.3,24.78,16324,32648,0.36,1.474,"Jul 23, 14",0.9061538461538462
2014-07-24,24.7,25.64,24.3,25,16600,33199,0.22,0.888,"Jul 24, 14",0.9230769230769231
2014-07-25,24.65,25.18,23.84,24,103933,207866,-1,-4,"Jul 25, 14",0.8461538461538461
2014-07-28,25,25.3998,24.1096,24.2968,72205,144410,0.2968,1.237,"Jul 28, 14",0.8689846153846155
2014-07-29,24.0998,24.1,22.8,23.3,57850,115699,-0.9968,-4.103,"Jul 29, 14",0.7923076923076924
2014-07-30,23.72,24.3598,23,23,8153,16306,-0.3,-1.288,"Jul 30, 14",0.7692307692307693
2014-07-31,23,23.7,22.32,23.56,8591,17181,0.56,2.435,"Jul 31, 14",0.8123076923076922
