date,close,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime
2015-09-24,5.93,6813,6813,0.02,0.338,5.8912,"Sep 24, 15",17.263012011087156
2015-09-25,5.88,5702,5702,-0.05,-0.843,5.9035,"Sep 25, 15",17.109023714197722
2015-09-28,5.67,37115,37115,-0.21,-3.571,5.6974,"Sep 28, 15",16.46227286726209
2015-09-29,5.77,2886,2886,0.1,1.764,5.7135,"Sep 29, 15",16.77024946104096
2015-09-30,5.6,12665,12665,-0.17,-2.946,5.5433,"Sep 30, 15",16.24668925161688
2015-10-01,5.51,8823,8823,-0.09,-1.607,5.4728,"Oct 1, 15",15.969510317215892
2015-10-02,5.61,17407,17407,0.1,1.815,5.5391,"Oct 2, 15",16.277486910994767
2015-10-05,5.69,7700,7700,0.08,1.426,5.6854,"Oct 5, 15",16.523868186017864
2015-10-06,5.54,18599,18599,-0.15,-2.636,5.5694,"Oct 6, 15",16.061903295349556
2015-10-07,5.51,4860,4860,-0.03,-0.542,5.4784,"Oct 7, 15",15.969510317215892
2015-10-08,5.54,612,612,0.03,0.544,5.5067,"Oct 8, 15",16.061903295349556
2015-10-09,5.55,1600,1600,0.01,0.181,5.5234,"Oct 9, 15",16.09270095472744
2015-10-12,6.09,6787,6787,0.54,9.73,5.4952,"Oct 12, 15",17.755774561133354
2015-10-13,5.59,38653,38653,-0.5,-8.21,5.5563,"Oct 13, 15",16.21589159223899
2015-10-14,5.58,7605,7605,-0.01,-0.179,5.5436,"Oct 14, 15",16.185093932861104
2015-10-15,5.68,6099,6099,0.1,1.792,5.5711,"Oct 15, 15",16.493070526639976
2015-10-16,5.66,700,700,-0.02,-0.352,5.6529,"Oct 16, 15",16.4314752078842
2015-10-19,5.63,5665,5665,-0.03,-0.53,5.6092,"Oct 19, 15",16.339082229750538
2015-10-20,5.64,12809,12809,0.01,0.178,5.5904,"Oct 20, 15",16.369879889128427
2015-10-21,5.64,11900,11900,0,0,5.5818,"Oct 21, 15",16.369879889128427
2015-10-22,5.86,11772,11772,0.22,3.901,5.7478,"Oct 22, 15",17.047428395441948
2015-10-23,5.87,21707,21707,0.01,0.171,5.8153,"Oct 23, 15",17.078226054819833
2015-10-26,5.7701,7558,7558,-0.0999,-1.702,5.8461,"Oct 26, 15",16.770557437634743
2015-10-27,5.93,5693,5693,0.1599,2.771,5.8141,"Oct 27, 15",17.263012011087156
2015-10-28,5.93,14070,14070,0,0,5.7994,"Oct 28, 15",17.263012011087156
2015-10-29,5.89,7031,7031,-0.04,-0.675,5.8434,"Oct 29, 15",17.139821373575607
2015-10-30,5.87,11549,11549,-0.02,-0.34,5.8194,"Oct 30, 15",17.078226054819833
2015-11-02,5.92,2111,2111,0.05,0.852,5.8643,"Nov 2, 15",17.23221435170927
2015-11-03,5.89,6413,6413,-0.03,-0.507,5.8316,"Nov 3, 15",17.139821373575607
2015-11-04,5.84,8452,8452,-0.05,-0.849,5.7607,"Nov 4, 15",16.985833076686173
2015-11-05,5.78,5633,5633,-0.06,-1.027,5.7788,"Nov 5, 15",16.80104712041885
2015-11-06,5.78,15400,15400,0,0,5.7518,"Nov 6, 15",16.80104712041885
2015-11-09,5.76,20363,20363,-0.02,-0.346,5.7493,"Nov 9, 15",16.739451801663073
2015-11-10,5.85,7154,7154,0.09,1.562,5.8782,"Nov 10, 15",17.01663073606406
2015-11-11,5.93,5390,5390,0.08,1.368,5.9064,"Nov 11, 15",17.263012011087156
2015-11-12,5.94,40073,40073,0.01,0.169,5.9822,"Nov 12, 15",17.293809670465045
2015-11-13,6,5804,5804,0.06,1.01,5.9554,"Nov 13, 15",17.478595626732368
2015-11-16,5.81,187,187,-0.19,-3.167,5.81,"Nov 16, 15",16.89344009855251
2015-11-17,5.92,34937,34937,0.11,1.893,5.9872,"Nov 17, 15",17.23221435170927
2015-11-18,5.9,126840,126840,-0.02,-0.338,5.8232,"Nov 18, 15",17.170619032953496
2015-11-19,5.82,24026,24026,-0.08,-1.356,5.711,"Nov 19, 15",16.9242377579304
2015-11-20,5.88,1828,1828,0.06,1.031,5.812,"Nov 20, 15",17.109023714197722
2015-11-23,5.89,4858,4858,0.01,0.17,5.823,"Nov 23, 15",17.139821373575607
2015-11-24,5.71,9730,9730,-0.18,-3.056,5.6263,"Nov 24, 15",16.58546350477364
2015-11-25,5.67,5767,5767,-0.04,-0.701,5.6705,"Nov 25, 15",16.46227286726209
2015-11-27,5.85,1360,1360,0.18,3.175,5.7509,"Nov 27, 15",17.01663073606406
2015-11-30,5.93,19314,19314,0.08,1.368,5.9339,"Nov 30, 15",17.263012011087156
2015-12-01,5.92,925,925,-0.01,-0.169,5.88,"Dec 1, 15",17.23221435170927
2015-12-02,5.89,11519,11519,-0.03,-0.507,5.7699,"Dec 2, 15",17.139821373575607
2015-12-03,5.82,3667,3667,-0.07,-1.188,5.8286,"Dec 3, 15",16.9242377579304
2015-12-04,5.96,33977,33977,0.14,2.405,5.8037,"Dec 4, 15",17.35540498922082
2015-12-07,5.99,21357,21357,0.03,0.503,5.9302,"Dec 7, 15",17.447797967354482
2015-12-08,5.84,6674,6674,-0.15,-2.504,5.8532,"Dec 8, 15",16.985833076686173
2015-12-09,5.8,20139,20139,-0.04,-0.685,5.8266,"Dec 9, 15",16.86264243917462
2015-12-10,5.75,7143,7143,-0.05,-0.862,5.7691,"Dec 10, 15",16.708654142285187
2015-12-11,5.55,21146,21146,-0.2,-3.478,5.5208,"Dec 11, 15",16.09270095472744
2015-12-14,5.59,18716,18716,0.04,0.721,5.6241,"Dec 14, 15",16.21589159223899
2015-12-15,5.68,9114,9114,0.09,1.61,5.5754,"Dec 15, 15",16.493070526639976
2015-12-16,5.46,34739,34739,-0.22,-3.873,5.5811,"Dec 16, 15",15.815522020326455
2015-12-17,5.47,35959,35959,0.01,0.183,5.5951,"Dec 17, 15",15.846319679704342
2015-12-18,5.5,9707,9707,0.03,0.548,5.5437,"Dec 18, 15",15.938712657838005
2015-12-21,5.6,26123,26123,0.1,1.818,5.5915,"Dec 21, 15",16.24668925161688
2015-12-22,5.58,13550,13550,-0.02,-0.357,5.5524,"Dec 22, 15",16.185093932861104
2015-12-23,5.535,17022,17022,-0.045,-0.806,5.5534,"Dec 23, 15",16.04650446566061
2015-12-24,5.6,3602,3602,0.065,1.174,5.5772,"Dec 24, 15",16.24668925161688
2015-12-28,5.54,5912,5912,-0.06,-1.071,5.5973,"Dec 28, 15",16.061903295349556
2015-12-29,5.48,8470,8470,-0.06,-1.083,5.4597,"Dec 29, 15",15.87711733908223
2015-12-30,5.4175,16741,16741,-0.0625,-1.141,5.4064,"Dec 30, 15",15.684631967970436
2015-12-31,5.36,13255,13255,-0.0575,-1.061,5.3253,"Dec 31, 15",15.507545426547583
2016-01-04,5,79853,79853,-0.36,-6.716,4.8562,"Jan 4, 16",14.398829688943641
2016-01-05,4.97,6727,6727,-0.03,-0.6,4.9851,"Jan 5, 16",14.306436710809978
2016-01-06,4.89,7551,7551,-0.08,-1.61,4.9162,"Jan 6, 16",14.06005543578688
2016-01-07,4.82,9450,9450,-0.07,-1.431,4.8729,"Jan 7, 16",13.84447182014167
2016-01-08,4.83,6299,6299,0.01,0.207,4.8815,"Jan 8, 16",13.875269479519558
2016-01-11,4.83,1625,1625,0,0,4.8018,"Jan 11, 16",13.875269479519558
2016-01-12,4.62,21445,21445,-0.21,-4.348,4.6209,"Jan 12, 16",13.228518632583924
2016-01-13,4.53,20402,20402,-0.09,-1.948,4.5843,"Jan 13, 16",12.95133969818294
2016-01-14,4.55,26623,26623,0.02,0.442,4.6481,"Jan 14, 16",13.012935016938712
2016-01-15,4.45,20904,20904,-0.1,-2.198,4.4354,"Jan 15, 16",12.704958423159841
2016-01-19,4.4,18393,18393,-0.05,-1.124,4.4435,"Jan 19, 16",12.550970126270405
2016-01-20,4.24,10206,10206,-0.16,-3.636,4.2539,"Jan 20, 16",12.058207576224207
2016-01-21,4.2,5631,5631,-0.04,-0.943,4.2223,"Jan 21, 16",11.935016938712659
2016-01-22,4.23,9905,9905,0.03,0.714,4.2894,"Jan 22, 16",12.027409916846322
2016-01-25,4.24,11503,11503,0.01,0.236,4.2541,"Jan 25, 16",12.058207576224207
2016-01-26,4.16,4350,4350,-0.08,-1.887,4.2587,"Jan 26, 16",11.81182630120111
2016-01-27,4.28,2753,2753,0.12,2.885,4.1949,"Jan 27, 16",12.181398213735758
2016-01-28,4.05,8940,8940,-0.23,-5.374,4.0759,"Jan 28, 16",11.473052048044348
2016-01-29,4.38,24292,24292,0.33,8.148,4.2009,"Jan 29, 16",12.48937480751463
2016-02-01,4.27,910,910,-0.11,-2.511,4.2733,"Feb 1, 16",12.150600554357869
2016-02-02,4.26,610,610,-0.01,-0.234,4.2743,"Feb 2, 16",12.119802894979982
2016-02-03,4.15,10274,10274,-0.11,-2.582,4.1412,"Feb 3, 16",11.781028641823223
2016-02-04,4.15,900,900,0,0,4.2,"Feb 4, 16",11.781028641823223
2016-02-05,4.06,8160,8160,-0.09,-2.169,4.111,"Feb 5, 16",11.503849707422235
2016-02-08,3.83,8600,8600,-0.23,-5.665,3.9644,"Feb 8, 16",10.79550354173083
2016-02-09,3.63,7619,7619,-0.2,-5.222,3.6622,"Feb 9, 16",10.179550354173083
2016-02-10,3.495,11330,11330,-0.135,-3.719,3.557,"Feb 10, 16",9.763781952571605
2016-02-11,3.23,13406,13406,-0.265,-7.582,3.182,"Feb 11, 16",8.947643979057592
2016-02-12,3.34,1298,1298,0.11,3.406,3.3391,"Feb 12, 16",9.286418232214352
2016-02-16,3.71,3302,3302,0.37,11.078,3.6442,"Feb 16, 16",10.425931629196182
2016-02-17,3.8,9150,9150,0.09,2.426,3.7792,"Feb 17, 16",10.703110563597166
2016-02-18,3.65,28519,28519,-0.15,-3.947,3.5704,"Feb 18, 16",10.241145672928857
2016-02-19,3.65,1513,1513,0,0,3.5829,"Feb 19, 16",10.241145672928857
2016-02-22,3.52,4702,4702,-0.13,-3.562,3.6068,"Feb 22, 16",9.840776101016322
2016-02-23,3.64,7303,7303,0.12,3.409,3.6336,"Feb 23, 16",10.210348013550972
2016-02-24,3.785,2913,2913,0.145,3.984,3.6266,"Feb 24, 16",10.656914074530336
2016-02-25,3.759,3904,3904,-0.026,-0.687,3.7331,"Feb 25, 16",10.576840160147828
2016-02-26,3.71,16184,16184,-0.049,-1.304,3.7219,"Feb 26, 16",10.425931629196182
2016-02-29,3.845,3632,3632,0.135,3.639,3.8667,"Feb 29, 16",10.84170003079766
2016-03-01,3.9,16130,16130,0.055,1.43,3.7758,"Mar 1, 16",11.01108715737604
2016-03-02,3.84,17570,17570,-0.06,-1.538,3.6962,"Mar 2, 16",10.826301201108716
2016-03-03,3.78,3325,3325,-0.06,-1.562,3.7608,"Mar 3, 16",10.641515244841392
2016-03-04,3.82,7846,7846,0.04,1.058,3.7964,"Mar 4, 16",10.76470588235294
2016-03-07,3.9515,27899,27899,0.1315,3.442,3.892,"Mar 7, 16",11.169695103172158
2016-03-08,3.93,1200,1200,-0.0215,-0.544,3.8925,"Mar 8, 16",11.103480135509702
2016-03-09,4.31,13585,13585,0.38,9.669,4.3009,"Mar 9, 16",12.273791191869417
2016-03-10,4.6599,7215,7215,0.3499,8.118,4.6709,"Mar 10, 16",13.351401293501695
2016-03-11,4.65,5603,5603,-0.0099,-0.212,4.6316,"Mar 11, 16",13.320911610717587
2016-03-14,4.57,3018,3018,-0.08,-1.72,4.5329,"Mar 14, 16",13.074530335694488
2016-03-15,4.17,5957,5957,-0.4,-8.753,4.2358,"Mar 15, 16",11.842623960578996
2016-03-16,4.08,15520,15520,-0.09,-2.158,4.1875,"Mar 16, 16",11.565445026178011
2016-03-17,3.93,923,923,-0.15,-3.676,4.0307,"Mar 17, 16",11.103480135509702
2016-03-18,4.02,2380,2380,0.09,2.29,4.0136,"Mar 18, 16",11.380659069910687
2016-03-21,4.44,6553,6553,0.42,10.448,4.0842,"Mar 21, 16",12.674160763781954
2016-03-22,4.48,5656,5656,0.04,0.901,4.4003,"Mar 22, 16",12.797351401293504
2016-03-23,4.34,444,444,-0.14,-3.125,4.37,"Mar 23, 16",12.36618417000308
2016-03-24,4.39,700,700,0.05,1.152,4.3329,"Mar 24, 16",12.520172466892516
2016-03-28,4.29,8171,8171,-0.1,-2.278,4.018,"Mar 28, 16",12.212195873113643
2016-03-29,4.23,1404,1404,-0.06,-1.399,4.1247,"Mar 29, 16",12.027409916846322
2016-03-30,4.36,5960,5960,0.13,3.073,4.1705,"Mar 30, 16",12.427779488758857
2016-03-31,4.12,1914,1914,-0.24,-5.505,4.2417,"Mar 31, 16",11.68863566368956
2016-04-04,4.18,7173,7173,0.06,1.456,4.1832,"Apr 4, 16",11.873421619956883
2016-04-05,4.065,10995,10995,-0.115,-2.751,4.0742,"Apr 5, 16",11.519248537111181
2016-04-06,4.05,18333,18333,-0.015,-0.369,4.0139,"Apr 6, 16",11.473052048044348
2016-04-08,4.16,1980,1980,0.11,2.716,4.1185,"Apr 8, 16",11.81182630120111
2016-04-11,3.94,4420,4420,-0.22,-5.288,3.9361,"Apr 11, 16",11.13427779488759
2016-04-12,4.23,301,301,0.29,7.36,4.1267,"Apr 12, 16",12.027409916846322
2016-04-13,4,17647,17647,-0.23,-5.437,3.9891,"Apr 13, 16",11.319063751154912
2016-04-14,3.96,15723,15723,-0.04,-1,3.955,"Apr 14, 16",11.195873113643364
2016-04-15,3.9,9000,9000,-0.06,-1.515,3.8925,"Apr 15, 16",11.01108715737604
2016-04-18,3.81,11308,11308,-0.09,-2.308,3.7881,"Apr 18, 16",10.733908222975055
2016-04-19,3.73,15464,15464,-0.08,-2.1,3.7688,"Apr 19, 16",10.487526947951956
2016-04-20,3.76,16678,16678,0.03,0.804,3.7564,"Apr 20, 16",10.579919926085617
2016-04-21,3.79,14201,14201,0.03,0.798,3.7739,"Apr 21, 16",10.67231290421928
2016-04-22,3.74,13775,13775,-0.05,-1.319,3.733,"Apr 22, 16",10.518324607329845
2016-04-25,3.69,19080,19080,-0.05,-1.337,3.6845,"Apr 25, 16",10.364336310440407
2016-04-26,3.77,15708,15708,0.08,2.168,3.6459,"Apr 26, 16",10.610717585463505
2016-04-27,3.51,22788,22788,-0.26,-6.897,3.5644,"Apr 27, 16",9.809978441638435
2016-04-28,3.32,19561,19561,-0.19,-5.413,3.3701,"Apr 28, 16",9.224822913458578
2016-04-29,3.39,1801,1801,0.07,2.108,3.3941,"Apr 29, 16",9.44040652910379
2016-05-02,3.4,23056,23056,0.01,0.295,3.4004,"May 2, 16",9.471204188481675
2016-05-03,3.33,24048,24048,-0.07,-2.059,3.4059,"May 3, 16",9.255620572836465
2016-05-04,3.3,17767,17767,-0.03,-0.901,3.3105,"May 4, 16",9.163227594702802
2016-05-05,3.47,11578,11578,0.17,5.152,3.4642,"May 5, 16",9.686787804126887
2016-05-06,3.54,4326,4326,0.07,2.017,3.55,"May 6, 16",9.902371419772098
2016-05-09,3.41,23002,23002,-0.13,-3.672,3.392,"May 9, 16",9.502001847859564
2016-05-10,3.28,29983,29983,-0.13,-3.812,3.2438,"May 10, 16",9.101632275947027
2016-05-11,3.16,25279,25279,-0.12,-3.659,3.1813,"May 11, 16",8.732060363412382
2016-05-12,3.14,15434,15434,-0.02,-0.633,3.0905,"May 12, 16",8.670465044656607
2016-05-13,3.18,2912,2912,0.04,1.274,3.1738,"May 13, 16",8.793655682168156
2016-05-16,3.4,8125,8125,0.22,6.918,3.3378,"May 16, 16",9.471204188481675
2016-05-17,3.7,12982,12982,0.3,8.824,3.5206,"May 17, 16",10.395133969818295
2016-05-18,3.62,2430,2430,-0.08,-2.162,3.6178,"May 18, 16",10.148752694795196
2016-05-19,3.62,83,83,0,0,,"May 19, 16",10.148752694795196
2016-05-20,3.69,1210,1210,0.07,1.934,3.5908,"May 20, 16",10.364336310440407
2016-05-23,3.72,676,676,0.03,0.813,3.72,"May 23, 16",10.456729288574069
2016-05-24,3.69,6836,6836,-0.03,-0.806,3.5159,"May 24, 16",10.364336310440407
2016-05-26,3.7792,4392,4392,0.0892,2.417,3.6784,"May 26, 16",10.639051432091161
2016-05-27,3.96,600,600,0.1808,4.784,3.8534,"May 27, 16",11.195873113643364
2016-05-31,4.375,3628,3628,0.415,10.48,4.224,"May 31, 16",12.473975977825686
2016-06-01,4.38,15598,15598,0.005,0.114,4.2989,"Jun 1, 16",12.48937480751463
2016-06-02,4.56,17327,17327,0.18,4.11,4.4959,"Jun 2, 16",13.0437326763166
2016-06-03,4.64,8019,8019,0.08,1.754,4.6178,"Jun 3, 16",13.290113951339698
2016-06-06,4.8399,37913,37913,0.1999,4.308,4.8597,"Jun 6, 16",13.905759162303665
2016-06-07,4.64,3227,3227,-0.1999,-4.13,4.6647,"Jun 7, 16",13.290113951339698
2016-06-08,4.88,18447,18447,0.24,5.172,4.8015,"Jun 8, 16",14.029257776408993
2016-06-09,4.63,16196,16196,-0.25,-5.123,4.5868,"Jun 9, 16",13.259316291961811
2016-06-10,4.51,1402,1402,-0.12,-2.592,4.5083,"Jun 10, 16",12.889744379427164
2016-06-13,4.5,6955,6955,-0.01,-0.222,4.5212,"Jun 13, 16",12.858946720049277
2016-06-14,4.63,300,300,0.13,2.889,4.6233,"Jun 14, 16",13.259316291961811
2016-06-15,4.6,6402,6402,-0.03,-0.648,4.6028,"Jun 15, 16",13.166923313828148
2016-06-16,4.29,2787,2787,-0.31,-6.739,4.4935,"Jun 16, 16",12.212195873113643
2016-06-17,4.6,11887,11887,0.31,7.226,4.4948,"Jun 17, 16",13.166923313828148
2016-06-20,4.64,3290,3290,0.04,0.87,4.5248,"Jun 20, 16",13.290113951339698
2016-06-21,4.57,1700,1700,-0.07,-1.509,4.3506,"Jun 21, 16",13.074530335694488
2016-06-22,4.57,4717,4717,0,0,4.4147,"Jun 22, 16",13.074530335694488
2016-06-23,4.62,910,910,0.05,1.094,4.5111,"Jun 23, 16",13.228518632583924
2016-06-24,4.59,400,400,-0.03,-0.649,4.4525,"Jun 24, 16",13.136125654450263
2016-06-27,4.35,937,937,-0.24,-5.229,4.4182,"Jun 27, 16",12.396981829380966
2016-06-28,4.51,302,302,0.16,3.678,4.51,"Jun 28, 16",12.889744379427164
2016-06-29,4.4,437,437,-0.11,-2.439,4.4,"Jun 29, 16",12.550970126270405
2016-06-30,4.5992,2363,2363,0.1992,4.527,4.5022,"Jun 30, 16",13.164459501077918
2016-07-01,4.61,5404,5404,0.0108,0.235,4.601,"Jul 1, 16",13.197720973206037
2016-07-05,4.6,4535,4535,-0.01,-0.217,4.4943,"Jul 5, 16",13.166923313828148
2016-07-06,4.41,701,701,-0.19,-4.13,4.4029,"Jul 6, 16",12.581767785648292
2016-07-07,4.4,12617,12617,-0.01,-0.227,4.2386,"Jul 7, 16",12.550970126270405
2016-07-08,4.45,1309,1309,0.05,1.136,4.3431,"Jul 8, 16",12.704958423159841
2016-07-12,4.39,1290,1290,-0.06,-1.348,4.3566,"Jul 12, 16",12.520172466892516
2016-07-13,4.38,1273,1273,-0.01,-0.228,4.3542,"Jul 13, 16",12.48937480751463
2016-07-14,4.4201,1906,1906,0.0401,0.916,4.3912,"Jul 14, 16",12.612873421619957
2016-07-15,4.48,1000,1000,0.0599,1.355,4.48,"Jul 15, 16",12.797351401293504
2016-07-18,4.43,2210,2210,-0.05,-1.116,4.4415,"Jul 18, 16",12.643363104404065
2016-07-20,4.52,700,700,0.09,2.032,4.471,"Jul 20, 16",12.92054203880505
2016-07-22,4.51,120,120,-0.01,-0.221,4.51,"Jul 22, 16",12.889744379427164
2016-07-25,4.47,120,120,-0.04,-0.887,4.47,"Jul 25, 16",12.766553741915613
2016-07-26,4.62,17638,17638,0.15,3.356,4.5997,"Jul 26, 16",13.228518632583924
2016-07-27,4.62,4207,4207,0,0,4.6205,"Jul 27, 16",13.228518632583924
2016-07-28,4.975,22486,22486,0.355,7.684,4.9381,"Jul 28, 16",14.321835540498922
2016-07-29,5.12,52895,52895,0.145,2.915,5.1001,"Jul 29, 16",14.768401601478288
2016-08-01,5.72,129903,129903,0.6,11.719,5.6568,"Aug 1, 16",16.616261164151524
2016-08-02,5.55,32483,32483,-0.17,-2.972,5.5077,"Aug 2, 16",16.09270095472744
2016-08-03,5.66,60908,60908,0.11,1.982,5.608,"Aug 3, 16",16.4314752078842
2016-08-04,5.54,125950,125950,-0.12,-2.12,5.665,"Aug 4, 16",16.061903295349556
2016-08-05,5.72,23305,23305,0.18,3.249,5.5991,"Aug 5, 16",16.616261164151524
2016-08-08,5.81,51982,51982,0.09,1.573,5.8319,"Aug 8, 16",16.89344009855251
2016-08-09,5.83,18748,18748,0.02,0.344,5.7898,"Aug 9, 16",16.955035417308284
2016-08-10,5.78,16938,16938,-0.05,-0.858,5.7635,"Aug 10, 16",16.80104712041885
2016-08-11,5.87,21335,21335,0.09,1.557,5.8358,"Aug 11, 16",17.078226054819833
2016-08-12,5.89,17697,17697,0.02,0.341,5.8168,"Aug 12, 16",17.139821373575607
2016-08-15,5.99,65535,65535,0.1,1.698,5.9442,"Aug 15, 16",17.447797967354482
2016-08-16,5.95,34280,34280,-0.04,-0.668,5.9476,"Aug 16, 16",17.324607329842934
2016-08-17,5.93,13713,13713,-0.02,-0.336,5.8873,"Aug 17, 16",17.263012011087156
2016-08-18,5.82,16026,16026,-0.11,-1.855,5.9062,"Aug 18, 16",16.9242377579304
2016-08-19,5.92,29958,29958,0.1,1.718,5.7217,"Aug 19, 16",17.23221435170927
2016-08-22,6.09,103834,103834,0.17,2.872,6.0794,"Aug 22, 16",17.755774561133354
2016-08-23,6.14,21535,21535,0.05,0.821,6.1032,"Aug 23, 16",17.90976285802279
2016-08-24,6.1,40507,40507,-0.04,-0.651,6.154,"Aug 24, 16",17.78657222051124
2016-08-25,6.19,105941,105941,0.09,1.475,6.1291,"Aug 25, 16",18.06375115491223
2016-08-26,6.02,49555,49555,-0.17,-2.746,6.0738,"Aug 26, 16",17.540190945488142
2016-08-29,6,21079,21079,-0.02,-0.332,5.9846,"Aug 29, 16",17.478595626732368
2016-08-30,6.07,29035,29035,0.07,1.167,6.0462,"Aug 30, 16",17.69417924237758
2016-08-31,6.04,27878,27878,-0.03,-0.494,6.056,"Aug 31, 16",17.60178626424392
2016-09-01,6.2,50738,50738,0.16,2.649,6.1629,"Sep 1, 16",18.094548814290114
2016-09-02,6.17,20862,20862,-0.03,-0.484,6.1364,"Sep 2, 16",18.00215583615645
2016-09-06,6.32,64263,64263,0.15,2.431,6.1809,"Sep 6, 16",18.464120726824763
2016-09-07,6.18,37327,37327,-0.14,-2.215,6.2063,"Sep 7, 16",18.03295349553434
2016-09-08,6.35,45536,45536,0.17,2.751,6.2641,"Sep 8, 16",18.556513704958423
2016-09-09,6.07,34503,34503,-0.28,-4.409,6.0404,"Sep 9, 16",17.69417924237758
2016-09-12,5.99,6724,6724,-0.08,-1.318,5.9909,"Sep 12, 16",17.447797967354482
2016-09-13,6.05,4353,4353,0.06,1.002,5.8946,"Sep 13, 16",17.632583923621805
2016-09-14,6.05,24238,24238,0,0,5.9684,"Sep 14, 16",17.632583923621805
2016-09-15,6.09,15079,15079,0.04,0.661,5.9578,"Sep 15, 16",17.755774561133354
2016-09-16,6,12014,12014,-0.09,-1.478,5.9436,"Sep 16, 16",17.478595626732368
2016-09-19,5.95,19265,19265,-0.05,-0.833,5.9512,"Sep 19, 16",17.324607329842934
2016-09-20,5.99,37909,37909,0.04,0.672,5.9813,"Sep 20, 16",17.447797967354482
2016-09-21,5.89,16794,16794,-0.1,-1.669,5.8836,"Sep 21, 16",17.139821373575607
2016-09-22,5.62,64175,64175,-0.27,-4.584,5.6714,"Sep 22, 16",16.308284570372653
2016-09-23,5.8,64671,64671,0.18,3.203,5.6702,"Sep 23, 16",16.86264243917462
2016-09-26,5.91,26664,26664,0.11,1.897,5.85,"Sep 26, 16",17.201416692331385
2016-09-27,5.505,62042,62042,-0.405,-6.853,5.6138,"Sep 27, 16",15.954111487526948
