date,close,volume,unadjustedVolume,change,changePercent,label,changeOverTime
2016-08-08,21.671,20221,20221,0.975638,4.714,"Aug 8, 16",-0.2489741883611966
2016-08-09,21.8681,10728,10728,0.197099,0.91,"Aug 9, 16",-0.24214353045551587
2016-08-10,22.282,18329,18329,0.413906,1.893,"Aug 10, 16",-0.22779949541157227
2016-08-11,22.1342,12324,12324,-0.147824,-0.663,"Aug 11, 16",-0.23292162244586764
2016-08-12,21.7301,15040,15040,-0.404052,-1.825,"Aug 12, 16",-0.2469260306634506
2016-08-15,21.2275,49259,49259,-0.5026,-2.313,"Aug 15, 16",-0.2643440350439436
2016-08-16,21.0403,39406,39406,-0.187243,-0.882,"Aug 16, 16",-0.270831600543403
2016-08-17,20.9713,23702,23702,-0.068984,-0.328,"Aug 17, 16",-0.27322285064737034
2016-08-18,20.9614,66289,66289,-0.009856,-0.047,"Aug 18, 16",-0.27356594305359166
2016-08-19,20.2125,32682,32682,-0.748975,-3.573,"Aug 19, 16",-0.2995196706312901
2016-08-22,20.922,20202,20202,0.709556,3.51,"Aug 22, 16",-0.2749313815187557
2016-08-23,21.0403,36608,36608,0.118259,0.565,"Aug 23, 16",-0.270831600543403
2016-08-24,21.6119,32938,32938,0.571584,2.717,"Aug 24, 16",-0.25102234605894264
2016-08-25,21.9863,17237,17237,0.374488,1.733,"Aug 25, 16",-0.23804721506002385
2016-08-26,22.1736,12677,12677,0.187244,0.852,"Aug 26, 16",-0.23155618398070363
2016-08-29,22.7452,23567,23567,0.571585,2.578,"Aug 29, 16",-0.2117469294962433
2016-08-30,22.6959,43270,43270,-0.049273,-0.217,"Aug 30, 16",-0.21345546036762866
2016-08-31,22.755,30346,30346,0.059129,0.261,"Aug 31, 16",-0.21140730266988275
2016-09-01,22.5875,6107,6107,-0.167534,-0.736,"Sep 1, 16",-0.21721214893676014
2016-09-02,22.8043,15830,15830,0.216808,0.96,"Sep 2, 16",-0.20969877179849727
2016-09-06,23.435,15004,15004,0.630716,2.766,"Sep 6, 16",-0.18784135961629103
2016-09-07,22.7156,17507,17507,-0.71941,-3.07,"Sep 7, 16",-0.21277274113504677
2016-09-08,23.3562,7758,7758,0.640571,2.82,"Sep 8, 16",-0.19057223654661895
2016-09-09,22.8043,6664,6664,-0.551877,-2.363,"Sep 9, 16",-0.20969877179849727
2016-09-12,22.9029,6502,6502,0.09855,0.432,"Sep 12, 16",-0.20628171005572657
2016-09-13,22.2918,6161,6161,-0.611005,-2.668,"Sep 13, 16",-0.22745986858521172
2016-09-14,22.4002,8195,8195,0.108403,0.486,"Sep 14, 16",-0.22370318001608022
2016-09-15,22.2229,20250,20250,-0.177387,-0.792,"Sep 15, 16",-0.2298476531093183
2016-09-16,22.7846,17022,17022,0.561729,2.528,"Sep 16, 16",-0.21038149103107928
2016-09-19,22.6663,11853,11853,-0.118259,-0.519,"Sep 19, 16",-0.21448127200643213
2016-09-20,22.6565,12199,12199,-0.009856,-0.043,"Sep 20, 16",-0.21482089883279265
2016-09-21,22.6172,9446,9446,-0.039321,-0.174,"Sep 21, 16",-0.21618287171809586
2016-09-22,22.6959,18838,18838,0.078743,0.348,"Sep 22, 16",-0.21345546036762866
2016-09-23,22.6368,16128,16128,-0.05913,-0.261,"Sep 23, 16",-0.21550361806537466
2016-09-26,22.6663,16501,16501,0.029564,0.131,"Sep 26, 16",-0.21448127200643213
2016-09-27,23.5533,8091,8091,0.886942,3.913,"Sep 27, 16",-0.1837415786409382
2016-09-28,24.6373,27614,27614,1.084,4.603,"Sep 28, 16",-0.14617469294962435
2016-09-29,25.3863,88073,88073,0.748975,3.04,"Sep 29, 16",-0.12021749979206525
2016-09-30,26.0466,24114,24114,0.66028,2.601,"Sep 30, 16",-0.09733427597105543
2016-10-03,25.2976,12475,12475,-0.748976,-2.876,"Oct 3, 16",-0.12329146912861462
2016-10-04,24.6472,10696,10696,-0.650424,-2.571,"Oct 4, 16",-0.14583160054340286
2016-10-05,24.4304,7904,7904,-0.216808,-0.88,"Oct 5, 16",-0.15334497768166575
2016-10-06,25.0709,10806,10806,0.640568,2.622,"Oct 6, 16",-0.13114793867309874
2016-10-07,24.3712,7031,7031,-0.699699,-2.791,"Oct 7, 16",-0.15539660095927244
2016-10-10,24.864,10888,10888,0.492747,2.022,"Oct 10, 16",-0.13831822340514013
2016-10-11,24.3022,5803,5803,-0.561732,-2.259,"Oct 11, 16",-0.15778785106323992
2016-10-12,23.9475,4895,4895,-0.354777,-1.46,"Oct 12, 16",-0.17008026282957658
2016-10-13,23.8883,3618,3618,-0.059129,-0.247,"Oct 13, 16",-0.1721318861071834
2016-10-14,23.7405,7372,7372,-0.147824,-0.619,"Oct 14, 16",-0.1772540131414788
2016-10-17,23.0999,9885,9885,-0.640571,-2.698,"Oct 17, 16",-0.19945451772990652
2016-10-18,23.6617,11946,11946,0.561731,2.432,"Oct 18, 16",-0.17998489007180682
2016-10-19,23.6518,21023,21023,-0.009855,-0.042,"Oct 19, 16",-0.18032798247802817
2016-10-20,23.8489,14008,14008,0.197099,0.833,"Oct 20, 16",-0.17349732457234743
2016-10-21,23.6518,8249,8249,-0.197099,-0.826,"Oct 21, 16",-0.18032798247802817
2016-10-24,23.504,3139,3139,-0.147823,-0.625,"Oct 24, 16",-0.18545010951232355
2016-10-25,23.5237,16000,16000,0.019709,0.084,"Oct 25, 16",-0.18476739027974154
2016-10-26,22.9029,13175,13175,-0.620859,-2.639,"Oct 26, 16",-0.20628171005572657
2016-10-27,22.6959,11092,11092,-0.206953,-0.904,"Oct 27, 16",-0.21345546036762866
2016-10-28,23.0014,65273,65273,0.305502,1.346,"Oct 28, 16",-0.20286811389281653
2016-10-31,22.8831,56771,56771,-0.118259,-0.514,"Oct 31, 16",-0.20696789486816938
2016-11-01,23.8686,8898,8898,0.985492,4.307,"Nov 1, 16",-0.17281460533976542
2016-11-02,23.7504,19203,19203,-0.118259,-0.495,"Nov 2, 16",-0.17691092073525747
2016-11-03,23.5927,7532,7532,-0.157679,-0.664,"Nov 3, 16",-0.1823761401757742
2016-11-04,23.4054,7949,7949,-0.187245,-0.794,"Nov 4, 16",-0.1888671712550944
2016-11-07,23.4646,8292,8292,0.059132,0.253,"Nov 7, 16",-0.18681554797748756
2016-11-08,23.504,12011,12011,0.039419,0.168,"Nov 8, 16",-0.18545010951232355
2016-11-09,23.5434,21932,21932,0.03942,0.168,"Nov 9, 16",-0.18408467104715967
2016-11-10,23.8194,7017,7017,0.275936,1.172,"Nov 10, 16",-0.17451967063128998
2016-11-11,23.8292,7915,7915,0.009857,0.041,"Nov 11, 16",-0.17418004380492944
2016-11-14,22.6565,57485,57485,-1.1727,-4.921,"Nov 14, 16",-0.21482089883279265
2016-11-15,22.4692,57121,57121,-0.187243,-0.826,"Nov 15, 16",-0.22131192991211288
2016-11-16,22.1736,10864,10864,-0.295647,-1.316,"Nov 16, 16",-0.23155618398070363
2016-11-17,23.642,15022,15022,1.4684,6.622,"Nov 17, 16",-0.18066760930438883
2016-11-18,23.4547,4069,4069,-0.187243,-0.792,"Nov 18, 16",-0.18715864038370902
2016-11-21,23.8686,13386,13386,0.413907,1.765,"Nov 21, 16",-0.17281460533976542
2016-11-22,24.6275,21505,21505,0.758831,3.179,"Nov 22, 16",-0.14651431977598486
2016-11-23,25.1301,4633,4633,0.5026,2.041,"Nov 23, 16",-0.12909631539549202
2016-11-25,25.6228,7043,7043,0.492746,1.961,"Nov 25, 16",-0.11202140342122038
2016-11-28,26.0204,31446,31446,0.397621,1.552,"Nov 28, 16",-0.09824225789459097
2016-11-29,25.8525,17605,17605,-0.167937,-0.645,"Nov 29, 16",-0.10406096648091162
2016-11-30,26.0698,6647,6647,0.217331,0.841,"Nov 30, 16",-0.09653026144334467
2016-12-01,26.3958,3696,3696,0.325994,1.25,"Dec 1, 16",-0.08523247109706392
2016-12-02,26.4255,4676,4676,0.029638,0.112,"Dec 2, 16",-0.08420319387839975
2016-12-05,26.0402,11395,11395,-0.385269,-1.458,"Dec 5, 16",-0.09755607308214814
2016-12-06,25.8624,3132,3132,-0.177815,-0.683,"Dec 6, 16",-0.10371787407469014
2016-12-07,26.0501,6030,6030,0.187693,0.726,"Dec 7, 16",-0.09721298067592668
2016-12-08,25.7339,15859,15859,-0.316117,-1.213,"Dec 8, 16",-0.1081711441958469
2016-12-09,25.3684,11439,11439,-0.365511,-1.42,"Dec 9, 16",-0.12083783858715236
2016-12-12,25.1807,5931,5931,-0.187695,-0.74,"Dec 12, 16",-0.12734273198591584
2016-12-13,25.5956,6666,6666,0.414905,1.648,"Dec 13, 16",-0.11296404114336407
2016-12-14,23.9262,68054,68054,-1.6695,-6.523,"Dec 14, 16",-0.17081843133993174
2016-12-15,24.0941,15961,15961,0.167938,0.702,"Dec 15, 16",-0.1649997227536111
2016-12-16,23.9657,26697,26697,-0.128425,-0.533,"Dec 16, 16",-0.16944952729490703
2016-12-19,23.857,6427,6427,-0.108664,-0.453,"Dec 19, 16",-0.17321661260362087
2016-12-20,23.7088,20269,20269,-0.14818,-0.621,"Dec 20, 16",-0.1783526019573595
2016-12-21,24.0546,15368,15368,0.345752,1.458,"Dec 21, 16",-0.16636862679863593
2016-12-22,23.7681,10528,10528,-0.28648,-1.191,"Dec 22, 16",-0.17629751309989186
2016-12-23,24.0546,10782,10782,0.28648,1.205,"Dec 23, 16",-0.16636862679863593
2016-12-27,23.9558,1745,1745,-0.098785,-0.411,"Dec 27, 16",-0.16979261970112838
2016-12-28,23.9163,7948,7948,-0.039516,-0.165,"Dec 28, 16",-0.1711615237461532
2016-12-29,23.4717,8643,8643,-0.44454,-1.859,"Dec 29, 16",-0.18656949180736926
2016-12-30,23.7681,23577,23577,0.296361,1.263,"Dec 30, 16",-0.17629751309989186
2017-01-03,23.7417,3201,3201,-0.026378,-0.111,"Jan 3, 17",-0.17721242618314892
2017-01-04,24.1781,16407,16407,0.436342,1.838,"Jan 4, 17",-0.16208863567052037
2017-01-05,24.6374,8352,8352,0.459358,1.9,"Jan 5, 17",-0.1461712273697635
2017-01-06,24.0645,8539,8539,-0.572963,-2.326,"Jan 6, 17",-0.16602553439241458
2017-01-09,24.2225,7179,7179,0.158059,0.657,"Jan 9, 17",-0.1605499182123153
2017-01-10,23.6989,36112,36112,-0.52357,-2.162,"Jan 10, 17",-0.17869569436358096
2017-01-11,23.5903,4418,4418,-0.108665,-0.459,"Jan 11, 17",-0.18245931409243396
2017-01-12,24.3509,7237,7237,0.760658,3.224,"Jan 12, 17",-0.15610011367101945
2017-01-13,24.7697,26090,26090,0.418757,1.72,"Jan 13, 17",-0.14158626521389558
2017-01-17,25.0029,10462,10462,0.233237,0.942,"Jan 17, 17",-0.13350453297845793
2017-01-18,24.6769,16964,16964,-0.325998,-1.304,"Jan 18, 17",-0.1448023233247387
2017-01-19,24.4497,10422,10422,-0.227208,-0.921,"Jan 19, 17",-0.152676120768527
2017-01-20,24.3806,6128,6128,-0.069152,-0.283,"Jan 20, 17",-0.15507083645235517
2017-01-23,24.262,11671,11671,-0.118544,-0.486,"Jan 23, 17",-0.15918101416729044
2017-01-24,24.6572,10394,10394,0.395147,1.629,"Jan 24, 17",-0.1454850425573207
2017-01-25,24.8547,7669,7669,0.197574,0.801,"Jan 25, 17",-0.1386405223321966
2017-01-26,24.6374,9999,9999,-0.217332,-0.874,"Jan 26, 17",-0.1461712273697635
2017-01-27,24.588,17059,17059,-0.049393,-0.2,"Jan 27, 17",-0.14788322382100968
2017-01-30,24.7757,5530,5530,0.187696,0.763,"Jan 30, 17",-0.14137833042224623
2017-01-31,24.1435,17796,17796,-0.632235,-2.552,"Jan 31, 17",-0.16328772630236493
2017-02-01,24.2521,20123,20123,0.108664,0.45,"Feb 1, 17",-0.15952410657351193
2017-02-02,24.5682,3430,3430,0.316018,1.303,"Feb 2, 17",-0.14856940863345253
2017-02-03,24.7757,4194,4194,0.207553,0.845,"Feb 3, 17",-0.14137833042224623
2017-02-06,24.3015,7420,7420,-0.474177,-1.914,"Feb 6, 17",-0.15781211012226562
2017-02-07,24.4596,9946,9946,0.158058,0.65,"Feb 7, 17",-0.15233302836230564
2017-02-08,24.7461,7695,7695,0.286481,1.171,"Feb 8, 17",-0.1424041420610497
2017-02-09,25.0918,16287,16287,0.345756,1.397,"Feb 9, 17",-0.13042363248218694
2017-02-10,25.8426,16616,16616,0.750778,2.992,"Feb 10, 17",-0.10440405888713296
2017-02-13,25.9809,13316,13316,0.138303,0.535,"Feb 13, 17",-0.09961116193961579
2017-02-14,25.9019,4906,4906,-0.079031,-0.304,"Feb 14, 17",-0.10234897002966532
2017-02-15,25.7245,6753,6753,-0.177421,-0.685,"Feb 15, 17",-0.10849690870276418
2017-02-16,25.9513,8417,8417,0.226815,0.882,"Feb 16, 17",-0.10063697357841915
2017-02-17,25.9414,12571,12571,-0.00988,-0.038,"Feb 17, 17",-0.10098006598464049
2017-02-21,25.8426,3362,3362,-0.098786,-0.381,"Feb 21, 17",-0.10440405888713296
2017-02-22,25.6944,8835,8835,-0.148179,-0.573,"Feb 22, 17",-0.1095400482408716
2017-02-23,25.8229,7750,7750,0.128422,0.5,"Feb 23, 17",-0.10508677811971497
2017-02-24,25.3302,3852,3852,-0.492641,-1.908,"Feb 24, 17",-0.12216169009398647
2017-02-27,25.2015,3012,3012,-0.12873,-0.508,"Feb 27, 17",-0.12662189137486488
2017-02-28,25.1223,2514,2514,-0.079219,-0.314,"Feb 28, 17",-0.12936663062463613
2017-03-01,25.3797,14997,14997,0.25746,1.025,"Mar 1, 17",-0.1204462280628795
2017-03-02,25.053,6549,6549,-0.326776,-1.288,"Mar 2, 17",-0.13176827746818595
2017-03-03,24.9737,19602,19602,-0.07922,-0.316,"Mar 3, 17",-0.13451648229781804
2017-03-06,24.3103,11090,11090,-0.663457,-2.657,"Mar 6, 17",-0.15750713909451325
2017-03-07,24.4588,5777,5777,0.148535,0.611,"Mar 7, 17",-0.15236075300119215
2017-03-08,24.2112,7671,7671,-0.247559,-1.012,"Mar 8, 17",-0.16094152873658815
2017-03-09,24.7163,7898,7898,0.505021,2.086,"Mar 9, 17",-0.14343688485957468
2017-03-10,24.8747,9417,9417,0.158437,0.641,"Mar 10, 17",-0.13794740636003214
2017-03-13,24.7757,8975,8975,-0.099024,-0.398,"Mar 13, 17",-0.14137833042224623
2017-03-14,24.7559,13406,13406,-0.019805,-0.08,"Mar 14, 17",-0.14206451523468905
2017-03-15,25.1124,16079,16079,0.356485,1.44,"Mar 15, 17",-0.12970972303085748
2017-03-16,24.7064,12025,12025,-0.405997,-1.617,"Mar 16, 17",-0.14377997726579617
2017-03-17,24.7658,24484,24484,0.059415,0.24,"Mar 17, 17",-0.1417214228284677
2017-03-20,24.439,10653,10653,-0.326778,-1.319,"Mar 20, 17",-0.153046937813635
2017-03-21,23.934,11563,11563,-0.505019,-2.066,"Mar 21, 17",-0.17054811611078763
2017-03-22,23.5874,10912,10912,-0.346583,-1.448,"Mar 22, 17",-0.18255981590839784
2017-03-23,23.9637,16594,16594,0.376289,1.595,"Mar 23, 17",-0.16951883889212346
2017-03-24,24.3103,17997,17997,0.346583,1.446,"Mar 24, 17",-0.15750713909451325
2017-03-27,24.3499,14657,14657,0.03961,0.163,"Mar 27, 17",-0.1561347694696276
2017-03-28,23.7557,11904,11904,-0.594143,-2.44,"Mar 28, 17",-0.17672724500263381
2017-03-29,24.3598,9957,9957,0.604043,2.543,"Mar 29, 17",-0.15579167706340624
2017-03-30,24.7757,7592,7592,0.4159,1.707,"Mar 30, 17",-0.14137833042224623
2017-03-31,24.3994,8318,8318,-0.376288,-1.519,"Mar 31, 17",-0.15441930743852061
2017-04-03,24.241,7617,7617,-0.158439,-0.649,"Apr 3, 17",-0.15990878593806318
2017-04-04,24.2748,11819,11819,0.033865,0.14,"Apr 4, 17",-0.15873741994510523
2017-04-05,24.1221,3545,3545,-0.152694,-0.629,"Apr 5, 17",-0.1640293603925809
2017-04-06,24.2112,5233,5233,0.089122,0.369,"Apr 6, 17",-0.16094152873658815
2017-04-07,24.1914,2546,2546,-0.019804,-0.082,"Apr 7, 17",-0.16162771354903097
2017-04-10,24.3103,2441,2441,0.118828,0.491,"Apr 10, 17",-0.15750713909451325
2017-04-11,24.3697,4078,4078,0.059414,0.244,"Apr 11, 17",-0.15544858465718478
2017-04-12,24.1518,3596,3596,-0.217852,-0.894,"Apr 12, 17",-0.1630000831739166
2017-04-13,23.9637,3405,3405,-0.188145,-0.779,"Apr 13, 17",-0.16951883889212346
2017-04-17,24.1172,3132,3132,0.153487,0.64,"Apr 17, 17",-0.16419917380576116
2017-04-18,23.9736,2576,2576,-0.143585,-0.595,"Apr 18, 17",-0.16917574648590197
2017-04-19,24.6767,5840,5840,0.703068,2.933,"Apr 19, 17",-0.14480925448446033
2017-04-20,25.1124,16036,16036,0.435703,1.766,"Apr 20, 17",-0.12970972303085748
2017-04-21,25.7362,7991,7991,0.623848,2.484,"Apr 21, 17",-0.10809143585904793
2017-04-24,26.0234,4356,4356,0.287168,1.116,"Apr 24, 17",-0.0981382904987663
2017-04-25,25.7164,10121,10121,-0.306972,-1.18,"Apr 25, 17",-0.10877762067149074
2017-04-26,25.6966,11599,11599,-0.019805,-0.077,"Apr 26, 17",-0.10946380548393357
2017-04-27,25.9541,3095,3095,0.25746,1.002,"Apr 27, 17",-0.1005399373423161
2017-04-28,26.2016,5064,5064,0.247561,0.954,"Apr 28, 17",-0.09196262718678092
2017-05-01,26.4492,13802,13802,0.247558,0.945,"May 1, 17",-0.08338185145138481
2017-05-02,26.3502,1065,1065,-0.099023,-0.374,"May 2, 17",-0.0868127755135989
2017-05-03,26.1125,7449,7449,-0.237657,-0.902,"May 3, 17",-0.09505045884277355
2017-05-04,25.9046,4189,4189,-0.20795,-0.796,"May 4, 17",-0.1022553993734232
2017-05-05,26.4492,11844,11844,0.54463,2.102,"May 5, 17",-0.08338185145138481
2017-05-08,26.4987,14658,14658,0.049511,0.187,"May 8, 17",-0.08166638942027782
2017-05-09,26.5878,9391,9391,0.089123,0.336,"May 9, 17",-0.07857855776428507
2017-05-10,26.9443,6325,6325,0.356482,1.341,"May 10, 17",-0.06622376556045363
2017-05-11,27.1324,7294,7294,0.188146,0.698,"May 11, 17",-0.05970500984224678
2017-05-12,26.8849,8176,8176,-0.24756,-0.912,"May 12, 17",-0.06828231999778209
2017-05-15,26.7363,9590,9590,-0.148535,-0.552,"May 15, 17",-0.07343217167096398
2017-05-16,26.5779,17885,17885,-0.158437,-0.593,"May 16, 17",-0.07892165017050654
2017-05-17,25.8748,7415,7415,-0.703067,-2.645,"May 17, 17",-0.10328814217194819
2017-05-18,25.7758,8089,8089,-0.099024,-0.383,"May 18, 17",-0.10671906623416229
2017-05-19,26.7958,3696,3696,1.0199,3.957,"May 19, 17",-0.07137015165377471
2017-05-22,27.2315,9205,9205,0.435702,1.626,"May 22, 17",-0.05627062020017187
2017-05-23,26.7859,6405,6405,-0.445605,-1.636,"May 23, 17",-0.07171324405999606
2017-05-24,26.8668,2589,2589,0.080901,0.302,"May 24, 17",-0.06890958995259082
2017-05-25,26.4759,3346,3346,-0.390845,-1.455,"May 25, 17",-0.08245654162854531
2017-05-26,26.6669,4854,4854,0.190978,0.721,"May 26, 17",-0.07583728409437474
2017-05-30,26.0844,10672,10672,-0.582531,-2.184,"May 30, 17",-0.09602428678366469
2017-05-31,26.263,6413,6413,0.178661,0.685,"May 31, 17",-0.08983476115223593
2017-06-01,26.1538,7402,7402,-0.109181,-0.416,"Jun 1, 17",-0.09361917436025394
2017-06-02,26.369,4662,4662,0.215185,0.823,"Jun 2, 17",-0.08616124649976435
2017-06-05,26.3524,3187,3187,-0.016674,-0.063,"Jun 5, 17",-0.08673653275666086
2017-06-06,26.1936,10372,10372,-0.158709,-0.602,"Jun 6, 17",-0.09223987357564667
2017-06-07,25.9156,2126,2126,-0.278016,-1.061,"Jun 7, 17",-0.10187418558873267
2017-06-08,25.9553,1911,1911,0.039703,0.153,"Jun 8, 17",-0.1004983503839862
2017-06-09,26.2281,1575,1575,0.272755,1.051,"Jun 9, 17",-0.09104424852366293
2017-06-12,26.7196,2864,2864,0.491513,1.874,"Jun 12, 17",-0.07401092350772132
2017-06-13,26.7345,2334,2334,0.014887,0.056,"Jun 13, 17",-0.07349455210845876
2017-06-14,26.4516,2128,2128,-0.282877,-1.058,"Jun 14, 17",-0.08329867753472514
2017-06-15,26.4714,3278,3278,0.019751,0.075,"Jun 15, 17",-0.08261249272228233
2017-06-16,26.7593,2012,2012,0.287941,1.088,"Jun 16, 17",-0.07263508830297487
2017-06-19,26.4318,5228,5228,-0.327544,-1.224,"Jun 19, 17",-0.08398486234716795
2017-06-20,26.2829,1860,1860,-0.148884,-0.563,"Jun 20, 17",-0.0891451107599323
2017-06-21,26.1687,3601,3601,-0.114144,-0.434,"Jun 21, 17",-0.0931028029609914
2017-06-22,26.6005,4282,4282,0.431762,1.65,"Jun 22, 17",-0.07813842912196067
2017-06-23,26.6501,6759,6759,0.049628,0.187,"Jun 23, 17",-0.07641950151099287
2017-06-26,26.3226,8654,8654,-0.327543,-1.229,"Jun 26, 17",-0.08776927555518585
2017-06-27,26.6104,2407,2407,0.287841,1.094,"Jun 27, 17",-0.07779533671573932
2017-06-28,26.799,10923,10923,0.188585,0.709,"Jun 28, 17",-0.0712592530982284
2017-06-29,26.8387,3419,3419,0.039702,0.148,"Jun 29, 17",-0.06988341789348196
2017-06-30,26.8486,3069,3069,0.009927,0.037,"Jun 30, 17",-0.06954032548726048
2017-07-03,26.9479,461,461,0.099256,0.37,"Jul 3, 17",-0.06609900468546395
2017-07-05,27.1067,7239,7239,0.158808,0.589,"Jul 5, 17",-0.06059566386647814
2017-07-06,26.9914,5520,5520,-0.115334,-0.425,"Jul 6, 17",-0.06459147744600631
2017-07-07,27.0074,2643,2643,0.016078,0.06,"Jul 7, 17",-0.06403698466827468
2017-07-10,26.8586,7708,7708,-0.148883,-0.551,"Jul 10, 17",-0.06919376750117832
2017-07-11,26.9975,2865,2865,0.138959,0.517,"Jul 11, 17",-0.06438007707449615
2017-07-12,27.206,6095,6095,0.208436,0.772,"Jul 12, 17",-0.0571543430646816
2017-07-13,27.3509,8013,8013,0.144913,0.533,"Jul 13, 17",-0.052132717846350075
2017-07-14,27.6922,3652,3652,0.341339,1.248,"Jul 14, 17",-0.040304693781363504
2017-07-17,27.9901,8139,8139,0.297867,1.076,"Jul 17, 17",-0.029980731375973766
2017-07-18,27.8015,4127,4127,-0.188586,-0.674,"Jul 18, 17",-0.036516814993484685
2017-07-19,27.9414,2273,2273,0.139951,0.503,"Jul 19, 17",-0.031668468768194236
2017-07-20,28.0234,2309,2309,0.081984,0.293,"Jul 20, 17",-0.02882669328232004
2017-07-21,27.9901,5330,5330,-0.033349,-0.119,"Jul 21, 17",-0.029980731375973766
2017-07-24,28.129,4149,4149,0.138959,0.496,"Jul 24, 17",-0.025167040949291588
2017-07-25,28.2581,5071,5071,0.129031,0.459,"Jul 25, 17",-0.020692977348970066
2017-07-26,28.7246,7624,7624,0.466501,1.651,"Jul 26, 17",-0.004526047298233981
2017-07-27,28.397,6963,6963,-0.327544,-1.14,"Jul 27, 17",-0.015879286922287888
2017-07-28,28.3275,5513,5513,-0.069478,-0.245,"Jul 28, 17",-0.018287864925559325
2017-07-31,27.5136,6849,6849,-0.813896,-2.873,"Jul 31, 17",-0.04649421941279214
2017-08-01,28.1886,12041,12041,0.674938,2.453,"Aug 1, 17",-0.023101555352241503
2017-08-02,28.1985,7517,7517,0.009925,0.035,"Aug 2, 17",-0.022758462946020155
2017-08-03,27.6725,3710,3710,-0.526053,-1.866,"Aug 3, 17",-0.04098741301394551
2017-08-04,27.6824,6308,6308,0.009923,0.036,"Aug 4, 17",-0.04064432060772404
2017-08-07,27.3449,5818,5818,-0.337468,-1.219,"Aug 7, 17",-0.05234065263799942
2017-08-08,29.598,23922,23922,2.2531,8.24,"Aug 8, 17",0.025742327206188104
2017-08-09,29.8561,13616,13616,0.258064,0.872,"Aug 9, 17",0.03468698882697058
2017-08-10,29.4888,9724,9724,-0.367245,-1.23,"Aug 10, 17",0.02195791399817022
2017-08-11,29.3697,3862,3862,-0.119106,-0.404,"Aug 11, 17",0.01783040838393086
2017-08-14,29.1216,9225,9225,-0.248139,-0.845,"Aug 14, 17",0.00923230474923067
