date,close,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime
2014-11-05,3.8,18900,18900,0.2,5.556,3.8004,"Nov 5, 14",0.4459114949963852
2014-11-06,3.67,590,590,-0.13,-3.421,3.612,"Nov 6, 14",0.3964461017465089
2014-11-10,3.5,7193,7193,-0.17,-4.632,3.422,"Nov 10, 14",0.33176058749667064
2014-11-11,3.6,13864,13864,0.1,2.857,3.5422,"Nov 11, 14",0.3698108899965756
2014-11-12,3.5,6227,6227,-0.1,-2.778,3.576,"Nov 12, 14",0.33176058749667064
2014-11-13,3.51,187,187,0.01,0.286,3.51,"Nov 13, 14",0.33556561774666105
2014-11-14,3.47,608,608,-0.04,-1.14,3.47,"Nov 14, 14",0.32034549674669927
2014-11-17,3.5,675,675,0.03,0.865,3.515,"Nov 17, 14",0.33176058749667064
2014-11-18,3.3,590,590,-0.2,-5.714,3.418,"Nov 18, 14",0.25565998249686084
2014-11-19,3.3,2040,2040,0,0,3.3837,"Nov 19, 14",0.25565998249686084
2014-11-20,3.35,10605,10605,0.05,1.515,3.409,"Nov 20, 14",0.27468513374681336
2014-11-21,3.4354,20251,20251,0.0854,2.549,3.4831,"Nov 21, 14",0.30718009208173214
2014-11-24,3.48,15922,15922,0.0446,1.298,3.5673,"Nov 24, 14",0.32415052699668967
2014-11-25,3.81,77458,77458,0.33,9.483,3.8373,"Nov 25, 14",0.4497165252463758
2014-11-26,3.89,88612,88612,0.08,2.1,3.8956,"Nov 26, 14",0.48015676724629974
2014-11-28,4.05,16716,16716,0.16,4.113,3.9132,"Nov 28, 14",0.5410372512461474
2014-12-01,3.87,48751,48751,-0.18,-4.444,4.1644,"Dec 1, 14",0.47254670674631877
2014-12-02,3.9,29505,29505,0.03,0.775,3.9913,"Dec 2, 14",0.48396179749629015
2014-12-03,3.9,33739,33739,0,0,3.9334,"Dec 3, 14",0.48396179749629015
2014-12-04,3.85,26070,26070,-0.05,-1.282,3.8983,"Dec 4, 14",0.46493664624633774
2014-12-05,3.82,30536,30536,-0.03,-0.779,3.7991,"Dec 5, 14",0.4535215554963662
2014-12-08,3.77,28033,28033,-0.05,-1.309,3.8599,"Dec 8, 14",0.43449640424641384
2014-12-09,3.73,8165,8165,-0.04,-1.061,3.7556,"Dec 9, 14",0.4192762832464519
2014-12-10,3.8,7090,7090,0.07,1.877,3.8226,"Dec 10, 14",0.4459114949963852
2014-12-11,3.72,9215,9215,-0.08,-2.105,3.8064,"Dec 11, 14",0.4154712529964615
2014-12-12,3.74,6824,6824,0.02,0.538,3.7832,"Dec 12, 14",0.42308131349644246
2014-12-15,3.73,6720,6720,-0.01,-0.267,3.738,"Dec 15, 14",0.4192762832464519
2014-12-16,3.73,5682,5682,0,0,3.7591,"Dec 16, 14",0.4192762832464519
2014-12-17,3.65,7653,7653,-0.08,-2.145,3.7149,"Dec 17, 14",0.38883604124652793
2014-12-18,3.51,5864,5864,-0.14,-3.836,3.5719,"Dec 18, 14",0.33556561774666105
2014-12-19,3.59,14477,14477,0.08,2.279,3.5295,"Dec 19, 14",0.366005859746585
2014-12-22,3.73,17126,17126,0.14,3.9,3.7226,"Dec 22, 14",0.4192762832464519
2014-12-23,3.66,5781,5781,-0.07,-1.877,3.7283,"Dec 23, 14",0.3926410714965185
2014-12-24,3.74,7412,7412,0.08,2.186,3.7274,"Dec 24, 14",0.42308131349644246
2014-12-26,3.65,2920,2920,-0.09,-2.406,3.7814,"Dec 26, 14",0.38883604124652793
2014-12-29,3.76,12326,12326,0.11,3.014,3.7859,"Dec 29, 14",0.43069137399642327
2014-12-30,3.56,13177,13177,-0.2,-5.319,3.6619,"Dec 30, 14",0.3545907689966136
2014-12-31,3.64,4574,4574,0.08,2.247,3.6785,"Dec 31, 14",0.3850310109965375
2015-01-02,3.7338,15700,15700,0.0938,2.577,3.7605,"Jan 2, 15",0.4207221947414483
2015-01-05,3.668,32587,32587,-0.0658,-1.762,3.6884,"Jan 5, 15",0.3956850956965109
2015-01-06,3.51,52783,52783,-0.158,-4.308,3.6739,"Jan 6, 15",0.33556561774666105
2015-01-07,3.5,29968,29968,-0.01,-0.285,3.5958,"Jan 7, 15",0.33176058749667064
2015-01-08,3.716,14863,14863,0.216,6.171,3.6605,"Jan 8, 15",0.4139492408964653
2015-01-09,3.6214,20293,20293,-0.0946,-2.546,3.6657,"Jan 9, 15",0.3779536547315552
2015-01-12,3.63,30360,30360,0.0086,0.237,3.6691,"Jan 12, 15",0.38122598074654696
2015-01-13,3.756,8825,8825,0.126,3.471,3.684,"Jan 13, 15",0.42916936189642707
2015-01-14,3.61,16658,16658,-0.146,-3.887,3.6163,"Jan 14, 15",0.373615920246566
2015-01-15,3.615,22167,22167,0.005,0.139,3.6686,"Jan 15, 15",0.3755184353715613
2015-01-16,3.69,19680,19680,0.075,2.075,3.6295,"Jan 16, 15",0.4040561622464899
2015-01-20,3.59,32653,32653,-0.1,-2.71,3.6304,"Jan 20, 15",0.366005859746585
2015-01-21,3.46,45503,45503,-0.13,-3.621,3.5465,"Jan 21, 15",0.3165404664967087
2015-01-22,3.56,38827,38827,0.1,2.89,3.5512,"Jan 22, 15",0.3545907689966136
2015-01-23,3.54,31234,31234,-0.02,-0.562,3.5494,"Jan 23, 15",0.34698070849663265
2015-01-26,3.55,35001,35001,0.01,0.282,3.5563,"Jan 26, 15",0.35078573874662305
2015-01-27,3.61,10839,10839,0.06,1.69,3.5839,"Jan 27, 15",0.373615920246566
2015-01-28,3.39,9587,9587,-0.22,-6.094,3.4927,"Jan 28, 15",0.28990525474677536
2015-01-29,3.42,28265,28265,0.03,0.885,3.4097,"Jan 29, 15",0.30132034549674674
2015-01-30,3.35,28158,28158,-0.07,-2.047,3.3244,"Jan 30, 15",0.27468513374681336
2015-02-02,3.459,32623,32623,0.109,3.254,3.2374,"Feb 2, 15",0.3161599634717097
2015-02-03,3.39,27136,27136,-0.069,-1.995,3.3965,"Feb 3, 15",0.28990525474677536
2015-02-04,3.35,31254,31254,-0.04,-1.18,3.4063,"Feb 4, 15",0.27468513374681336
2015-02-05,3.4999,15672,15672,0.1499,4.475,3.5014,"Feb 5, 15",0.33172253719417066
2015-02-06,3.5,3985,3985,0.0001,0.003,3.4654,"Feb 6, 15",0.33176058749667064
2015-02-09,3.44,9133,9133,-0.06,-1.714,3.4622,"Feb 9, 15",0.3089304059967277
2015-02-10,3.46,9635,9635,0.02,0.581,3.4829,"Feb 10, 15",0.3165404664967087
2015-02-11,3.4,11997,11997,-0.06,-1.734,3.4327,"Feb 11, 15",0.29371028499676577
2015-02-12,3.45,18183,18183,0.05,1.471,3.5113,"Feb 12, 15",0.3127354362467183
2015-02-13,3.46,18454,18454,0.01,0.29,3.5277,"Feb 13, 15",0.3165404664967087
2015-02-17,3.48,15615,15615,0.02,0.578,3.5405,"Feb 17, 15",0.32415052699668967
2015-02-18,3.5,35975,35975,0.02,0.575,3.5542,"Feb 18, 15",0.33176058749667064
2015-02-19,3.575,21983,21983,0.075,2.143,3.5594,"Feb 19, 15",0.36029831437159937
2015-02-20,3.84,84043,84043,0.265,7.413,3.6136,"Feb 20, 15",0.46113161599634717
2015-02-23,3.64,36538,36538,-0.2,-5.208,3.7143,"Feb 23, 15",0.3850310109965375
2015-02-24,3.58,59267,59267,-0.06,-1.648,3.6054,"Feb 24, 15",0.3622008294965946
2015-02-25,3.59,25916,25916,0.01,0.279,3.6499,"Feb 25, 15",0.366005859746585
2015-02-26,4.09,131163,131163,0.5,13.928,3.7148,"Feb 26, 15",0.5562573722461094
2015-02-27,4.7,180593,180593,0.61,14.914,4.3981,"Feb 27, 15",0.7883642174955292
2015-03-02,4.71,53283,53283,0.01,0.213,4.6707,"Mar 2, 15",0.7921692477455197
2015-03-03,4.52,51118,51118,-0.19,-4.034,4.623,"Mar 3, 15",0.7198736729957003
2015-03-04,4.51,38752,38752,-0.01,-0.221,4.5188,"Mar 4, 15",0.7160686427457098
2015-03-05,4.51,30365,30365,0,0,4.4703,"Mar 5, 15",0.7160686427457098
2015-03-06,4.39,14729,14729,-0.12,-2.661,4.3829,"Mar 6, 15",0.670408279745824
2015-03-09,4.38,30867,30867,-0.01,-0.228,4.3369,"Mar 9, 15",0.6666032494958335
2015-03-10,4.31,82539,82539,-0.07,-1.598,4.2897,"Mar 10, 15",0.6399680377459
2015-03-11,4.48,36884,36884,0.17,3.944,4.3973,"Mar 11, 15",0.7046535519957386
2015-03-12,4.36,6019,6019,-0.12,-2.679,4.3889,"Mar 12, 15",0.6589931889958527
2015-03-13,4.48,12589,12589,0.12,2.752,4.4332,"Mar 13, 15",0.7046535519957386
2015-03-16,4.65,59191,59191,0.17,3.795,4.6846,"Mar 16, 15",0.7693390662455769
2015-03-17,4.75,180592,180592,0.1,2.151,4.8892,"Mar 17, 15",0.8073893687454816
2015-03-18,4.8,132922,132922,0.05,1.053,4.8743,"Mar 18, 15",0.826414519995434
2015-03-19,5.24,1311020,1311020,0.44,9.167,5.0265,"Mar 19, 15",0.9938358509950156
2015-03-20,5.25,271142,271142,0.01,0.191,5.3914,"Mar 20, 15",0.9976408812450059
2015-03-23,5.3,73827,73827,0.05,0.952,5.3202,"Mar 23, 15",1.0166660324949583
2015-03-24,4.9001,123649,123649,-0.3999,-7.545,5.0014,"Mar 24, 15",0.8645028727978389
2015-03-25,4.6,87894,87894,-0.3001,-6.124,4.9074,"Mar 25, 15",0.7503139149956242
2015-03-26,4.45,114701,114701,-0.15,-3.261,4.4428,"Mar 26, 15",0.693238461245767
2015-03-27,4.5,70206,70206,0.05,1.124,4.5354,"Mar 27, 15",0.7122636124957195
2015-03-30,4.47,72645,72645,-0.03,-0.667,4.5343,"Mar 30, 15",0.7008485217457479
2015-03-31,4.36,40856,40856,-0.11,-2.461,4.4005,"Mar 31, 15",0.6589931889958527
2015-04-01,4.27,34450,34450,-0.09,-2.064,4.3482,"Apr 1, 15",0.624747916745938
2015-04-02,4.4199,32527,32527,0.1499,3.511,4.3975,"Apr 2, 15",0.6817853201932956
2015-04-06,4.19,63497,63497,-0.2299,-5.201,4.3562,"Apr 6, 15",0.5943076747460144
2015-04-07,4.17,99490,99490,-0.02,-0.477,4.2727,"Apr 7, 15",0.5866976142460333
2015-04-08,3.83,184213,184213,-0.34,-8.153,4.0894,"Apr 8, 15",0.45732658574635676
2015-04-09,4.23,53925,53925,0.4,10.444,4.084,"Apr 9, 15",0.6095277957459764
2015-04-10,4.17,13766,13766,-0.06,-1.418,4.2682,"Apr 10, 15",0.5866976142460333
2015-04-13,4.12,47186,47186,-0.05,-1.199,4.0894,"Apr 13, 15",0.567672462996081
2015-04-14,4.04,27079,27079,-0.08,-1.942,4.1186,"Apr 14, 15",0.537232220996157
2015-04-15,4.0846,55994,55994,0.0446,1.104,4.0777,"Apr 15, 15",0.5542026559111146
2015-04-16,4.17,32864,32864,0.0854,2.091,4.1589,"Apr 16, 15",0.5866976142460333
2015-04-17,4.0759,33332,33332,-0.0941,-2.257,4.1136,"Apr 17, 15",0.5508922795936227
2015-04-20,3.99,41753,41753,-0.0859,-2.108,3.9369,"Apr 20, 15",0.5182070697462047
2015-04-21,3.7999,52056,52056,-0.1901,-4.764,3.8133,"Apr 21, 15",0.4458734446938854
2015-04-22,3.852,18890,18890,0.0521,1.371,3.7922,"Apr 22, 15",0.46569765229633575
2015-04-23,4,28395,28395,0.148,3.842,3.9331,"Apr 23, 15",0.522012099996195
2015-04-24,3.79,37644,37644,-0.21,-5.25,3.9915,"Apr 24, 15",0.4421064647463948
2015-04-27,3.78,49278,49278,-0.01,-0.264,3.7802,"Apr 27, 15",0.43830143449640424
2015-04-28,4.059,104975,104975,0.279,7.381,4.0417,"Apr 28, 15",0.544461778471139
2015-04-29,3.92,44084,44084,-0.139,-3.424,3.9844,"Apr 29, 15",0.4915718579962711
2015-04-30,3.82,41320,41320,-0.1,-2.551,3.8467,"Apr 30, 15",0.4535215554963662
2015-05-01,3.71,15633,15633,-0.11,-2.88,3.785,"May 1, 15",0.4116662227464709
2015-05-04,3.96,78947,78947,0.25,6.739,3.9651,"May 4, 15",0.5067919789962331
2015-05-05,3.85,14145,14145,-0.11,-2.778,3.8595,"May 5, 15",0.46493664624633774
2015-05-06,3.65,42472,42472,-0.2,-5.195,3.6439,"May 6, 15",0.38883604124652793
2015-05-07,3.75,25084,25084,0.1,2.74,3.7453,"May 7, 15",0.42688634374643286
2015-05-08,3.94,133968,133968,0.19,5.067,3.9424,"May 8, 15",0.4991819184962521
2015-05-11,3.82,31854,31854,-0.12,-3.046,3.8847,"May 11, 15",0.4535215554963662
2015-05-12,3.75,33539,33539,-0.07,-1.832,3.7569,"May 12, 15",0.42688634374643286
2015-05-13,3.8699,44853,44853,0.1199,3.197,3.8498,"May 13, 15",0.47250865644381873
2015-05-14,4,98343,98343,0.1301,3.362,4.1137,"May 14, 15",0.522012099996195
2015-05-15,3.89,82879,82879,-0.11,-2.75,3.8821,"May 15, 15",0.48015676724629974
2015-05-18,3.8399,82730,82730,-0.0501,-1.288,3.8495,"May 18, 15",0.46109356569384735
2015-05-19,3.6732,131420,131420,-0.1667,-4.341,3.697,"May 19, 15",0.3976637114265059
2015-05-20,3.6,49799,49799,-0.0732,-1.993,3.6005,"May 20, 15",0.3698108899965756
2015-05-21,3.6099,82926,82926,0.0099,0.275,3.5031,"May 21, 15",0.37357786994406617
2015-05-22,3.59,12582,12582,-0.0199,-0.551,3.5713,"May 22, 15",0.366005859746585
2015-05-26,3.57,16839,16839,-0.02,-0.557,3.4996,"May 26, 15",0.35839579924660403
2015-05-27,3.6,10376,10376,0.03,0.84,3.5822,"May 27, 15",0.3698108899965756
2015-05-28,3.53,8284,8284,-0.07,-1.944,3.5431,"May 28, 15",0.343175678246642
2015-05-29,3.51,53167,53167,-0.02,-0.567,3.5213,"May 29, 15",0.33556561774666105
2015-06-01,3.52,12945,12945,0.01,0.285,3.5043,"Jun 1, 15",0.3393706479966516
2015-06-02,3.49,27936,27936,-0.03,-0.852,3.5481,"Jun 2, 15",0.32795555724668024
2015-06-03,3.43,55753,55753,-0.06,-1.719,3.4077,"Jun 3, 15",0.3051253757467373
2015-06-04,3.52,19634,19634,0.09,2.624,3.4588,"Jun 4, 15",0.3393706479966516
2015-06-05,3.4901,29220,29220,-0.0299,-0.849,3.5059,"Jun 5, 15",0.32799360754918006
2015-06-08,3.53,32874,32874,0.0399,1.143,3.505,"Jun 8, 15",0.343175678246642
2015-06-09,3.49,9159,9159,-0.04,-1.133,3.5007,"Jun 9, 15",0.32795555724668024
2015-06-10,3.44,32437,32437,-0.05,-1.433,3.4341,"Jun 10, 15",0.3089304059967277
2015-06-11,3.4,53400,53400,-0.04,-1.163,3.3665,"Jun 11, 15",0.29371028499676577
2015-06-12,3.37,19205,19205,-0.03,-0.882,3.3861,"Jun 12, 15",0.28229519424679433
2015-06-15,3.41,7943,7943,0.04,1.187,3.4039,"Jun 15, 15",0.29751531524675634
2015-06-16,3.38,12243,12243,-0.03,-0.88,3.386,"Jun 16, 15",0.2861002244967848
2015-06-17,3.5,22890,22890,0.12,3.55,3.4264,"Jun 17, 15",0.33176058749667064
2015-06-18,3.4375,22433,22433,-0.0625,-1.786,3.5026,"Jun 18, 15",0.30797914843423013
2015-06-19,3.45,29144,29144,0.0125,0.364,3.4378,"Jun 19, 15",0.3127354362467183
2015-06-22,3.46,24726,24726,0.01,0.29,3.4299,"Jun 22, 15",0.3165404664967087
2015-06-23,3.2899,104098,104098,-0.1701,-4.916,3.3357,"Jun 23, 15",0.25181690194437045
2015-06-24,3.24,36149,36149,-0.0499,-1.517,3.288,"Jun 24, 15",0.23282980099691805
2015-06-25,3.21,24269,24269,-0.03,-0.926,3.2305,"Jun 25, 15",0.2214147102469465
2015-06-26,3.22,6658,6658,0.01,0.312,3.2261,"Jun 26, 15",0.22521974049693708
2015-06-29,3.01,40959,40959,-0.21,-6.522,3.0989,"Jun 29, 15",0.1453141052471367
2015-06-30,3.02,38390,38390,0.01,0.332,3.0196,"Jun 30, 15",0.14911913549712727
2015-07-01,3.26,33877,33877,0.24,7.947,3.247,"Jul 1, 15",0.2404398614968989
2015-07-02,3.21,1185809,1185809,-0.05,-1.534,3.0071,"Jul 2, 15",0.2214147102469465
2015-07-06,3.23,15178,15178,0.02,0.623,3.2267,"Jul 6, 15",0.22902477074692748
2015-07-07,3.58,217450,217450,0.35,10.836,3.4593,"Jul 7, 15",0.3622008294965946
2015-07-08,3.58,65628,65628,0,0,3.5542,"Jul 8, 15",0.3622008294965946
2015-07-09,3.48,14573,14573,-0.1,-2.793,3.4879,"Jul 9, 15",0.32415052699668967
2015-07-10,3.36,9252,9252,-0.12,-3.448,3.3856,"Jul 10, 15",0.27849016399680376
2015-07-13,3.57,180146,180146,0.21,6.25,3.5031,"Jul 13, 15",0.35839579924660403
2015-07-14,3.58,17719,17719,0.01,0.28,3.5687,"Jul 14, 15",0.3622008294965946
2015-07-15,3.51,5454,5454,-0.07,-1.955,3.5478,"Jul 15, 15",0.33556561774666105
2015-07-16,3.6,68054,68054,0.09,2.564,3.5853,"Jul 16, 15",0.3698108899965756
2015-07-17,3.58,16424,16424,-0.02,-0.556,3.5664,"Jul 17, 15",0.3622008294965946
2015-07-20,3.55,22128,22128,-0.03,-0.838,3.4912,"Jul 20, 15",0.35078573874662305
2015-07-21,3.46,37289,37289,-0.09,-2.535,3.4147,"Jul 21, 15",0.3165404664967087
2015-07-22,3.46,11127,11127,0,0,3.439,"Jul 22, 15",0.3165404664967087
2015-07-23,3.51,10307,10307,0.05,1.445,3.4554,"Jul 23, 15",0.33556561774666105
2015-07-24,3.65,173588,173588,0.14,3.989,3.6128,"Jul 24, 15",0.38883604124652793
2015-07-27,3.6,228431,228431,-0.05,-1.37,3.5606,"Jul 27, 15",0.3698108899965756
2015-07-28,3.7,43031,43031,0.1,2.778,3.6702,"Jul 28, 15",0.40786119249648045
2015-07-29,3.69,71860,71860,-0.01,-0.27,3.6962,"Jul 29, 15",0.4040561622464899
2015-07-30,3.72,16150,16150,0.03,0.813,3.7296,"Jul 30, 15",0.4154712529964615
2015-07-31,3.7,12284,12284,-0.02,-0.538,3.7059,"Jul 31, 15",0.40786119249648045
2015-08-03,4,95994,95994,0.3,8.108,3.9759,"Aug 3, 15",0.522012099996195
2015-08-04,3.93,42043,42043,-0.07,-1.75,3.9165,"Aug 4, 15",0.4953768882462617
2015-08-05,3.9,43744,43744,-0.03,-0.763,3.9794,"Aug 5, 15",0.48396179749629015
2015-08-06,3.95,39586,39586,0.05,1.282,3.9603,"Aug 6, 15",0.5029869487462427
2015-08-07,3.64,100868,100868,-0.31,-7.848,3.8059,"Aug 7, 15",0.3850310109965375
2015-08-10,3.74,71813,71813,0.1,2.747,3.6287,"Aug 10, 15",0.42308131349644246
2015-08-11,3.7,3798,3798,-0.04,-1.07,3.6934,"Aug 11, 15",0.40786119249648045
2015-08-12,3.56,29419,29419,-0.14,-3.784,3.6197,"Aug 12, 15",0.3545907689966136
2015-08-13,3.4,26252,26252,-0.16,-4.494,3.4336,"Aug 13, 15",0.29371028499676577
2015-08-14,3.41,28930,28930,0.01,0.294,3.4101,"Aug 14, 15",0.29751531524675634
2015-08-17,3.59,18490,18490,0.18,5.279,3.5241,"Aug 17, 15",0.366005859746585
2015-08-18,3.47,26974,26974,-0.12,-3.343,3.5443,"Aug 18, 15",0.32034549674669927
2015-08-19,3.42,18346,18346,-0.05,-1.441,3.4632,"Aug 19, 15",0.30132034549674674
2015-08-20,3.17,23150,23150,-0.25,-7.31,3.3029,"Aug 20, 15",0.20619458924698453
2015-08-21,3.19,16689,16689,0.02,0.631,3.2423,"Aug 21, 15",0.21380464974696553
2015-08-24,2.9753,63369,63369,-0.2147,-6.73,3.0841,"Aug 24, 15",0.1321106502796697
2015-08-25,3,40347,40347,0.0247,0.83,2.9856,"Aug 25, 15",0.14150907499714627
2015-08-26,3,20669,20669,0,0,3.014,"Aug 26, 15",0.14150907499714627
2015-08-27,3.01,30440,30440,0.01,0.333,3.0129,"Aug 27, 15",0.1453141052471367
2015-08-28,3.03,139194,139194,0.02,0.664,3.0798,"Aug 28, 15",0.15292416574711767
2015-08-31,3.4,81299,81299,0.37,12.211,3.3763,"Aug 31, 15",0.29371028499676577
2015-09-01,3.48,90183,90183,0.08,2.353,3.4572,"Sep 1, 15",0.32415052699668967
2015-09-02,3.44,24366,24366,-0.04,-1.149,3.4253,"Sep 2, 15",0.3089304059967277
2015-09-03,3.4,11692,11692,-0.04,-1.163,3.431,"Sep 3, 15",0.29371028499676577
2015-09-04,3.41,17023,17023,0.01,0.294,3.3593,"Sep 4, 15",0.29751531524675634
2015-09-08,3.46,17335,17335,0.05,1.466,3.4254,"Sep 8, 15",0.3165404664967087
2015-09-09,3.45,19458,19458,-0.01,-0.289,3.4212,"Sep 9, 15",0.3127354362467183
2015-09-10,3.39,13106,13106,-0.06,-1.739,3.3765,"Sep 10, 15",0.28990525474677536
2015-09-11,3.36,6956,6956,-0.03,-0.885,3.3933,"Sep 11, 15",0.27849016399680376
