date,close,volume,unadjustedVolume,change,changePercent,label,changeOverTime
2016-08-10,50.0068,1182411,1182411,-0.009913,-0.02,"Aug 10, 16",0.018368876362392293
2016-08-11,52.0883,1992681,1992681,2.0816,4.163,"Aug 11, 16",0.060757807790684404
2016-08-12,52.2469,1287802,1287802,0.158596,0.304,"Aug 12, 16",0.06398763461005848
2016-08-15,53.1886,1457937,1457937,0.941653,1.802,"Aug 15, 16",0.08316498590769138
2016-08-16,53.0796,1002284,1002284,-0.109033,-0.205,"Aug 16, 16",0.08094524364216944
2016-08-17,52.9408,1032288,1032288,-0.13877,-0.261,"Aug 17, 16",0.07811863606001869
2016-08-18,52.693,874672,874672,-0.247805,-0.468,"Aug 18, 16",0.07307228621234585
2016-08-19,51.4639,1196193,1196193,-1.2291,-2.333,"Aug 19, 16",0.048042146592593905
2016-08-22,50.8097,1081677,1081677,-0.654201,-1.271,"Aug 22, 16",0.034719620077874304
2016-08-23,51.4442,2513773,2513773,0.634493,1.249,"Aug 23, 16",0.047640963816164714
2016-08-24,50.9876,692793,692793,-0.456574,-0.888,"Aug 24, 16",0.03834248383050136
2016-08-25,51.2357,1384867,1384867,0.248137,0.487,"Aug 25, 16",0.04339494306055628
2016-08-26,51.4839,937562,937562,0.248139,0.484,"Aug 26, 16",0.048449438751405186
2016-08-29,52.0198,1044848,1044848,0.53598,1.041,"Aug 29, 16",0.059362832146755494
2016-08-30,52.2184,952121,952121,0.198511,0.382,"Aug 30, 16",0.06340724328375241
2016-08-31,52.2779,1653599,1653599,0.059553,0.114,"Aug 31, 16",0.0646189374562162
2016-09-01,52.2382,959371,959371,-0.039702,-0.076,"Sep 1, 16",0.06381046252097558
2016-09-02,52.9826,840803,840803,0.744418,1.425,"Sep 2, 16",0.07896987667193432
2016-09-06,52.3375,1293788,1293788,-0.645162,-1.218,"Sep 6, 16",0.06583266808947397
2016-09-07,52.5459,1743200,1743200,0.208438,0.398,"Sep 7, 16",0.07007665238428842
2016-09-08,51.9404,1097798,1097798,-0.60546,-1.152,"Sep 8, 16",0.05774588227627441
2016-09-09,50.1737,2170702,2170702,-1.7667,-3.401,"Sep 9, 16",0.021767729427673046
2016-09-12,50.8288,1862444,1862444,0.655084,1.306,"Sep 12, 16",0.03510858408953919
2016-09-13,49.6675,1607116,1607116,-1.1613,-2.285,"Sep 13, 16",0.011459164888157564
2016-09-14,49.6476,1152272,1152272,-0.019852,-0.04,"Sep 14, 16",0.011053909190140267
2016-09-15,50.1141,1417223,1417223,0.466502,0.94,"Sep 15, 16",0.020553998794415277
2016-09-16,49.8859,2351863,2351863,-0.228288,-0.456,"Sep 16, 16",0.015906795262377652
2016-09-19,50.402,975306,975306,0.516129,1.035,"Sep 19, 16",0.026416969420504793
2016-09-20,49.8759,1070439,1070439,-0.526055,-1.044,"Sep 20, 16",0.015703149182972016
2016-09-21,50.6005,850841,850841,0.724566,1.453,"Sep 21, 16",0.03045934409670744
2016-09-22,51.2556,1649215,1649215,0.655088,1.295,"Sep 22, 16",0.04380019875857358
2016-09-23,50.5012,807188,807188,-0.754343,-1.472,"Sep 23, 16",0.028437138528209054
2016-09-26,50.8387,1066265,1066265,0.337468,0.668,"Sep 26, 16",0.03531019370815085
2016-09-27,51.2258,1196391,1196391,0.387097,0.761,"Sep 27, 16",0.04319333344194462
2016-09-28,51.335,905666,905666,0.109181,0.213,"Sep 28, 16",0.04541714862905467
2016-09-29,50.3226,1458059,1458059,-1.0124,-1.972,"Sep 29, 16",0.024800019550023707
2016-09-30,50.5211,1952443,1952443,0.19851,0.394,"Sep 30, 16",0.02884239422622635
2016-10-03,51.0074,1361493,1361493,0.486352,0.963,"Oct 3, 16",0.038745703067724534
2016-10-04,50.4318,1212754,1212754,-0.575681,-1.129,"Oct 4, 16",0.02702383473713375
2016-10-05,50.5608,884504,884504,0.129032,0.256,"Oct 5, 16",0.029650869161466968
2016-10-06,50.3226,764013,764013,-0.238213,-0.471,"Oct 6, 16",0.024800019550023707
2016-10-07,49.5583,1055658,1055658,-0.764269,-1.519,"Oct 7, 16",0.009235349701047665
2016-10-10,49.5782,1021172,1021172,0.019851,0.04,"Oct 10, 16",0.009640605399064963
2016-10-11,48.8536,1401859,1401859,-0.724566,-1.461,"Oct 11, 16",-0.005115589514670607
2016-10-12,48.6253,1620016,1620016,-0.228287,-0.467,"Oct 12, 16",-0.00976482950750221
2016-10-13,48.4566,1209563,1209563,-0.168735,-0.347,"Oct 13, 16",-0.013200338867076044
2016-10-14,49.0918,872344,872344,0.635236,1.311,"Oct 14, 16",-0.00026473990322734486
2016-10-17,48.6948,1116544,1116544,-0.397023,-0.809,"Oct 17, 16",-0.008349489255632782
2016-10-18,48.7246,1152647,1152647,0.029777,0.061,"Oct 18, 16",-0.007742623939003825
2016-10-19,49.0223,759918,759918,0.297766,0.611,"Oct 19, 16",-0.0016800801550967731
2016-10-20,48.3375,1419279,1419279,-0.684863,-1.397,"Oct 20, 16",-0.015625763672797745
2016-10-21,48.3077,1706970,1706970,-0.029776,-0.062,"Oct 21, 16",-0.016232628989426703
2016-10-24,48.1886,1269604,1269604,-0.119106,-0.247,"Oct 24, 16",-0.018658053795148264
2016-10-25,47.5633,1279439,1279439,-0.625311,-1.298,"Oct 25, 16",-0.03139204314038545
2016-10-26,47.4144,1574685,1574685,-0.148883,-0.313,"Oct 26, 16",-0.03442433326273596
2016-10-27,47.1365,3144196,3144196,-0.277916,-0.586,"Oct 27, 16",-0.04008365780941984
2016-10-28,49.8362,3978783,3978783,2.6998,5.728,"Oct 28, 16",0.014894674247731398
2016-10-31,50.67,1561747,1561747,0.833747,1.673,"Oct 31, 16",0.031874684348577015
2016-11-01,50.1141,1775822,1775822,-0.55583,-1.097,"Nov 1, 16",0.020553998794415277
2016-11-02,49.9454,879788,879788,-0.168735,-0.337,"Nov 2, 16",0.01711848943484144
2016-11-03,50.6005,1145737,1145737,0.655087,1.312,"Nov 3, 16",0.03045934409670744
2016-11-04,50.7295,1568224,1568224,0.129033,0.255,"Nov 4, 16",0.0330863785210408
2016-11-07,51.4045,1413931,1413931,0.674936,1.33,"Nov 7, 16",0.046832488880924096
2016-11-08,52.2581,1165927,1165927,0.853599,1.661,"Nov 8, 16",0.06421571821899288
2016-11-09,53.062,1673874,1673874,0.80397,1.538,"Nov 9, 16",0.08058682654241542
2016-11-10,53.7965,1796173,1796173,0.734493,1.384,"Nov 10, 16",0.09554463107476265
2016-11-11,53.0025,1431376,1431376,-0.794045,-1.476,"Nov 11, 16",0.07937513236995163
2016-11-14,53.4194,2630365,2630365,0.416871,0.787,"Nov 14, 16",0.08786513742037451
2016-11-15,53.7171,1703435,1703435,0.297768,0.557,"Nov 15, 16",0.09392768120428156
2016-11-16,54.0347,1533521,1533521,0.317617,0.591,"Nov 16, 16",0.1003954806862059
2016-11-17,54.0943,933070,933070,0.059555,0.11,"Nov 17, 16",0.10160921131946367
2016-11-18,54.2233,1214944,1214944,0.12903,0.239,"Nov 18, 16",0.10423624574379704
2016-11-21,54.4218,1391314,1391314,0.198512,0.366,"Nov 21, 16",0.10827862041999968
2016-11-22,55.0281,1333194,1333194,0.606252,1.114,"Nov 22, 16",0.1206256822143661
2016-11-23,55.4554,1052992,1052992,0.427344,0.777,"Nov 23, 16",0.1293274791873707
2016-11-25,55.6244,489276,489276,0.168951,0.305,"Nov 25, 16",0.13276909792932676
2016-11-28,55.2467,1054130,1054130,-0.377653,-0.679,"Nov 28, 16",0.12507738551017417
2016-11-29,54.9386,1077962,1077962,-0.308087,-0.558,"Nov 29, 16",0.11880304980368527
2016-11-30,54.6504,4718924,4718924,-0.28821,-0.525,"Nov 30, 16",0.11293396979521352
2016-12-01,53.8554,3325307,3325307,-0.795059,-1.455,"Dec 1, 16",0.09674410648246212
2016-12-02,54.1436,2545434,2545434,0.288209,0.535,"Dec 2, 16",0.10261318649093372
2016-12-05,53.5771,1420805,1420805,-0.56648,-1.046,"Dec 5, 16",0.09107663609260204
2016-12-06,53.6665,2281347,2281347,0.089444,0.167,"Dec 6, 16",0.09289723204248876
2016-12-07,53.9051,3285698,3285698,0.238519,0.444,"Dec 7, 16",0.09775622749710823
2016-12-08,53.3485,2203150,2203150,-0.556543,-1.032,"Dec 8, 16",0.0864212867173882
2016-12-09,53.6665,1441365,1441365,0.318024,0.596,"Dec 9, 16",0.09289723204248876
2016-12-12,53.6566,1530219,1530219,-0.009938,-0.019,"Dec 12, 16",0.0926956224238771
2016-12-13,53.5175,2752022,2752022,-0.139135,-0.259,"Dec 13, 16",0.08986290545934413
2016-12-14,53.915,1559674,1559674,0.397531,0.743,"Dec 14, 16",0.09795783711571988
2016-12-15,54.4715,1578075,1578075,0.556541,1.032,"Dec 15, 16",0.10929074143464594
2016-12-16,54.4914,2646114,2646114,0.019876,0.036,"Dec 16, 16",0.10969599713266323
2016-12-19,54.6206,1169327,1169327,0.129197,0.237,"Dec 19, 16",0.1123271044785847
2016-12-20,54.7101,1187882,1187882,0.089445,0.164,"Dec 20, 16",0.11414973688926541
2016-12-21,53.7858,1469792,1469792,-0.924257,-1.689,"Dec 21, 16",0.09532672976979857
2016-12-22,53.756,1543310,1543310,-0.029814,-0.055,"Dec 22, 16",0.09471986445316961
2016-12-23,54.1734,521727,521727,0.417404,0.776,"Dec 23, 16",0.10322005180756268
2016-12-27,54.1237,915355,915355,-0.04969,-0.092,"Dec 27, 16",0.10220793079291643
2016-12-28,53.4181,602736,602736,-0.705616,-1.304,"Dec 28, 16",0.08783866343005176
2016-12-29,53.6765,497171,497171,0.258396,0.484,"Dec 29, 16",0.0931008781218944
2016-12-30,53.2988,705431,705431,-0.377655,-0.704,"Dec 30, 16",0.08540916570274194
2017-01-03,53.3982,1615079,1615079,0.099383,0.186,"Jan 3, 17",0.08743340773203445
2017-01-04,53.915,1487117,1487117,0.51679,0.968,"Jan 4, 17",0.09795783711571988
2017-01-05,53.6069,1429980,1429980,-0.308087,-0.571,"Jan 5, 17",0.091683501409231
2017-01-06,53.5373,1260009,1260009,-0.069567,-0.13,"Jan 6, 17",0.09026612469656745
2017-01-09,53.3982,743335,743335,-0.139136,-0.26,"Jan 9, 17",0.08743340773203445
2017-01-10,53.4678,1311612,1311612,0.069567,0.13,"Jan 10, 17",0.08885078444469786
2017-01-11,53.3286,3691727,3691727,-0.139135,-0.26,"Jan 11, 17",0.0860160310193709
2017-01-12,53.3386,2030174,2030174,0.009938,0.019,"Jan 12, 17",0.08621967709877655
2017-01-13,54.4219,1439364,1439364,1.0833,2.031,"Jan 13, 17",0.1082806568807938
2017-01-17,53.7957,1235536,1235536,-0.62611,-1.15,"Jan 17, 17",0.09552833938841009
2017-01-18,53.8057,1346076,1346076,0.009939,0.018,"Jan 18, 17",0.09573198546781586
2017-01-19,53.9349,821079,821079,0.129196,0.24,"Jan 19, 17",0.09836309281373719
2017-01-20,54.1833,1822897,1822897,0.248458,0.461,"Jan 20, 17",0.10342166142617434
2017-01-23,53.7759,1372830,1372830,-0.407468,-0.752,"Jan 23, 17",0.0951251201511869
2017-01-24,54.3622,1710517,1710517,0.586355,1.09,"Jan 24, 17",0.10706488978674192
2017-01-25,54.8293,1755924,1755924,0.467098,0.859,"Jan 25, 17",0.11657719815578124
2017-01-26,55.3461,2298667,2298667,0.516789,0.943,"Jan 26, 17",0.12710162753946666
2017-01-27,55.5846,1568686,1568686,0.238518,0.431,"Jan 27, 17",0.13195858653329215
2017-01-30,55.0977,1570608,1570608,-0.486973,-0.876,"Jan 30, 17",0.12204305892702966
2017-01-31,54.9685,1792769,1792769,-0.129197,-0.234,"Jan 31, 17",0.11941195158110819
2017-02-01,54.7896,1159728,1159728,-0.17889,-0.325,"Feb 1, 17",0.11576872322054062
2017-02-02,54.8691,1895180,1895180,0.079506,0.145,"Feb 2, 17",0.11738770955181584
2017-02-03,55.6741,1447427,1447427,0.804999,1.467,"Feb 3, 17",0.13378121894397302
2017-02-06,55.4654,879644,879644,-0.208703,-0.375,"Feb 6, 17",0.1295311252667765
2017-02-07,55.2964,1898017,1898017,-0.168952,-0.305,"Feb 7, 17",0.12608950652482043
2017-02-08,55.8331,4628151,4628151,0.536666,0.971,"Feb 8, 17",0.1370191916065233
2017-02-09,56.6679,1128318,1128318,0.834813,1.495,"Feb 9, 17",0.15401956631530941
2017-02-10,56.7971,1251218,1251218,0.129197,0.228,"Feb 10, 17",0.15665067366123075
2017-02-13,57.1747,1187793,1187793,0.377655,0.665,"Feb 13, 17",0.1643403496195892
2017-02-14,56.9362,1008695,1008695,-0.238519,-0.417,"Feb 14, 17",0.15948339062576372
2017-02-15,57.2244,1022011,1022011,0.28821,0.506,"Feb 15, 17",0.16535247063423547
2017-02-16,57.0356,1120430,1120430,-0.188828,-0.33,"Feb 16, 17",0.16150763265505624
2017-02-17,57.3338,902052,902052,0.298148,0.523,"Feb 17, 17",0.16758035874293348
2017-02-21,57.771,1553170,1553170,0.437283,0.763,"Feb 21, 17",0.17648376533454985
2017-02-22,57.4029,940437,940437,-0.368169,-0.637,"Feb 22, 17",0.16898755315162683
2017-02-23,56.975,1019326,1019326,-0.427861,-0.745,"Feb 23, 17",0.1602735374138578
2017-02-24,57.5024,1846710,1846710,0.527364,0.926,"Feb 24, 17",0.17101383164171333
2017-02-27,57.3631,891555,891555,-0.139305,-0.242,"Feb 27, 17",0.16817704175559225
2017-02-28,57.3631,1648764,1648764,0,0,"Feb 28, 17",0.16817704175559225
2017-03-01,58.6168,1436196,1436196,1.2537,2.186,"Mar 1, 17",0.19370815073068215
2017-03-02,58.3382,1943679,1943679,-0.278606,-0.475,"Mar 2, 17",0.18803457095843998
2017-03-03,58.4377,1438432,1438432,0.099501,0.171,"Mar 3, 17",0.19006084944852647
2017-03-06,58.0397,1567188,1567188,-0.398009,-0.681,"Mar 6, 17",0.1819557354881805
2017-03-07,57.9103,1664624,1664624,-0.129354,-0.223,"Mar 7, 17",0.17932055522067095
2017-03-08,57.8805,1290575,1290575,-0.02985,-0.052,"Mar 8, 17",0.178713689904042
2017-03-09,57.7312,1308068,1308068,-0.149252,-0.258,"Mar 9, 17",0.17567325393851527
2017-03-10,58.0198,1219101,1219101,0.288555,0.5,"Mar 10, 17",0.18155047979016306
2017-03-13,58.4775,1573550,1573550,0.457711,0.789,"Mar 13, 17",0.19087136084456108
2017-03-14,58.2586,951031,951031,-0.218905,-0.374,"Mar 14, 17",0.1864135481663708
2017-03-15,59.4029,1783872,1783872,1.1443,1.964,"Mar 15, 17",0.2097167690327627
2017-03-16,59.2138,1428077,1428077,-0.189054,-0.318,"Mar 16, 17",0.20586582167120124
2017-03-17,59.2835,1929291,1929291,0.06965,0.118,"Mar 17, 17",0.20728523484465877
2017-03-20,58.7064,1467799,1467799,-0.577113,-0.973,"Mar 20, 17",0.19553281960215713
2017-03-21,58.2188,1860961,1860961,-0.48756,-0.831,"Mar 21, 17",0.18560303677033618
2017-03-22,58.1989,1661136,1661136,-0.019901,-0.034,"Mar 22, 17",0.1851977810723189
2017-03-23,58.2387,1054543,1054543,0.039799,0.068,"Mar 23, 17",0.1860082924683535
2017-03-24,59.0148,1811179,1811179,0.776119,1.333,"Mar 24, 17",0.20181326469102825
2017-03-27,58.786,943158,943158,-0.228855,-0.388,"Mar 27, 17",0.19715384239422631
2017-03-28,59.2934,817860,817860,0.507462,0.863,"Mar 28, 17",0.20748684446327043
2017-03-29,59.3531,1377032,1377032,0.059701,0.101,"Mar 29, 17",0.2087026115573223
2017-03-30,59.3233,1155660,1155660,-0.029849,-0.05,"Mar 30, 17",0.20809574624069352
2017-03-31,59.9203,1220824,1220824,0.597013,1.006,"Mar 31, 17",0.22025341718121244
2017-04-03,59.8307,1918021,1918021,-0.089553,-0.149,"Apr 3, 17",0.2184287483097376
2017-04-04,59.7213,1514787,1514787,-0.109452,-0.183,"Apr 4, 17",0.21620086020103946
2017-04-05,59.9501,1389853,1389853,0.228855,0.383,"Apr 5, 17",0.2208602824978414
2017-04-06,60.2685,719920,719920,0.318407,0.531,"Apr 6, 17",0.22734437366611832
2017-04-07,60.169,521387,521387,-0.099502,-0.165,"Apr 7, 17",0.22531809517603169
2017-04-10,60.6964,1224559,1224559,0.527362,0.876,"Apr 10, 17",0.2360583894038872
2017-04-11,60.4675,2477402,2477402,-0.228855,-0.377,"Apr 11, 17",0.2313969306462913
2017-04-12,60.1989,1546100,1546100,-0.268657,-0.444,"Apr 12, 17",0.22592699695345475
2017-04-13,60.0297,1215355,1215355,-0.169153,-0.281,"Apr 13, 17",0.22248130528991059
2017-04-17,60.179,978281,978281,0.149254,0.249,"Apr 17, 17",0.22552174125543745
2017-04-18,59.97,1562969,1562969,-0.208955,-0.347,"Apr 18, 17",0.2212655381958587
2017-04-19,59.7113,1963931,1963931,-0.258705,-0.431,"Apr 19, 17",0.21599721412163383
2017-04-20,60.3083,1502677,1502677,0.597013,1,"Apr 20, 17",0.2281548850621529
2017-04-21,59.7113,1391290,1391290,-0.597013,-0.99,"Apr 21, 17",0.21599721412163383
2017-04-24,61.1243,1269327,1269327,1.4129,2.366,"Apr 24, 17",0.24477240514165624
2017-04-25,62.0198,1472022,1472022,0.89552,1.465,"Apr 25, 17",0.2630089115524348
2017-04-26,61.9402,1303575,1303575,-0.0796,-0.128,"Apr 26, 17",0.2613878887603656
2017-04-27,62.0098,1945756,1945756,0.069651,0.112,"Apr 27, 17",0.2628052654730291
2017-04-28,62.9451,2403012,2403012,0.935321,1.508,"Apr 28, 17",0.2818522832798423
2017-05-01,62.0297,1759044,1759044,-0.915421,-1.454,"May 1, 17",0.26321052117104643
2017-05-02,61.8705,1505181,1505181,-0.159203,-0.257,"May 2, 17",0.25996847558690805
2017-05-03,62.3581,976823,976823,0.48756,0.788,"May 3, 17",0.269898258418729
2017-05-04,62.5073,819909,819909,0.149254,0.239,"May 4, 17",0.2729366579234617
2017-05-05,62.8257,595382,595382,0.318407,0.509,"May 5, 17",0.27942074909173853
2017-05-08,62.577,1791548,1791548,-0.248755,-0.396,"May 8, 17",0.2743560710969193
2017-05-09,62.3879,826693,826693,-0.189055,-0.302,"May 9, 17",0.27050512373535796
2017-05-10,62.2586,1048468,1048468,-0.129353,-0.207,"May 10, 17",0.26787197992864253
2017-05-11,62.3083,591319,591319,0.049751,0.08,"May 11, 17",0.26888410094328874
2017-05-12,61.8705,1005133,1005133,-0.437809,-0.703,"May 12, 17",0.25996847558690805
2017-05-15,61.9103,981528,981528,0.0398,0.064,"May 15, 17",0.26077898698294266
2017-05-16,62.0198,890119,890119,0.109452,0.177,"May 16, 17",0.2630089115524348
2017-05-17,60.8954,1235924,1235924,-1.1244,-1.813,"May 17, 17",0.24011094638406033
2017-05-18,60.8556,1377771,1377771,-0.039801,-0.065,"May 18, 17",0.23930043498802572
2017-05-19,61.5322,1868375,1868375,0.676616,1.112,"May 19, 17",0.253079128720614
2017-05-22,62.0894,771725,771725,0.557212,0.906,"May 22, 17",0.26442628826509834
2017-05-23,62.2984,769499,769499,0.208955,0.337,"May 23, 17",0.2686824913246771
2017-05-24,62.8363,1357925,1357925,0.537911,0.863,"May 24, 17",0.2796366139359086
2017-05-25,63.3941,1039069,1039069,0.557837,0.888,"May 25, 17",0.2909959922451574
2017-05-26,63.2646,1176534,1176534,-0.129497,-0.204,"May 26, 17",0.28835877551685385
2017-05-30,63.1053,1775771,1775771,-0.159382,-0.252,"May 30, 17",0.28511469347192137
2017-05-31,62.2087,3926649,3926649,-0.896523,-1.421,"May 31, 17",0.26685578599240817
2017-06-01,62.7466,1105514,1105514,0.537914,0.865,"Jun 1, 17",0.27780990860363963
2017-06-02,63.165,1188250,1188250,0.418377,0.667,"Jun 2, 17",0.2863304605659732
2017-06-05,63.0754,839559,839559,-0.089652,-0.142,"Jun 5, 17",0.2845057916944984
2017-06-06,62.9558,1376831,1376831,-0.119537,-0.19,"Jun 6, 17",0.28207018458480654
2017-06-07,63.1152,786005,786005,0.159382,0.253,"Jun 7, 17",0.285316303090533
2017-06-08,63.4539,987039,987039,0.338686,0.537,"Jun 8, 17",0.2922137958000033
2017-06-09,62.8463,1027130,1027130,-0.607643,-0.958,"Jun 9, 17",0.27984026001531426
2017-06-12,62.2187,1138195,1138195,-0.627566,-0.999,"Jun 12, 17",0.26705943207181376
2017-06-13,63.0256,1013791,1013791,0.806871,1.297,"Jun 13, 17",0.28349163421905804
2017-06-14,62.7068,1378804,1378804,-0.318764,-0.506,"Jun 14, 17",0.2769993972076051
2017-06-15,62.7965,1171966,1171966,0.089652,0.143,"Jun 15, 17",0.278826102539874
2017-06-16,63.8025,1676673,1676673,1.0061,1.602,"Jun 16, 17",0.29931289812808537
2017-06-19,64.5397,1373614,1373614,0.737139,1.155,"Jun 19, 17",0.3143256871018719
2017-06-20,64.2209,1760847,1760847,-0.318762,-0.494,"Jun 20, 17",0.30783345009041896
2017-06-21,64.1213,1462547,1462547,-0.099614,-0.155,"Jun 21, 17",0.30580513513953844
2017-06-22,63.8524,1044047,1044047,-0.268956,-0.419,"Jun 22, 17",0.3003290920643197
2017-06-23,63.8524,7313010,7313010,0,0,"Jun 23, 17",0.3003290920643197
2017-06-26,63.8623,1009496,1009496,0.009961,0.016,"Jun 26, 17",0.3005307016829312
2017-06-27,63.1252,697819,697819,-0.73714,-1.154,"Jun 27, 17",0.2855199491699386
2017-06-28,64.1612,830173,830173,1.036,1.641,"Jun 28, 17",0.3066176829963669
2017-06-29,62.6171,1291184,1291184,-1.544,-2.406,"Jun 29, 17",0.2751726918753361
2017-06-30,63.1053,1176910,1176910,0.488107,0.78,"Jun 30, 17",0.28511469347192137
2017-07-03,63.0853,652599,652599,-0.019924,-0.032,"Jul 3, 17",0.2847074013131099
2017-07-05,63.3642,892197,892197,0.27892,0.442,"Jul 5, 17",0.2903870904677343
2017-07-06,63.0853,1475693,1475693,-0.27892,-0.44,"Jul 6, 17",0.2847074013131099
2017-07-07,63.6033,1114145,1114145,0.517991,0.821,"Jul 7, 17",0.2952562682263241
2017-07-10,64.3504,1975090,1975090,0.747104,1.175,"Jul 10, 17",0.3104706668187223
2017-07-11,63.7229,1105250,1105250,-0.627566,-0.975,"Jul 11, 17",0.29769187533601615
2017-07-12,64.45,1118493,1118493,0.727179,1.141,"Jul 12, 17",0.3124989817696031
2017-07-13,64.1412,869379,869379,-0.308803,-0.479,"Jul 13, 17",0.30621039083755563
2017-07-14,64.3106,1113386,1113386,0.169344,0.264,"Jul 14, 17",0.30966015542268777
2017-07-17,63.8922,1388224,1388224,-0.418377,-0.651,"Jul 17, 17",0.3011396034603543
2017-07-18,63.5037,1029898,1029898,-0.388494,-0.608,"Jul 18, 17",0.29322795327544365
2017-07-19,63.7229,1400601,1400601,0.219151,0.345,"Jul 19, 17",0.29769187533601615
2017-07-20,63.2547,1558121,1558121,-0.468185,-0.735,"Jul 20, 17",0.2881571658982422
2017-07-21,63.0056,1284157,1284157,-0.249034,-0.394,"Jul 21, 17",0.28308434206024674
2017-07-24,63.0455,1203467,1203467,0.039846,0.063,"Jul 24, 17",0.28389688991707535
2017-07-25,62.8263,1716708,1716708,-0.219151,-0.348,"Jul 25, 17",0.27943296785650296
2017-07-26,61.9398,1740920,1740920,-0.886561,-1.411,"Jul 26, 17",0.2613797429171894
2017-07-27,62.3382,1840839,1840839,0.398454,0.643,"Jul 27, 17",0.2694930027207117
2017-07-28,64.2209,2210705,2210705,1.8827,3.02,"Jul 28, 17",0.30783345009041896
2017-07-31,64.4899,1985961,1985961,0.268956,0.419,"Jul 31, 17",0.31331152962643183
2017-08-01,66.9105,1117712,1117712,2.4206,3.753,"Aug 1, 17",0.3626060996073704
2017-08-02,66.0239,1813388,1813388,-0.886562,-1.325,"Aug 2, 17",0.34455083820726284
2017-08-03,66.273,1103108,1103108,0.249034,0.377,"Aug 3, 17",0.3496236620452583
2017-08-04,66.9105,1117712,1117712,0.637528,0.962,"Aug 4, 17",0.3626060996073704
2017-08-07,66.9603,1466486,1466486,0.049807,0.074,"Aug 7, 17",0.3636202570828108
2017-08-08,66.6615,1172732,1172732,-0.298841,-0.446,"Aug 8, 17",0.3575353122301691
2017-08-09,66.5618,949895,949895,-0.099615,-0.149,"Aug 9, 17",0.3555049608184945
2017-08-10,65.2768,1037650,1037650,-1.285,-1.931,"Aug 10, 17",0.3293364396148645
2017-08-11,65.3466,705331,705331,0.06973,0.107,"Aug 11, 17",0.33075788924911614
2017-08-14,65.9941,494553,494553,0.647489,0.991,"Aug 14, 17",0.34394397289063405
2017-08-15,65.8646,595496,595496,-0.129498,-0.196,"Aug 15, 17",0.34130675616233036
2017-08-16,65.8944,645224,645224,0.029884,0.045,"Aug 16, 17",0.34191362147895943
2017-08-17,64.9083,545727,545727,-0.986176,-1.497,"Aug 17, 17",0.32183208158876525
2017-08-18,64.7788,963478,963478,-0.129496,-0.2,"Aug 18, 17",0.31919486486046184
2017-08-21,64.2793,1812778,1812778,-0.499469,-0.771,"Aug 21, 17",0.30902274319414824
2017-08-22,65.6056,777852,777852,1.3263,2.063,"Aug 22, 17",0.33603232270572325
