date,high,low,close,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime
2016-03-02,3.09,2.71,3.05,2143051,2143051,0.24,8.541,2.8781,"Mar 2, 16",-0.6494252873563219
2016-03-03,3.42,3.12,3.2,2529168,2529168,0.15,4.918,3.2846,"Mar 3, 16",-0.6321839080459769
2016-03-04,3.59,3.3,3.53,2539676,2539676,0.33,10.312,3.5002,"Mar 4, 16",-0.5942528735632184
2016-03-07,3.94,3.6,3.94,2523114,2523114,0.41,11.615,3.7852,"Mar 7, 16",-0.5471264367816092
2016-03-08,4.05,3.75,3.95,1865879,1865879,0.01,0.254,3.9161,"Mar 8, 16",-0.5459770114942528
2016-03-09,4.55,4.09,4.36,2849309,2849309,0.41,10.38,4.3311,"Mar 9, 16",-0.4988505747126436
2016-03-10,4.63,3.6,4,3265949,3265949,-0.36,-8.257,4.2207,"Mar 10, 16",-0.5402298850574713
2016-03-11,4.2,3.9,4.15,1270226,1270226,0.15,3.75,4.0657,"Mar 11, 16",-0.5229885057471264
2016-03-14,4.1999,3.96,4.15,908404,908404,0,0,4.0842,"Mar 14, 16",-0.5229885057471264
2016-03-15,4.16,4,4,766640,766640,-0.15,-3.614,4.0282,"Mar 15, 16",-0.5402298850574713
2016-03-16,4.0699,3.95,4.03,606688,606688,0.03,0.75,4.0018,"Mar 16, 16",-0.5367816091954022
2016-03-17,4.15,3.96,4.15,782437,782437,0.12,2.978,4.0395,"Mar 17, 16",-0.5229885057471264
2016-03-18,4.16,4.01,4.1,913698,913698,-0.05,-1.205,4.1011,"Mar 18, 16",-0.5287356321839081
2016-03-21,4.32,4.06,4.24,1773522,1773522,0.14,3.415,4.201,"Mar 21, 16",-0.5126436781609195
2016-03-22,4.5,4.15,4.5,2466683,2466683,0.26,6.132,4.3862,"Mar 22, 16",-0.48275862068965514
2016-03-23,4.56,3.98,4.24,1710841,1710841,-0.26,-5.778,4.2406,"Mar 23, 16",-0.5126436781609195
2016-03-24,4.49,4.07,4.49,829908,829908,0.25,5.896,4.2234,"Mar 24, 16",-0.4839080459770114
2016-03-28,4.44,4.01,4.36,2277475,2277475,-0.13,-2.895,4.3091,"Mar 28, 16",-0.4988505747126436
2016-03-29,4.46,4.25,4.44,1494072,1494072,0.08,1.835,4.3663,"Mar 29, 16",-0.489655172413793
2016-03-30,4.45,4.28,4.34,936204,936204,-0.1,-2.252,4.3687,"Mar 30, 16",-0.5011494252873563
2016-03-31,4.3838,4.22,4.25,1795051,1795051,-0.09,-2.074,4.3105,"Mar 31, 16",-0.5114942528735632
2016-04-01,4.41,4.28,4.37,1305018,1305018,0.12,2.824,4.3743,"Apr 1, 16",-0.4977011494252873
2016-04-04,4.94,4.53,4.7,5531859,5531859,0.33,7.551,4.7749,"Apr 4, 16",-0.4597701149425287
2016-04-05,5.25,4.73,5.17,6756593,6756593,0.47,10,5.013,"Apr 5, 16",-0.40574712643678157
2016-04-06,6.1,5.3301,5.69,10748122,10748122,0.52,10.058,5.7848,"Apr 6, 16",-0.34597701149425275
2016-04-07,5.86,4.35,5.18,8089426,8089426,-0.51,-8.963,5.168,"Apr 7, 16",-0.4045977011494253
2016-04-08,5.23,4.9,5.06,2397699,2397699,-0.12,-2.317,5.03,"Apr 8, 16",-0.41839080459770117
2016-04-11,5.4,5.01,5.15,3172909,3172909,0.09,1.779,5.1853,"Apr 11, 16",-0.40804597701149414
2016-04-12,5.3,5.1,5.29,2034753,2034753,0.14,2.718,5.2301,"Apr 12, 16",-0.3919540229885057
2016-04-13,5.5,5.25,5.44,2246778,2246778,0.15,2.836,5.4055,"Apr 13, 16",-0.3747126436781608
2016-04-14,5.5,5.25,5.42,2015648,2015648,-0.02,-0.368,5.3986,"Apr 14, 16",-0.3770114942528735
2016-04-15,5.5,5.28,5.42,1466054,1466054,0,0,5.383,"Apr 15, 16",-0.3770114942528735
2016-04-18,5.25,4.4,4.8,5637231,5637231,-0.62,-11.439,4.8556,"Apr 18, 16",-0.44827586206896547
2016-04-19,4.95,4.53,4.77,1877601,1877601,-0.03,-0.625,4.7679,"Apr 19, 16",-0.4517241379310345
2016-04-20,4.9345,4.55,4.74,3121527,3121527,-0.03,-0.629,4.6914,"Apr 20, 16",-0.45517241379310336
2016-04-21,2.56,1.28,2.27,21604998,21604998,-2.47,-52.11,2.023,"Apr 21, 16",-0.7390804597701149
2016-04-22,2.1492,1.9,1.94,5253493,5253493,-0.33,-14.537,1.9857,"Apr 22, 16",-0.7770114942528736
2016-04-25,1.94,1.72,1.75,3038060,3038060,-0.19,-9.794,1.8104,"Apr 25, 16",-0.7988505747126436
2016-04-26,1.73,1.55,1.7,2918746,2918746,-0.05,-2.857,1.6347,"Apr 26, 16",-0.8045977011494253
2016-04-27,1.79,1.7,1.78,1703776,1703776,0.08,4.706,1.7625,"Apr 27, 16",-0.7954022988505747
2016-04-28,1.8,1.63,1.63,1502187,1502187,-0.15,-8.427,1.6867,"Apr 28, 16",-0.8126436781609195
2016-04-29,1.61,1.5,1.5,1702823,1702823,-0.13,-7.975,1.5384,"Apr 29, 16",-0.8275862068965517
2016-05-02,1.57,1.47,1.54,1334710,1334710,0.04,2.667,1.5315,"May 2, 16",-0.8229885057471265
2016-05-03,1.56,1.5,1.51,803213,803213,-0.03,-1.948,1.5224,"May 3, 16",-0.8264367816091954
2016-05-04,1.61,1.48,1.56,1373689,1373689,0.05,3.311,1.5341,"May 4, 16",-0.8206896551724138
2016-05-05,1.78,1.54,1.75,2226783,2226783,0.19,12.179,1.7116,"May 5, 16",-0.7988505747126436
2016-05-06,1.98,1.8,1.95,2764311,2764311,0.2,11.429,1.9255,"May 6, 16",-0.7758620689655172
2016-05-09,2.2,2.01,2.2,3665936,3665936,0.25,12.821,2.106,"May 9, 16",-0.7471264367816092
2016-05-10,2.31,2,2.06,2821971,2821971,-0.14,-6.364,2.1196,"May 10, 16",-0.7632183908045976
2016-05-11,1.95,1.5,1.84,5593287,5593287,-0.22,-10.68,1.671,"May 11, 16",-0.7885057471264367
2016-05-12,1.95,1.75,1.89,1485687,1485687,0.05,2.717,1.8651,"May 12, 16",-0.7827586206896552
2016-05-13,1.9599,1.82,1.83,1040937,1040937,-0.06,-3.175,1.8807,"May 13, 16",-0.7896551724137931
2016-05-16,1.99,1.88,1.92,819962,819962,0.09,4.918,1.9251,"May 16, 16",-0.7793103448275862
2016-05-17,1.99,1.83,1.83,889676,889676,-0.09,-4.688,1.9146,"May 17, 16",-0.7896551724137931
2016-05-18,1.92,1.82,1.88,547235,547235,0.05,2.732,1.86,"May 18, 16",-0.7839080459770115
2016-05-19,1.94,1.82,1.83,394103,394103,-0.05,-2.66,1.8687,"May 19, 16",-0.7896551724137931
2016-05-20,1.89,1.76,1.8,1088619,1088619,-0.03,-1.639,1.8164,"May 20, 16",-0.7931034482758621
2016-05-23,1.89,1.8,1.88,728548,728548,0.08,4.444,1.8633,"May 23, 16",-0.7839080459770115
2016-05-24,1.9,1.85,1.88,436856,436856,0,0,1.871,"May 24, 16",-0.7839080459770115
2016-05-25,1.9,1.81,1.85,581012,581012,-0.03,-1.596,1.8483,"May 25, 16",-0.7873563218390804
2016-05-26,1.88,1.81,1.87,522455,522455,0.02,1.081,1.8498,"May 26, 16",-0.7850574712643678
2016-05-27,1.9,1.84,1.87,487030,487030,0,0,1.8817,"May 27, 16",-0.7850574712643678
2016-05-31,1.8899,1.82,1.83,851008,851008,-0.04,-2.139,1.8439,"May 31, 16",-0.7896551724137931
2016-06-01,1.89,1.75,1.88,770803,770803,0.05,2.732,1.8409,"Jun 1, 16",-0.7839080459770115
2016-06-02,1.89,1.83,1.89,451194,451194,0.01,0.532,1.859,"Jun 2, 16",-0.7827586206896552
2016-06-03,1.88,1.79,1.85,674982,674982,-0.04,-2.116,1.8218,"Jun 3, 16",-0.7873563218390804
2016-06-06,1.85,1.79,1.8,509248,509248,-0.05,-2.703,1.8139,"Jun 6, 16",-0.7931034482758621
2016-06-07,1.84,1.56,1.58,1376594,1376594,-0.22,-12.222,1.6911,"Jun 7, 16",-0.8183908045977011
2016-06-08,1.57,1.35,1.52,2512700,2512700,-0.06,-3.797,1.4749,"Jun 8, 16",-0.8252873563218391
2016-06-09,1.52,1.42,1.44,938843,938843,-0.08,-5.263,1.4494,"Jun 9, 16",-0.8344827586206897
2016-06-10,1.47,1.37,1.45,788844,788844,0.01,0.694,1.438,"Jun 10, 16",-0.8333333333333333
2016-06-13,1.5,1.4,1.45,547112,547112,0,0,1.4567,"Jun 13, 16",-0.8333333333333333
2016-06-14,1.47,1.39,1.4,439429,439429,-0.05,-3.448,1.4172,"Jun 14, 16",-0.8390804597701149
2016-06-15,1.52,1.42,1.49,743607,743607,0.09,6.429,1.4736,"Jun 15, 16",-0.828735632183908
2016-06-16,1.4799,1.39,1.45,501189,501189,-0.04,-2.685,1.4266,"Jun 16, 16",-0.8333333333333333
2016-06-17,1.49,1.38,1.38,794125,794125,-0.07,-4.828,1.4331,"Jun 17, 16",-0.8413793103448276
2016-06-20,1.45,1.36,1.4,579885,579885,0.02,1.449,1.4041,"Jun 20, 16",-0.8390804597701149
2016-06-21,1.4115,1.33,1.37,708723,708723,-0.03,-2.143,1.3568,"Jun 21, 16",-0.8425287356321839
2016-06-22,1.39,1.32,1.32,516610,516610,-0.05,-3.65,1.349,"Jun 22, 16",-0.8482758620689654
2016-06-23,1.4,1.3,1.39,700541,700541,0.07,5.303,1.3579,"Jun 23, 16",-0.8402298850574713
2016-06-24,1.35,1.28,1.3,2217545,2217545,-0.09,-6.475,1.3031,"Jun 24, 16",-0.8505747126436781
2016-06-27,1.294,1.03,1.1,1682408,1682408,-0.2,-15.385,1.1145,"Jun 27, 16",-0.8735632183908046
2016-06-28,1.25,1.075,1.21,913883,913883,0.11,10,1.1997,"Jun 28, 16",-0.860919540229885
2016-06-29,1.4,1.23,1.32,1103747,1103747,0.11,9.091,1.3266,"Jun 29, 16",-0.8482758620689654
2016-06-30,1.32,1.2,1.22,1632937,1632937,-0.1,-7.576,1.2535,"Jun 30, 16",-0.8597701149425288
2016-07-01,1.3,1.19,1.26,661024,661024,0.04,3.279,1.2616,"Jul 1, 16",-0.8551724137931035
2016-07-05,1.29,1.16,1.21,610098,610098,-0.05,-3.968,1.2045,"Jul 5, 16",-0.860919540229885
2016-07-06,1.2,1.16,1.2,626546,626546,-0.01,-0.826,1.1854,"Jul 6, 16",-0.8620689655172413
2016-07-07,1.2,1.17,1.18,474775,474775,-0.02,-1.667,1.182,"Jul 7, 16",-0.864367816091954
2016-07-08,1.28,1.17,1.27,648328,648328,0.09,7.627,1.2342,"Jul 8, 16",-0.8540229885057472
2016-07-11,1.31,1.21,1.31,545639,545639,0.04,3.15,1.2856,"Jul 11, 16",-0.8494252873563217
2016-07-12,1.35,1.3,1.34,434124,434124,0.03,2.29,1.3351,"Jul 12, 16",-0.8459770114942529
2016-07-13,1.35,1.25,1.25,458184,458184,-0.09,-6.716,1.2888,"Jul 13, 16",-0.8563218390804598
2016-07-14,1.25,1.22,1.24,301172,301172,-0.01,-0.8,1.2312,"Jul 14, 16",-0.8574712643678161
2016-07-15,1.25,1.21,1.23,332143,332143,-0.01,-0.806,1.2213,"Jul 15, 16",-0.8586206896551724
2016-07-18,1.24,1.19,1.23,382633,382633,0,0,1.2225,"Jul 18, 16",-0.8586206896551724
2016-07-19,1.39,1.2,1.27,1212149,1212149,0.04,3.252,1.3196,"Jul 19, 16",-0.8540229885057472
2016-07-20,1.3,1.25,1.28,350286,350286,0.01,0.787,1.2805,"Jul 20, 16",-0.8528735632183908
2016-07-21,1.35,1.25,1.33,646496,646496,0.05,3.906,1.2906,"Jul 21, 16",-0.8471264367816091
2016-07-22,1.38,1.27,1.34,396251,396251,0.01,0.752,1.3498,"Jul 22, 16",-0.8459770114942529
2016-07-25,1.36,1.25,1.25,401930,401930,-0.09,-6.716,1.2809,"Jul 25, 16",-0.8563218390804598
2016-07-26,1.3,1.25,1.3,282457,282457,0.05,4,1.2887,"Jul 26, 16",-0.8505747126436781
2016-07-27,1.35,1.31,1.33,464045,464045,0.03,2.308,1.3299,"Jul 27, 16",-0.8471264367816091
2016-07-28,1.42,1.28,1.31,591827,591827,-0.02,-1.504,1.3421,"Jul 28, 16",-0.8494252873563217
2016-07-29,1.39,1.31,1.35,371913,371913,0.04,3.053,1.3521,"Jul 29, 16",-0.8448275862068966
2016-08-01,1.4,1.29,1.3,607144,607144,-0.05,-3.704,1.33,"Aug 1, 16",-0.8505747126436781
2016-08-02,1.97,1.5,1.58,10096508,10096508,0.28,21.538,1.7528,"Aug 2, 16",-0.8183908045977011
2016-08-03,1.66,1.32,1.43,2535496,2535496,-0.15,-9.494,1.4334,"Aug 3, 16",-0.835632183908046
2016-08-04,1.51,1.38,1.46,838448,838448,0.03,2.098,1.4601,"Aug 4, 16",-0.832183908045977
2016-08-05,1.5867,1.41,1.5,1215125,1215125,0.04,2.74,1.4739,"Aug 5, 16",-0.8275862068965517
2016-08-08,1.56,1.41,1.43,1137040,1137040,-0.07,-4.667,1.4535,"Aug 8, 16",-0.835632183908046
2016-08-09,1.5,1.4,1.41,595735,595735,-0.02,-1.399,1.4238,"Aug 9, 16",-0.8379310344827586
2016-08-10,1.47,1.36,1.36,500307,500307,-0.05,-3.546,1.4003,"Aug 10, 16",-0.8436781609195402
2016-08-11,1.52,1.35,1.41,545382,545382,0.05,3.676,1.3979,"Aug 11, 16",-0.8379310344827586
2016-08-12,1.43,1.37,1.42,480362,480362,0.01,0.709,1.3917,"Aug 12, 16",-0.8367816091954023
2016-08-15,1.49,1.4,1.43,314276,314276,0.01,0.704,1.4353,"Aug 15, 16",-0.835632183908046
2016-08-16,1.49,1.37,1.37,360529,360529,-0.06,-4.196,1.3971,"Aug 16, 16",-0.8425287356321839
2016-08-17,1.41,1.37,1.39,403391,403391,0.02,1.46,1.3812,"Aug 17, 16",-0.8402298850574713
2016-08-18,1.39,1.33,1.37,578167,578167,-0.02,-1.439,1.3597,"Aug 18, 16",-0.8425287356321839
2016-08-19,1.4,1.33,1.4,514390,514390,0.03,2.19,1.3672,"Aug 19, 16",-0.8390804597701149
2016-08-22,1.43,1.3501,1.43,416262,416262,0.03,2.143,1.3964,"Aug 22, 16",-0.835632183908046
2016-08-23,1.63,1.38,1.62,1674748,1674748,0.19,13.287,1.5321,"Aug 23, 16",-0.8137931034482758
2016-08-24,1.62,1.37,1.44,1402829,1402829,-0.18,-11.111,1.4749,"Aug 24, 16",-0.8344827586206897
2016-08-25,1.46,1.38,1.39,581721,581721,-0.05,-3.472,1.401,"Aug 25, 16",-0.8402298850574713
2016-08-26,1.44,1.38,1.41,377839,377839,0.02,1.439,1.4006,"Aug 26, 16",-0.8379310344827586
2016-08-29,1.45,1.41,1.42,457576,457576,0.01,0.709,1.4298,"Aug 29, 16",-0.8367816091954023
2016-08-30,1.43,1.38,1.38,287834,287834,-0.04,-2.817,1.3997,"Aug 30, 16",-0.8413793103448276
2016-08-31,1.41,1.36,1.37,368060,368060,-0.01,-0.725,1.3814,"Aug 31, 16",-0.8425287356321839
2016-09-01,1.39,1.35,1.37,363970,363970,0,0,1.3599,"Sep 1, 16",-0.8425287356321839
2016-09-02,1.41,1.35,1.39,260869,260869,0.02,1.46,1.3774,"Sep 2, 16",-0.8402298850574713
2016-09-06,1.47,1.39,1.46,588386,588386,0.07,5.036,1.4395,"Sep 6, 16",-0.832183908045977
2016-09-07,1.59,1.47,1.54,677647,677647,0.08,5.479,1.5295,"Sep 7, 16",-0.8229885057471265
2016-09-08,1.5499,1.42,1.43,548960,548960,-0.11,-7.143,1.4812,"Sep 8, 16",-0.835632183908046
2016-09-09,1.47,1.4,1.42,430767,430767,-0.01,-0.699,1.4386,"Sep 9, 16",-0.8367816091954023
2016-09-12,1.48,1.4,1.47,286911,286911,0.05,3.521,1.4462,"Sep 12, 16",-0.8310344827586207
2016-09-13,1.48,1.41,1.46,300594,300594,-0.01,-0.68,1.446,"Sep 13, 16",-0.832183908045977
2016-09-14,1.58,1.45,1.55,736854,736854,0.09,6.164,1.5343,"Sep 14, 16",-0.8218390804597702
2016-09-15,1.56,1.43,1.47,501637,501637,-0.08,-5.161,1.4763,"Sep 15, 16",-0.8310344827586207
2016-09-16,1.53,1.44,1.49,428057,428057,0.02,1.361,1.4932,"Sep 16, 16",-0.828735632183908
2016-09-19,1.53,1.45,1.47,244339,244339,-0.02,-1.342,1.4797,"Sep 19, 16",-0.8310344827586207
2016-09-20,1.51,1.45,1.49,211462,211462,0.02,1.361,1.4784,"Sep 20, 16",-0.828735632183908
2016-09-21,1.57,1.48,1.51,429006,429006,0.02,1.342,1.5182,"Sep 21, 16",-0.8264367816091954
2016-09-22,1.56,1.5,1.52,436287,436287,0.01,0.662,1.5343,"Sep 22, 16",-0.8252873563218391
2016-09-23,1.62,1.51,1.54,709411,709411,0.02,1.316,1.5596,"Sep 23, 16",-0.8229885057471265
2016-09-26,1.55,1.5,1.52,276556,276556,-0.02,-1.299,1.533,"Sep 26, 16",-0.8252873563218391
2016-09-27,1.6925,1.5,1.62,1162477,1162477,0.1,6.579,1.6163,"Sep 27, 16",-0.8137931034482758
2016-09-28,1.79,1.63,1.75,1298151,1298151,0.13,8.025,1.7092,"Sep 28, 16",-0.7988505747126436
2016-09-29,1.8,1.58,1.62,938791,938791,-0.13,-7.429,1.6656,"Sep 29, 16",-0.8137931034482758
2016-09-30,1.7,1.59,1.69,596948,596948,0.07,4.321,1.6429,"Sep 30, 16",-0.8057471264367817
2016-10-03,1.78,1.7,1.74,364689,364689,0.05,2.959,1.7276,"Oct 3, 16",-0.7999999999999999
2016-10-04,1.77,1.66,1.66,459539,459539,-0.08,-4.598,1.7141,"Oct 4, 16",-0.8091954022988506
2016-10-05,1.75,1.67,1.72,588855,588855,0.06,3.614,1.7183,"Oct 5, 16",-0.8022988505747126
2016-10-06,1.74,1.67,1.71,324534,324534,-0.01,-0.581,1.7066,"Oct 6, 16",-0.8034482758620689
2016-10-07,1.96,1.7399,1.84,1853101,1853101,0.13,7.602,1.8507,"Oct 7, 16",-0.7885057471264367
2016-10-10,1.98,1.8273,1.9,819725,819725,0.06,3.261,1.8912,"Oct 10, 16",-0.7816091954022988
2016-10-11,1.97,1.83,1.96,1224380,1224380,0.06,3.158,1.9145,"Oct 11, 16",-0.774712643678161
2016-10-12,2.33,1.9,2.18,4238494,4238494,0.22,11.224,2.1579,"Oct 12, 16",-0.7494252873563219
2016-10-13,2.16,1.8,2,2600569,2600569,-0.18,-8.257,2.0154,"Oct 13, 16",-0.7701149425287356
2016-10-14,2.19,2,2.04,1369452,1369452,0.04,2,2.0943,"Oct 14, 16",-0.7655172413793103
2016-10-17,2.09,1.83,1.86,960583,960583,-0.18,-8.824,1.9121,"Oct 17, 16",-0.786206896551724
2016-10-18,1.94,1.81,1.88,557173,557173,0.02,1.075,1.8709,"Oct 18, 16",-0.7839080459770115
2016-10-19,1.8722,1.75,1.77,1021777,1021777,-0.11,-5.851,1.7799,"Oct 19, 16",-0.7965517241379311
2016-10-20,1.85,1.72,1.82,1146880,1146880,0.05,2.825,1.7776,"Oct 20, 16",-0.7908045977011494
2016-10-21,1.83,1.66,1.67,1015873,1015873,-0.15,-8.242,1.7311,"Oct 21, 16",-0.8080459770114943
2016-10-24,1.73,1.62,1.65,662447,662447,-0.02,-1.198,1.6662,"Oct 24, 16",-0.8103448275862069
2016-10-25,1.69,1.52,1.53,963888,963888,-0.12,-7.273,1.5822,"Oct 25, 16",-0.8241379310344827
2016-10-26,1.56,1.46,1.46,818409,818409,-0.07,-4.575,1.5093,"Oct 26, 16",-0.832183908045977
2016-10-27,1.635,1.46,1.51,957567,957567,0.05,3.425,1.5459,"Oct 27, 16",-0.8264367816091954
2016-10-28,1.54,1.46,1.51,577213,577213,0,0,1.5081,"Oct 28, 16",-0.8264367816091954
2016-10-31,1.535,1.46,1.5,382312,382312,-0.01,-0.662,1.5005,"Oct 31, 16",-0.8275862068965517
2016-11-01,1.55,1.45,1.46,420956,420956,-0.04,-2.667,1.4793,"Nov 1, 16",-0.832183908045977
2016-11-02,1.46,1.4,1.44,809727,809727,-0.02,-1.37,1.4202,"Nov 2, 16",-0.8344827586206897
2016-11-03,1.44,1.4,1.4,740809,740809,-0.04,-2.778,1.4094,"Nov 3, 16",-0.8390804597701149
2016-11-04,1.51,1.35,1.47,656326,656326,0.07,5,1.4477,"Nov 4, 16",-0.8310344827586207
2016-11-07,1.55,1.44,1.45,667606,667606,-0.02,-1.361,1.4865,"Nov 7, 16",-0.8333333333333333
2016-11-08,1.46,1.4,1.41,642781,642781,-0.04,-2.759,1.4204,"Nov 8, 16",-0.8379310344827586
2016-11-09,1.57,1.384,1.57,895243,895243,0.16,11.348,1.5014,"Nov 9, 16",-0.8195402298850574
2016-11-10,1.5,1.36,1.5,1186668,1186668,-0.07,-4.459,1.4351,"Nov 10, 16",-0.8275862068965517
2016-11-11,1.63,1.462,1.63,815893,815893,0.13,8.667,1.5821,"Nov 11, 16",-0.8126436781609195
2016-11-14,1.68,1.58,1.63,495992,495992,0,0,1.6393,"Nov 14, 16",-0.8126436781609195
2016-11-15,1.72,1.57,1.66,551379,551379,0.03,1.84,1.6328,"Nov 15, 16",-0.8091954022988506
2016-11-16,1.74,1.62,1.67,533566,533566,0.01,0.602,1.6809,"Nov 16, 16",-0.8080459770114943
2016-11-17,1.68,1.6,1.65,347136,347136,-0.02,-1.198,1.6452,"Nov 17, 16",-0.8103448275862069
2016-11-18,1.66,1.61,1.65,388394,388394,0,0,1.6321,"Nov 18, 16",-0.8103448275862069
2016-11-21,1.65,1.55,1.64,429201,429201,-0.01,-0.606,1.6013,"Nov 21, 16",-0.8114942528735632
2016-11-22,1.64,1.5699,1.58,335376,335376,-0.06,-3.659,1.5922,"Nov 22, 16",-0.8183908045977011
2016-11-23,1.6,1.51,1.58,283448,283448,0,0,1.5683,"Nov 23, 16",-0.8183908045977011
2016-11-25,1.65,1.56,1.65,157691,157691,0.07,4.43,1.6105,"Nov 25, 16",-0.8103448275862069
2016-11-28,1.66,1.62,1.63,258437,258437,-0.02,-1.212,1.6389,"Nov 28, 16",-0.8126436781609195
2016-11-29,1.64,1.56,1.56,269257,269257,-0.07,-4.294,1.5918,"Nov 29, 16",-0.8206896551724138
2016-11-30,1.6,1.5,1.52,351344,351344,-0.04,-2.564,1.539,"Nov 30, 16",-0.8252873563218391
2016-12-01,1.54,1.42,1.46,536110,536110,-0.06,-3.947,1.4691,"Dec 1, 16",-0.832183908045977
2016-12-02,1.5,1.43,1.45,345888,345888,-0.01,-0.685,1.4661,"Dec 2, 16",-0.8333333333333333
2016-12-05,1.4898,1.4,1.42,668925,668925,-0.03,-2.069,1.4235,"Dec 5, 16",-0.8367816091954023
2016-12-06,1.45,1.4,1.44,381935,381935,0.02,1.408,1.4269,"Dec 6, 16",-0.8344827586206897
2016-12-07,1.47,1.39,1.42,448186,448186,-0.02,-1.389,1.4175,"Dec 7, 16",-0.8367816091954023
2016-12-08,1.46,1.39,1.4,480282,480282,-0.02,-1.408,1.4037,"Dec 8, 16",-0.8390804597701149
2016-12-09,1.55,1.4,1.54,879202,879202,0.14,10,1.4947,"Dec 9, 16",-0.8229885057471265
2016-12-12,1.52,1.431,1.45,357250,357250,-0.09,-5.844,1.4672,"Dec 12, 16",-0.8333333333333333
2016-12-13,1.47,1.41,1.42,363821,363821,-0.03,-2.069,1.4284,"Dec 13, 16",-0.8367816091954023
2016-12-14,1.43,1.34,1.34,777349,777349,-0.08,-5.634,1.3947,"Dec 14, 16",-0.8459770114942529
2016-12-15,1.44,1.34,1.43,391328,391328,0.09,6.716,1.4054,"Dec 15, 16",-0.835632183908046
2016-12-16,1.48,1.4,1.42,770988,770988,-0.01,-0.699,1.4448,"Dec 16, 16",-0.8367816091954023
2016-12-19,1.49,1.4,1.48,545271,545271,0.06,4.225,1.4638,"Dec 19, 16",-0.8298850574712643
2016-12-20,1.54,1.38,1.42,799097,799097,-0.06,-4.054,1.4448,"Dec 20, 16",-0.8367816091954023
2016-12-21,1.41,1.36,1.37,616438,616438,-0.05,-3.521,1.3869,"Dec 21, 16",-0.8425287356321839
2016-12-22,1.44,1.37,1.37,598923,598923,0,0,1.4017,"Dec 22, 16",-0.8425287356321839
2016-12-23,1.45,1.39,1.41,446598,446598,0.04,2.92,1.4114,"Dec 23, 16",-0.8379310344827586
2016-12-27,1.44,1.35,1.39,702632,702632,-0.02,-1.418,1.394,"Dec 27, 16",-0.8402298850574713
2016-12-28,1.43,1.36,1.38,526184,526184,-0.01,-0.719,1.394,"Dec 28, 16",-0.8413793103448276
2016-12-29,1.4,1.35,1.37,511181,511181,-0.01,-0.725,1.3703,"Dec 29, 16",-0.8425287356321839
2016-12-30,1.37,1.3,1.3,923846,923846,-0.07,-5.109,1.3186,"Dec 30, 16",-0.8505747126436781
2017-01-03,1.43,1.32,1.42,523767,523767,0.12,9.231,1.3903,"Jan 3, 17",-0.8367816091954023
2017-01-04,1.48,1.4,1.44,691545,691545,0.02,1.408,1.4419,"Jan 4, 17",-0.8344827586206897
2017-01-05,1.63,1.43,1.44,1524668,1524668,0,0,1.5235,"Jan 5, 17",-0.8344827586206897
2017-01-06,1.52,1.44,1.5,768805,768805,0.06,4.167,1.4681,"Jan 6, 17",-0.8275862068965517
2017-01-09,1.54,1.4301,1.47,684382,684382,-0.03,-2,1.48,"Jan 9, 17",-0.8310344827586207
2017-01-10,1.5698,1.47,1.55,816654,816654,0.08,5.442,1.5328,"Jan 10, 17",-0.8218390804597702
2017-01-11,1.56,1.5,1.51,620589,620589,-0.04,-2.581,1.5239,"Jan 11, 17",-0.8264367816091954
2017-01-12,1.54,1.45,1.46,518103,518103,-0.05,-3.311,1.4793,"Jan 12, 17",-0.832183908045977
2017-01-13,1.52,1.47,1.48,482370,482370,0.02,1.37,1.4972,"Jan 13, 17",-0.8298850574712643
2017-01-17,1.5018,1.45,1.48,437586,437586,0,0,1.4812,"Jan 17, 17",-0.8298850574712643
2017-01-18,1.5,1.46,1.47,397621,397621,-0.01,-0.676,1.4695,"Jan 18, 17",-0.8310344827586207
2017-01-19,1.47,1.4,1.41,629687,629687,-0.06,-4.082,1.4313,"Jan 19, 17",-0.8379310344827586
2017-01-20,1.5099,1.39,1.46,526073,526073,0.05,3.546,1.4478,"Jan 20, 17",-0.832183908045977
2017-01-23,1.47,1.44,1.46,280743,280743,0,0,1.4524,"Jan 23, 17",-0.832183908045977
2017-01-24,1.49,1.44,1.48,342727,342727,0.02,1.37,1.4641,"Jan 24, 17",-0.8298850574712643
2017-01-25,1.515,1.47,1.51,509161,509161,0.03,2.027,1.5016,"Jan 25, 17",-0.8264367816091954
2017-01-26,1.63,1.5,1.57,1693114,1693114,0.06,3.974,1.5802,"Jan 26, 17",-0.8195402298850574
2017-01-27,1.6,1.5,1.51,463161,463161,-0.06,-3.822,1.5363,"Jan 27, 17",-0.8264367816091954
2017-01-30,1.52,1.43,1.48,616217,616217,-0.03,-1.987,1.4665,"Jan 30, 17",-0.8298850574712643
2017-01-31,1.48,1.43,1.47,401106,401106,-0.01,-0.676,1.4609,"Jan 31, 17",-0.8310344827586207
2017-02-01,1.49,1.44,1.45,343170,343170,-0.02,-1.361,1.4531,"Feb 1, 17",-0.8333333333333333
2017-02-02,1.49,1.42,1.42,447877,447877,-0.03,-2.069,1.4363,"Feb 2, 17",-0.8367816091954023
2017-02-03,1.45,1.4,1.42,481070,481070,0,0,1.4171,"Feb 3, 17",-0.8367816091954023
2017-02-06,1.45,1.4,1.41,510156,510156,-0.01,-0.704,1.4161,"Feb 6, 17",-0.8379310344827586
