date,open,high,low,close,volume,unadjustedVolume,change,changePercent,label,changeOverTime
2013-08-26,37.2051,37.3121,36.7328,36.8309,1040400,1040400,-0.338631,-0.911,"Aug 26, 13",-0.06619863647542328
2013-08-27,36.4744,36.9378,36.4744,36.7952,1448500,1448500,-0.035646,-0.097,"Aug 27, 13",-0.06710376528514082
2013-08-28,36.7328,37.0269,36.5279,36.6794,3034500,3034500,-0.115849,-0.315,"Aug 28, 13",-0.07003972932338443
2013-08-29,36.5457,36.7417,36.3853,36.51,1426500,1426500,-0.169316,-0.462,"Aug 29, 13",-0.07433465426361303
2013-08-30,36.5279,36.7417,36.2962,36.51,1347600,1347600,0,0,"Aug 30, 13",-0.07433465426361303
2013-09-03,36.7417,36.8754,35.913,35.9486,1643200,1643200,-0.561419,-1.538,"Sep 3, 13",-0.08856824848701503
2013-09-04,35.9575,36.1981,35.7169,36.1001,1938100,1938100,0.151492,0.421,"Sep 4, 13",-0.08472715563905389
2013-09-05,36.0377,36.1981,35.7615,35.8773,1301700,1301700,-0.222786,-0.617,"Sep 5, 13",-0.09037597073163309
2013-09-06,36.0199,36.3407,35.8239,35.8684,4731100,4731100,-0.008911,-0.025,"Sep 6, 13",-0.09060161909035812
2013-09-09,35.8773,36.2783,35.7526,36.2338,4325400,4325400,0.365367,1.019,"Sep 9, 13",-0.08133735950854282
2013-09-10,36.3853,36.5011,36.1714,36.5011,4242800,4242800,0.267341,0.738,"Sep 10, 13",-0.07456030262233808
2013-09-11,36.5279,36.5279,35.9932,36.2694,2074200,2074200,-0.231693,-0.635,"Sep 11, 13",-0.08043476607364249
2013-09-12,36.0734,36.1892,35.6545,35.7258,1178300,1178300,-0.543595,-1.499,"Sep 12, 13",-0.09421706357959422
2013-09-13,35.8328,36.0467,35.7971,35.9041,1204300,1204300,0.178228,0.499,"Sep 13, 13",-0.08969649028064057
2013-09-16,36.3229,36.5368,35.913,36.0021,1494000,1494000,0.098026,0.273,"Sep 16, 13",-0.08721182295984722
2013-09-17,36.0199,36.2071,35.9041,36.109,975200,975200,0.106932,0.297,"Sep 17, 13",-0.08450150728032867
2013-09-18,36.1001,37.4368,35.9486,37.3299,1736000,1736000,1.2209,3.381,"Sep 18, 13",-0.05354711613791412
2013-09-19,37.419,37.6061,37.0715,37.1606,1208300,1208300,-0.169317,-0.454,"Sep 19, 13",-0.057839505703325515
2013-09-20,37.1606,37.2853,36.7061,36.7061,1899600,1899600,-0.454485,-1.223,"Sep 20, 13",-0.06936278424720912
2013-09-23,36.5279,37.2408,36.4298,37.0982,1303500,1303500,0.392105,1.068,"Sep 23, 13",-0.05942157958921854
2013-09-24,37.0536,37.1606,36.8665,37.018,1230000,1230000,-0.080203,-0.216,"Sep 24, 13",-0.06145495019256163
2013-09-25,37.0804,37.2586,36.8219,36.8398,1313700,1313700,-0.178229,-0.481,"Sep 25, 13",-0.06597298811669824
2013-09-26,36.9378,37.1428,36.8398,36.9289,1155200,1155200,0.089112,0.242,"Sep 26, 13",-0.06371396915462993
2013-09-27,37.0536,37.1873,36.7061,36.9289,2107800,2107800,0,0,"Sep 27, 13",-0.06371396915462993
2013-09-30,36.7328,36.9289,36.5457,36.7596,1528600,1528600,-0.169313,-0.458,"Sep 30, 13",-0.06800635872004133
2013-10-01,36.7952,36.9913,36.6794,36.8665,1269100,1269100,0.106934,0.291,"Oct 1, 13",-0.06529604304052276
2013-10-02,36.6972,37.0626,36.6794,36.9556,1678200,1678200,0.089117,0.242,"Oct 2, 13",-0.06303702407845464
2013-10-03,36.7952,36.8487,36.3853,36.5635,1419700,1419700,-0.392107,-1.061,"Oct 3, 13",-0.07297822873644524
2013-10-04,36.5368,36.6794,36.3764,36.5546,1024000,1024000,-0.008908,-0.024,"Oct 4, 13",-0.07320387709517027
2013-10-07,36.216,36.6081,36.216,36.2516,1001300,1001300,-0.302988,-0.829,"Oct 7, 13",-0.08088606279109256
2013-10-08,36.2516,36.8487,36.1803,36.5546,1657000,1657000,0.302988,0.836,"Oct 8, 13",-0.07320387709517027
2013-10-09,36.6259,37.214,36.5368,36.715,1109900,1109900,0.160406,0.439,"Oct 9, 13",-0.06913713588848391
2013-10-10,36.9378,37.4547,36.6526,37.3834,1099800,1099800,0.668355,1.82,"Oct 10, 13",-0.05219069061074632
2013-10-11,37.3834,37.6329,37.2764,37.5705,952600,952600,0.18714,0.501,"Oct 11, 13",-0.04744700432788467
2013-10-14,37.4279,37.5616,36.8309,37.1873,1543100,1543100,-0.383191,-1.02,"Oct 14, 13",-0.05716256062715023
2013-10-15,37.0536,37.1517,36.5457,36.6437,1348900,1348900,-0.543596,-1.462,"Oct 15, 13",-0.07094485813310197
2013-10-16,36.8219,37.0447,36.6883,37.0091,1589200,1589200,0.365366,0.997,"Oct 16, 13",-0.06168059855128684
2013-10-17,36.9823,37.7576,36.7507,37.6864,2722000,2722000,0.677271,1.83,"Oct 17, 13",-0.04450850491482403
2013-10-18,37.8735,37.9626,37.6418,37.7309,1232200,1232200,0.044556,0.118,"Oct 18, 13",-0.04338026312119849
2013-10-21,37.7042,37.7666,37.3923,37.6329,1069000,1069000,-0.098026,-0.26,"Oct 21, 13",-0.04586493044199183
2013-10-22,37.722,38.1587,37.6151,37.9626,1904100,1904100,0.329719,0.876,"Oct 22, 13",-0.03750579966989408
2013-10-23,37.7844,38.4884,37.7844,38.2389,2430800,2430800,0.276258,0.728,"Oct 23, 13",-0.030500559050147077
2013-10-24,38.4349,38.5597,38.0874,38.2121,1161700,1161700,-0.026734,-0.07,"Oct 24, 13",-0.031180039501139584
2013-10-25,38.1141,38.7023,37.9715,38.6844,1166400,1166400,0.472305,1.236,"Oct 25, 13",-0.0192054642398059
2013-10-28,38.7023,38.9072,38.4616,38.6042,836600,836600,-0.080204,-0.207,"Oct 28, 13",-0.02123883484314899
2013-10-29,38.925,38.9874,38.524,38.729,1146000,1146000,0.124759,0.323,"Oct 29, 13",-0.018074687071363137
2013-10-30,38.6933,38.9785,38.4082,38.426,944700,944700,-0.302989,-0.782,"Oct 30, 13",-0.025756872767285426
2013-10-31,38.4349,38.5686,37.8022,38.221,1278700,1278700,-0.204962,-0.533,"Oct 31, 13",-0.03095439114241455
2013-11-01,38.221,38.4795,37.6061,37.8735,3119800,3119800,-0.347544,-0.909,"Nov 1, 13",-0.03976481863196238
2013-11-04,37.9448,38.0963,37.6864,38.025,876300,876300,0.151492,0.4,"Nov 4, 13",-0.035923725784001236
2013-11-05,37.9893,38.3369,37.8111,37.8378,1353800,1353800,-0.187139,-0.492,"Nov 5, 13",-0.04066994744167993
2013-11-06,37.8735,38.4616,37.8111,38.2745,1352100,1352100,0.436664,1.154,"Nov 6, 13",-0.02959796561524657
2013-11-07,38.3547,38.4795,37.6864,37.7844,1141000,1141000,-0.490129,-1.281,"Nov 7, 13",-0.04202383759403069
2013-11-08,37.6685,37.6685,36.9734,37.6685,1504000,1504000,-0.115851,-0.307,"Nov 8, 13",-0.044962337007091326
2013-11-11,37.7309,37.9091,37.517,37.7576,737400,737400,0.089113,0.237,"Nov 11, 13",-0.0427033180450232
2013-11-12,37.5794,37.6507,37.1338,37.3834,1751800,1751800,-0.374278,-0.991,"Nov 12, 13",-0.05219069061074632
2013-11-13,37.1695,37.5972,36.9467,37.5794,1624000,1624000,0.196051,0.524,"Nov 13, 13",-0.047221355969159634
2013-11-14,37.722,38.3458,37.722,38.1052,1372300,1372300,0.525772,1.399,"Nov 14, 13",-0.033890355180657965
2013-11-15,38.0161,38.2656,37.8646,38.2567,1242400,1242400,0.151497,0.398,"Nov 15, 13",-0.03004926233269682
2013-11-18,38.328,38.3547,38.0161,38.1854,945600,945600,-0.071296,-0.186,"Nov 18, 13",-0.031856984577314874
2013-11-19,38.1408,38.1676,37.6596,37.8022,1155000,1155000,-0.383188,-1.003,"Nov 19, 13",-0.04157254087658043
2013-11-20,37.8557,37.8646,37.2497,37.4636,2288100,2288100,-0.338632,-0.896,"Nov 20, 13",-0.05015732000740323
2013-11-21,37.5438,37.8022,37.3744,37.5883,1279000,1279000,0.124759,0.333,"Nov 21, 13",-0.046995707610434596
2013-11-22,37.5259,37.6864,37.3388,37.5883,1444800,1444800,0,0,"Nov 22, 13",-0.046995707610434596
2013-11-25,37.6864,37.6864,37.3121,37.3121,1083000,1083000,-0.276254,-0.735,"Nov 25, 13",-0.05399841285536437
2013-11-26,37.3388,37.3923,36.7061,36.7328,2366600,2366600,-0.579242,-1.552,"Nov 26, 13",-0.06868583917103384
2013-11-27,36.7774,36.8487,36.5992,36.6972,1240700,1240700,-0.035646,-0.097,"Nov 27, 13",-0.06958843260593417
2013-11-29,36.3318,36.8843,36.3318,36.6081,951700,951700,-0.089113,-0.243,"Nov 29, 13",-0.07184745156800247
2013-12-02,36.617,36.7061,36.2516,36.5011,1640400,1640400,-0.106941,-0.292,"Dec 2, 13",-0.07456030262233808
2013-12-03,36.4298,36.6883,36.2694,36.5011,1451800,1451800,0,0,"Dec 3, 13",-0.07456030262233808
2013-12-04,36.2783,36.813,36.1803,36.6437,1567900,1567900,0.142586,0.391,"Dec 4, 13",-0.07094485813310197
2013-12-05,36.5813,36.7239,36.3496,36.4566,1691200,1691200,-0.187138,-0.511,"Dec 5, 13",-0.07568854441596362
2013-12-06,36.715,37.0626,36.6348,37.0536,1409700,1409700,0.597064,1.638,"Dec 6, 13",-0.060552356757661116
2013-12-09,37.1071,37.1784,36.6526,36.8398,1305500,1305500,-0.213875,-0.577,"Dec 9, 13",-0.06597298811669824
2013-12-10,36.7952,36.813,36.5368,36.5813,3054900,3054900,-0.258432,-0.702,"Dec 10, 13",-0.07252693201899499
2013-12-11,36.3764,36.7863,36.216,36.5011,4933300,4933300,-0.080205,-0.219,"Dec 11, 13",-0.07456030262233808
2013-12-12,36.412,37.0091,36.412,36.8665,3132500,3132500,0.36537,1.001,"Dec 12, 13",-0.06529604304052276
2013-12-13,37.0893,37.223,36.8309,37.0626,3603500,3603500,0.196053,0.532,"Dec 13, 13",-0.06032417302411886
2013-12-16,37.214,37.5081,37.0982,37.1962,2203300,2203300,0.133672,0.361,"Dec 16, 13",-0.05693691226842519
2013-12-17,37.1784,37.2764,36.8754,36.9913,1376400,1376400,-0.204964,-0.551,"Dec 17, 13",-0.062131895268736914
2013-12-18,36.9467,37.4547,36.4744,37.4368,1844400,1844400,0.44557,1.205,"Dec 18, 13",-0.05083680045839574
2013-12-19,37.2675,37.3655,36.7685,37.321,1665800,1665800,-0.115847,-0.309,"Dec 19, 13",-0.053772764496639334
2013-12-20,37.4101,37.7398,37.3477,37.5259,2711400,2711400,0.204961,0.549,"Dec 20, 13",-0.04857778149632743
2013-12-23,37.7131,37.9002,37.5259,37.5705,1093300,1093300,0.044558,0.119,"Dec 23, 13",-0.04744700432788467
2013-12-24,37.4992,37.8468,37.3477,37.6507,551700,551700,0.080202,0.213,"Dec 24, 13",-0.04541363372454158
2013-12-26,37.6685,37.7576,37.5081,37.6418,938800,938800,-0.00891,-0.024,"Dec 26, 13",-0.04563928208326661
2013-12-27,37.5438,37.7933,37.4368,37.6061,1051200,1051200,-0.035646,-0.095,"Dec 27, 13",-0.04654441089298434
2013-12-30,37.5349,37.8557,37.5081,37.7666,1146400,1146400,0.160406,0.427,"Dec 30, 13",-0.04247513431148094
2013-12-31,37.8289,37.8913,37.6507,37.7755,1553000,1553000,0.008909,0.024,"Dec 31, 13",-0.042249485952755725
2014-01-02,37.7398,37.8022,37.1606,37.1784,2915300,2915300,-0.597064,-1.581,"Jan 2, 14",-0.057388208985875266
2014-01-03,37.2051,37.2942,36.813,37.0002,2252000,2252000,-0.178227,-0.479,"Jan 3, 14",-0.061906246910011876
2014-01-06,37.1071,37.1071,36.7863,37.0269,2159200,2159200,0.026733,0.072,"Jan 6, 14",-0.06122930183383659
2014-01-07,37.1071,37.3744,37.1071,37.3566,1143200,1143200,0.329721,0.89,"Jan 7, 14",-0.05287017106173883
2014-01-08,37.223,37.3032,36.9467,37.1962,2225300,2225300,-0.160402,-0.429,"Jan 8, 14",-0.05693691226842519
2014-01-09,37.2051,37.4101,36.9289,37.3566,2354100,2354100,0.160402,0.431,"Jan 9, 14",-0.05287017106173883
2014-01-10,37.5527,38.1765,37.5527,38.0072,1657400,1657400,0.650539,1.741,"Jan 10, 14",-0.03637502250145149
2014-01-13,37.918,38.0072,37.6329,37.722,2004000,2004000,-0.285166,-0.75,"Jan 13, 14",-0.04360591147992352
2014-01-14,37.722,37.8913,37.6061,37.6864,1686700,1686700,-0.035647,-0.094,"Jan 14, 14",-0.04450850491482403
2014-01-15,37.7042,37.7576,37.2942,37.4636,1599000,1599000,-0.222786,-0.591,"Jan 15, 14",-0.05015732000740323
2014-01-16,37.4814,37.6418,37.3299,37.6329,1056900,1056900,0.169316,0.452,"Jan 16, 14",-0.04586493044199183
2014-01-17,37.7398,37.9715,37.5883,37.9537,1928400,1928400,0.32081,0.852,"Jan 17, 14",-0.03773144802861929
2014-01-21,38.1765,38.4171,38.0072,38.3636,2437400,2437400,0.409926,1.08,"Jan 21, 14",-0.02733894665317844
2014-01-22,38.3369,38.7914,38.3102,38.622,2064200,2064200,0.25843,0.674,"Jan 22, 14",-0.020787538125698737
2014-01-23,38.5151,38.6488,38.3191,38.4349,1383600,1383600,-0.187138,-0.485,"Jan 23, 14",-0.02553122440856039
2014-01-24,38.328,38.4616,37.8111,37.8111,2365000,2365000,-0.6238,-1.623,"Jan 24, 14",-0.04134689251785522
2014-01-27,37.8111,38.3012,37.7398,38.1497,1726300,1726300,0.338634,0.896,"Jan 27, 14",-0.03276211338703242
2014-01-28,38.1765,38.3547,38.0161,38.2834,1557700,1557700,0.133669,0.35,"Jan 28, 14",-0.02937231725652153
2014-01-29,38.1141,38.3547,37.927,38.1497,1577800,1577800,-0.133669,-0.349,"Jan 29, 14",-0.03276211338703242
2014-01-30,38.2834,38.827,38.2121,38.7557,1428100,1428100,0.605975,1.588,"Jan 30, 14",-0.017397741995187847
2014-01-31,38.426,39.1924,38.3636,39.032,2091500,2091500,0.276251,0.713,"Jan 31, 14",-0.010392501375440849
2014-02-03,39.0854,39.6736,38.6399,38.7201,2139200,2139200,-0.311895,-0.799,"Feb 3, 14",-0.018300335430088174
2014-02-04,38.8359,38.8359,38.4082,38.7468,1775100,1775100,0.026733,0.069,"Feb 4, 14",-0.017623390353912884
2014-02-05,38.5418,38.6131,38.2121,38.4171,1843200,1843200,-0.329721,-0.851,"Feb 5, 14",-0.02598252112601064
2014-02-06,38.4082,38.4082,37.8913,38.2032,2846000,2846000,-0.213877,-0.557,"Feb 6, 14",-0.031405687859864626
2014-02-07,38.2923,38.6042,38.0161,38.5864,1796100,1796100,0.383191,1.003,"Feb 7, 14",-0.021690131560599245
2014-02-10,38.5062,39.0498,38.2656,39.0231,1668200,1668200,0.436659,1.132,"Feb 10, 14",-0.010618149734165885
2014-02-11,38.9607,39.7271,38.9429,39.4419,1909500,1909500,0.418834,1.073,"Feb 11, 14",0
2014-02-12,39.3884,39.6112,39.228,39.5577,1308600,1308600,0.115851,0.294,"Feb 12, 14",0.002935964038243597
2014-02-13,39.3795,39.8964,39.3706,39.8251,1949300,1949300,0.267343,0.676,"Feb 13, 14",0.009715556299265559
2014-02-14,39.834,40.1459,39.6914,40.0746,1288300,1288300,0.24952,0.627,"Feb 14, 14",0.016041316468020046
2014-02-18,40.1726,40.3776,39.9677,40.0211,1721100,1721100,-0.053469,-0.133,"Feb 18, 14",0.014684890940852246
2014-02-19,39.8786,40.2261,39.531,39.6023,1889100,1889100,-0.418838,-1.047,"Feb 19, 14",0.004066741206686361
2014-02-20,39.629,39.9231,39.5132,39.8073,1576000,1576000,0.204962,0.518,"Feb 20, 14",0.009264259581815305
2014-02-21,39.8518,40.137,39.7627,39.7894,1739900,1739900,-0.017818,-0.045,"Feb 21, 14",0.008810427489548012
2014-02-24,39.9142,40.0479,39.5667,39.5756,2038500,2038500,-0.213876,-0.538,"Feb 24, 14",0.0033897961305110707
2014-02-25,39.6736,39.9588,39.4865,39.5845,1858000,1858000,0.008909,0.023,"Feb 25, 14",0.0036154444892361076
2014-02-26,39.7805,39.8162,39.3795,39.4152,1510500,1510500,-0.169315,-0.428,"Feb 26, 14",-0.00067694507617529
2014-02-27,39.1211,39.3795,39.0498,39.2369,2020300,2020300,-0.17823,-0.452,"Feb 27, 14",-0.005197518375128944
2014-02-28,39.2904,39.7182,39.1835,39.6112,1917800,1917800,0.374283,0.954,"Feb 28, 14",0.004292389565411397
2014-03-03,39.4686,39.6647,39.0676,39.1656,1441400,1441400,-0.445572,-1.125,"Mar 3, 14",-0.007005240619746998
2014-03-04,39.433,39.4686,39.2548,39.3706,1337600,1337600,0.204963,0.523,"Mar 4, 14",-0.0018077222446178736
2014-03-05,39.2993,39.3171,38.8805,38.9963,1438200,1438200,-0.374282,-0.951,"Mar 5, 14",-0.011297630185158395
2014-03-06,39.0587,39.1122,38.6755,38.7646,1600400,1600400,-0.231695,-0.594,"Mar 6, 14",-0.01717209363646263
2014-03-07,38.7023,38.9874,38.5062,38.9874,1772900,1772900,0.222786,0.575,"Mar 7, 14",-0.011523278543883433
2014-03-10,38.9696,38.9696,38.5775,38.7646,1094500,1094500,-0.222786,-0.571,"Mar 10, 14",-0.01717209363646263
2014-03-11,38.8716,38.8716,38.4349,38.6399,851600,851600,-0.124758,-0.322,"Mar 11, 14",-0.020333706033431445
2014-03-12,38.5686,39.1835,38.4973,39.1567,1376600,1376600,0.516859,1.338,"Mar 12, 14",-0.007230888978472035
2014-03-13,39.2637,39.8964,39.2191,39.7538,1618300,1618300,0.597068,1.525,"Mar 13, 14",0.007907834054647504
2014-03-14,39.7538,40.1726,39.5756,40.0033,1247200,1247200,0.249516,0.628,"Mar 14, 14",0.014233594223402172
2014-03-17,40.0924,40.2439,39.8696,40.1726,1082900,1082900,0.169318,0.423,"Mar 17, 14",0.01852598378881357
2014-03-18,40.2528,40.3687,39.9855,40.3063,1009200,1009200,0.133671,0.333,"Mar 18, 14",0.02191577991932446
2014-03-19,40.3063,40.4043,39.4063,39.5756,1517500,1517500,-0.730735,-1.813,"Mar 19, 14",0.0033897961305110707
2014-03-20,39.4241,39.4241,38.9429,39.2548,1935100,1935100,-0.320813,-0.811,"Mar 20, 14",-0.004743686282861471
2014-03-21,39.433,39.9944,39.2904,39.5845,2046700,2046700,0.329722,0.84,"Mar 21, 14",0.0036154444892361076
2014-03-24,39.7003,39.9677,39.4686,39.8786,2232900,2232900,0.29408,0.743,"Mar 24, 14",0.011071981826433359
2014-03-25,39.9588,40.0746,39.6112,39.8964,1418500,1418500,0.017821,0.045,"Mar 25, 14",0.011523278543883613
2014-03-26,39.9409,40.1459,39.7182,39.7182,1429900,1429900,-0.178228,-0.447,"Mar 26, 14",0.007005240619747178
2014-03-27,39.7716,40.0835,39.6201,40.0568,1712700,1712700,0.338635,0.853,"Mar 27, 14",0.015590019750569973
2014-03-28,40.039,40.1726,39.8696,40.0568,1292300,1292300,0,0,"Mar 28, 14",0.015590019750569973
2014-03-31,40.2439,40.7162,40.0924,40.5469,1327100,1327100,0.490126,1.224,"Mar 31, 14",0.02801589172935391
2014-04-01,40.5558,40.5558,39.9944,40.1994,1762400,1762400,-0.347542,-0.857,"Apr 1, 14",0.0192054642398059
2014-04-02,40.1548,40.2261,39.8875,39.9855,1384600,1384600,-0.213879,-0.532,"Apr 2, 14",0.01378229750595192
2014-04-03,40.1103,40.2974,39.9588,40.0746,1035900,1035900,0.089117,0.223,"Apr 3, 14",0.016041316468020046
2014-04-04,40.1905,40.6806,40.1103,40.1815,1444300,1444300,0.106937,0.267,"Apr 4, 14",0.018751632147538607
2014-04-07,40.2172,40.7608,40.1726,40.1905,1435300,1435300,0.008908,0.022,"Apr 7, 14",0.018979815881080865
2014-04-08,40.0924,40.6628,39.834,40.5647,1642800,1642800,0.374282,0.931,"Apr 8, 14",0.028467188446804164
2014-04-09,40.6004,40.7519,40.0746,40.6004,1735400,1735400,0.035648,0.088,"Apr 9, 14",0.029372317256521712
2014-04-10,40.7786,40.9123,40.3063,40.4489,1232400,1232400,-0.151496,-0.373,"Apr 10, 14",0.02553122440856057
2014-04-11,40.4934,40.8232,40.3776,40.4934,1493700,1493700,0.044558,0.11,"Apr 11, 14",0.02665946620218611
2014-04-14,40.6628,40.8232,40.3954,40.6984,1868100,1868100,0.204962,0.506,"Apr 14, 14",0.031856984577315055
2014-04-15,40.7162,41.2866,40.6984,41.2776,1657600,1657600,0.579242,1.423,"Apr 15, 14",0.046541875518167304
2014-04-16,41.4024,41.5539,41.242,41.4737,1373800,1373800,0.196053,0.475,"Apr 16, 14",0.05151374553457121
2014-04-17,41.3668,41.5628,40.8053,40.9301,1435400,1435400,-0.543598,-1.311,"Apr 17, 14",0.03773144802861947
2014-04-21,40.8855,41.0549,40.4222,40.7341,1117200,1117200,-0.196053,-0.479,"Apr 21, 14",0.0327621133870326
2014-04-22,40.7341,40.9479,40.5202,40.8232,1220200,1220200,0.089117,0.219,"Apr 22, 14",0.03502113234910091
2014-04-23,40.8945,41.5004,40.8766,41.0816,1287300,1287300,0.258424,0.633,"Apr 23, 14",0.04157254087658061
2014-04-24,41.0638,41.4113,40.8053,41.3846,1460900,1460900,0.302993,0.738,"Apr 24, 14",0.049254726572502905
2014-04-25,41.4737,41.9014,41.4202,41.8569,1232300,1232300,0.472303,1.141,"Apr 25, 14",0.06122930183383677
2014-04-28,41.7499,42.2401,41.7499,42.1599,2126500,2126500,0.302991,0.724,"Apr 28, 14",0.06891148752975906
2014-04-29,42.1777,42.4183,41.8569,41.9816,2136500,2136500,-0.17823,-0.423,"Apr 29, 14",0.0643909142308054
2014-04-30,42.0529,42.2668,41.9371,42.1153,1677300,1677300,0.13367,0.318,"Apr 30, 14",0.06778071036131629
2014-05-01,42.3381,42.3381,41.6965,42.0262,1278900,1278900,-0.089115,-0.212,"May 1, 14",0.06552169139924817
2014-05-02,41.2242,41.7232,40.8321,40.9747,2165900,2165900,-1.0515,-2.502,"May 2, 14",0.038862225197062054
2014-05-05,41.046,41.6163,40.9836,41.545,1285100,1285100,0.570329,1.392,"May 5, 14",0.053321467779189266
2014-05-06,41.4381,41.5985,41.2598,41.3489,1162500,1162500,-0.19605,-0.472,"May 6, 14",0.04834959776278536
2014-05-07,41.447,41.946,41.3757,41.8836,1789500,1789500,0.534683,1.293,"May 7, 14",0.06190624691001206
2014-05-08,41.8747,42.0351,41.3133,41.4113,1251600,1251600,-0.472302,-1.128,"May 8, 14",0.04993167164867819
2014-05-09,41.3668,41.5272,40.7251,40.7875,1263000,1263000,-0.623801,-1.506,"May 9, 14",0.03411600353938336
2014-05-12,40.8766,40.9568,40.1905,40.235,1617100,1617100,-0.552505,-1.355,"May 12, 14",0.020108057674706407
2014-05-13,40.3419,40.6717,40.2439,40.4043,1194200,1194200,0.169314,0.421,"May 13, 14",0.024400447240117806
2014-05-14,40.5113,40.9479,40.3954,40.6717,1660100,1660100,0.26734,0.662,"May 14, 14",0.031180039501139765
2014-05-15,40.7073,40.8945,40.44,40.5202,998900,998900,-0.151491,-0.372,"May 15, 14",0.02733894665317862
2014-05-16,40.538,41.0103,40.4132,40.9747,2385800,2385800,0.454483,1.122,"May 16, 14",0.038862225197062054
2014-05-19,40.939,40.939,40.2617,40.333,1331400,1331400,-0.641623,-1.566,"May 19, 14",0.02259272499549975
2014-05-20,40.3241,40.6895,39.9498,40.2707,1600000,1600000,-0.062382,-0.155,"May 20, 14",0.021013186484423955
2014-05-21,40.3776,40.4756,40.0924,40.3419,1341700,1341700,0.071293,0.177,"May 21, 14",0.022818373354224968
2014-05-22,40.3063,40.6806,40.235,40.538,878100,878100,0.196052,0.486,"May 22, 14",0.027790243370628697
2014-05-23,40.5558,40.6449,40.2974,40.3063,744100,744100,-0.231698,-0.572,"May 23, 14",0.02191577991932446
2014-05-27,40.6004,40.6984,40.2617,40.2974,1481700,1481700,-0.00891,-0.022,"May 27, 14",0.021690131560599426
2014-05-28,40.0033,40.235,39.9677,40.2172,1114600,1114600,-0.080203,-0.199,"May 28, 14",0.019656760957256155
2014-05-29,40.2707,40.3598,39.8964,40.1281,1739200,1739200,-0.089115,-0.222,"May 29, 14",0.017397741995188027
2014-05-30,40.1637,40.4934,40.1192,40.4578,1638600,1638600,0.329725,0.822,"May 30, 14",0.025756872767285607
2014-06-02,40.4311,40.5647,40.3241,40.4043,831800,831800,-0.053471,-0.132,"Jun 2, 14",0.024400447240117806
2014-06-03,40.2974,40.5469,40.2172,40.3954,902600,902600,-0.008911,-0.022,"Jun 3, 14",0.02417479888139277
2014-06-04,40.3241,40.3776,40.1103,40.3419,650700,650700,-0.053469,-0.132,"Jun 4, 14",0.022818373354224968
2014-06-05,40.2261,40.7251,40.2261,40.636,787600,787600,0.294075,0.729,"Jun 5, 14",0.03027491069142222
2014-06-06,40.7875,40.9034,40.4934,40.5291,975600,975600,-0.106934,-0.263,"Jun 6, 14",0.02756459501190366
2014-06-09,40.4132,40.5469,40.1281,40.2528,1320100,1320100,-0.276256,-0.682,"Jun 9, 14",0.02055935439215666
2014-06-10,40.2885,40.3241,40.0924,40.2439,1110800,1110800,-0.008912,-0.022,"Jun 10, 14",0.020333706033431445
2014-06-11,40.1905,40.3152,39.7894,39.7984,1125700,1125700,-0.445571,-1.107,"Jun 11, 14",0.009038611223090269
2014-06-12,39.8162,40.2261,39.4597,40.1637,1395400,1395400,0.36537,0.918,"Jun 12, 14",0.018300335430088355
2014-06-13,40.1548,40.538,39.9231,40.4222,1078800,1078800,0.25843,0.643,"Jun 13, 14",0.0248542793323851
2014-06-16,40.3241,41.0638,40.3241,40.7786,1242700,1242700,0.356457,0.882,"Jun 16, 14",0.033890355180658145
