date,high,low,close,volume,unadjustedVolume,change,changePercent,label,changeOverTime
2016-12-15,3.1,3.1,3.1,100,100,0.06,1.974,"Dec 15, 16",76.5
2016-12-16,3.1,3.1,3.1,8000,8000,0,0,"Dec 16, 16",76.5
2016-12-19,3.5,3,3.0425,13660,13660,-0.0575,-1.855,"Dec 19, 16",75.0625
2016-12-20,3.25,3.2499,3.25,3100,3100,0.2075,6.82,"Dec 20, 16",80.25
2016-12-21,3.2,2.01,2.01,8150,8150,-1.24,-38.154,"Dec 21, 16",49.24999999999999
2016-12-22,3,2.5,2.5,4329,4329,0.49,24.378,"Dec 22, 16",61.5
2016-12-23,2.75,2.75,2.75,3700,3700,0.25,10,"Dec 23, 16",67.75
2016-12-27,2.51,1.01,1.22,19302,19302,-1.53,-55.636,"Dec 27, 16",29.499999999999996
2016-12-28,2,1.01,1.7,98525,98525,0.48,39.344,"Dec 28, 16",41.5
2016-12-29,3.1,1.7999,3.05,231308,231308,1.35,79.412,"Dec 29, 16",75.25
2016-12-30,4.2,2.85,3.75,72801,72801,0.7,22.951,"Dec 30, 16",92.75
2017-01-03,3.85,3.5,3.61,1870,1870,-0.14,-3.733,"Jan 3, 17",89.25
2017-01-04,3.01,3.01,3.01,174,174,-0.6,-16.62,"Jan 4, 17",74.24999999999999
2017-01-05,3.25,3.01,3.01,1425,1425,0,0,"Jan 5, 17",74.24999999999999
2017-01-06,3.25,3.25,3.25,1200,1200,0.24,7.973,"Jan 6, 17",80.25
2017-01-10,3.01,3.01,3.01,100,100,-0.24,-7.385,"Jan 10, 17",74.24999999999999
2017-01-11,3.05,2.01,2.01,10240,10240,-1,-33.223,"Jan 11, 17",49.24999999999999
2017-01-12,2.27,2.01,2.01,1275,1275,0,0,"Jan 12, 17",49.24999999999999
2017-01-17,2.08,2.05,2.05,699,699,0.04,1.99,"Jan 17, 17",50.24999999999999
2017-01-18,2.03,2.03,2.03,1300,1300,-0.02,-0.976,"Jan 18, 17",49.74999999999999
2017-01-19,,,2.03,25,25,0,0,"Jan 19, 17",49.74999999999999
2017-01-20,2.06,2.06,2.06,281,281,0.03,1.478,"Jan 20, 17",50.5
2017-01-23,2.06,2.01,2.01,500,500,-0.05,-2.427,"Jan 23, 17",49.24999999999999
2017-01-24,2.15,2.15,2.15,5000,5000,0.14,6.965,"Jan 24, 17",52.74999999999999
2017-01-25,2.15,2.1499,2.15,6100,6100,0,0,"Jan 25, 17",52.74999999999999
2017-01-27,2.43,2.15,2.24,2550,2550,0.09,4.186,"Jan 27, 17",55
2017-01-30,2.5,2.4,2.5,2000,2000,0.26,11.607,"Jan 30, 17",61.5
2017-01-31,2.5,2.4999,2.5,4042,4042,0,0,"Jan 31, 17",61.5
2017-02-01,2.5,2.35,2.35,8360,8360,-0.15,-6,"Feb 1, 17",57.75
2017-02-02,2.4,2.4,2.4,1500,1500,0.05,2.128,"Feb 2, 17",58.99999999999999
2017-02-03,2.4,2.3,2.4,73796,73796,0,0,"Feb 3, 17",58.99999999999999
2017-02-07,2.5,2.31,2.31,1300,1300,-0.09,-3.75,"Feb 7, 17",56.75
2017-02-08,,,2.31,8,8,0,0,"Feb 8, 17",56.75
2017-02-09,2.5,2.4,2.45,5100,5100,0.14,6.061,"Feb 9, 17",60.25
2017-02-10,2.5,2.475,2.5,8129,8129,0.05,2.041,"Feb 10, 17",61.5
2017-02-15,3.99,3.1,3.45,2485,2485,0.95,38,"Feb 15, 17",85.25
2017-02-16,3.45,3.2,3.2,1888,1888,-0.25,-7.246,"Feb 16, 17",79
2017-02-17,3.09,3,3,2200,2200,-0.2,-6.25,"Feb 17, 17",74
2017-02-21,3,2.9,2.9,18515,18515,-0.1,-3.333,"Feb 21, 17",71.5
2017-02-22,2.9,2.9,2.9,1405,1405,0,0,"Feb 22, 17",71.5
2017-02-23,2.97,2.9,2.9,1024,1024,0,0,"Feb 23, 17",71.5
2017-02-27,3,2.705,3,6045,6045,0.1,3.448,"Feb 27, 17",74
2017-02-28,3,2.975,3,4300,4300,0,0,"Feb 28, 17",74
2017-03-01,2.95,2.95,2.95,100,100,-0.05,-1.667,"Mar 1, 17",72.75
2017-03-02,2.9,2.9,2.9,1100,1100,-0.05,-1.695,"Mar 2, 17",71.5
2017-03-03,2.9,2.9,2.9,500,500,0,0,"Mar 3, 17",71.5
2017-03-06,3.05,2.9,3,10700,10700,0.1,3.448,"Mar 6, 17",74
2017-03-07,2.95,2.95,2.95,1311,1311,-0.05,-1.667,"Mar 7, 17",72.75
2017-03-08,2.95,2.95,2.95,1400,1400,0,0,"Mar 8, 17",72.75
2017-03-09,2.8,2.75,2.75,2455,2455,-0.2,-6.78,"Mar 9, 17",67.75
2017-03-13,2.94,2.94,2.94,100,100,0.19,6.909,"Mar 13, 17",72.5
2017-03-15,2.75,2.75,2.75,100,100,-0.19,-6.463,"Mar 15, 17",67.75
2017-03-20,2.75,2.65,2.65,2755,2755,-0.1,-3.636,"Mar 20, 17",65.25
2017-03-21,2.205,2.145,2.205,600,600,-0.445,-16.792,"Mar 21, 17",54.125
2017-03-22,2.95,2.325,2.75,3645,3645,0.545,24.717,"Mar 22, 17",67.75
2017-03-23,2.8,2.75,2.8,2200,2200,0.05,1.818,"Mar 23, 17",69
2017-03-24,2.95,2.85,2.95,1357,1357,0.15,5.357,"Mar 24, 17",72.75
2017-03-27,2.95,2.95,2.95,6120,6120,0,0,"Mar 27, 17",72.75
2017-03-29,3.55,2.65,3.25,62819,62819,0.3,10.169,"Mar 29, 17",80.25
2017-03-30,3.25,3,3.25,30249,30249,0,0,"Mar 30, 17",80.25
2017-03-31,3.25,2.88,2.88,17145,17145,-0.37,-11.385,"Mar 31, 17",71
2017-04-03,3.01,3.01,3.01,110,110,0.13,4.514,"Apr 3, 17",74.24999999999999
2017-04-04,3.02,2.89,3.02,1251,1251,0.01,0.332,"Apr 4, 17",74.5
2017-04-05,3.01,2.9,2.91,72198,72198,-0.11,-3.642,"Apr 5, 17",71.75
2017-04-06,2.9,2.85,2.85,10000,10000,-0.06,-2.062,"Apr 6, 17",70.25
2017-04-07,3.01,2.87,3.01,300,300,0.16,5.614,"Apr 7, 17",74.24999999999999
2017-04-11,3.24,3.2,3.2,3300,3300,0.19,6.312,"Apr 11, 17",79
2017-04-12,3.25,3.24,3.25,3700,3700,0.05,1.562,"Apr 12, 17",80.25
2017-04-17,3.5,3.25,3.25,1627,1627,0,0,"Apr 17, 17",80.25
2017-04-20,3.5,3.5,3.5,2654,2654,0.25,7.692,"Apr 20, 17",86.5
2017-04-21,3.5,3.5,3.5,1100,1100,0,0,"Apr 21, 17",86.5
2017-04-24,3.5,3.5,3.5,100,100,0,0,"Apr 24, 17",86.5
2017-04-25,3.2,3.05,3.05,250,250,-0.45,-12.857,"Apr 25, 17",75.25
2017-04-26,3.1,3.1,3.1,163,163,0.05,1.639,"Apr 26, 17",76.5
2017-05-01,3.19,3.1,3.19,465,465,0.09,2.903,"May 1, 17",78.75
2017-05-02,3.19,3.19,3.19,400,400,0,0,"May 2, 17",78.75
2017-05-03,,,3.19,20,20,0,0,"May 3, 17",78.75
2017-05-08,3.25,3.1,3.25,38023,38023,0.06,1.881,"May 8, 17",80.25
2017-05-10,3.49,3.35,3.49,300,300,0.24,7.385,"May 10, 17",86.25
2017-05-11,3.4,3.4,3.4,500,500,-0.09,-2.579,"May 11, 17",84
2017-05-12,3.4,3.3,3.3,3200,3200,-0.1,-2.941,"May 12, 17",81.5
2017-05-15,3.3,3.3,3.3,300,300,0,0,"May 15, 17",81.5
2017-05-18,3,3,3,1500,1500,-0.3,-9.091,"May 18, 17",74
2017-05-19,3,2.95,2.95,1676,1676,-0.05,-1.667,"May 19, 17",72.75
2017-05-22,3,3,3,2170,2170,0.05,1.695,"May 22, 17",74
2017-05-23,3,2.91,2.91,1250,1250,-0.09,-3,"May 23, 17",71.75
2017-05-24,2.92,2.9,2.9,200,200,-0.01,-0.344,"May 24, 17",71.5
2017-05-25,2.8,2.8,2.8,1251,1251,-0.1,-3.448,"May 25, 17",69
2017-05-30,2.8,2.8,2.8,500,500,0,0,"May 30, 17",69
2017-05-31,2.8,2.8,2.8,105,105,0,0,"May 31, 17",69
2017-06-02,3,3,3,600,600,0.2,7.143,"Jun 2, 17",74
2017-06-05,2.8501,2.63,2.63,800,800,-0.37,-12.333,"Jun 5, 17",64.75
2017-06-07,2.65,2.65,2.65,167,167,0.02,0.76,"Jun 7, 17",65.25
2017-06-08,3,3,3,600,600,0.35,13.208,"Jun 8, 17",74
2017-06-09,3.5,2.65,3.5,60404,60404,0.5,16.667,"Jun 9, 17",86.5
2017-06-12,3.5499,3.5,3.5,1212,1212,0,0,"Jun 12, 17",86.5
2017-06-13,3.4,3.4,3.4,200,200,-0.1,-2.857,"Jun 13, 17",84
2017-06-14,3.35,3.35,3.35,350,350,-0.05,-1.471,"Jun 14, 17",82.75
2017-06-15,3,2.66,2.66,6630,6630,-0.69,-20.597,"Jun 15, 17",65.5
2017-06-16,3,3,3,180,180,0.34,12.782,"Jun 16, 17",74
2017-06-19,3,3,3,1600,1600,0,0,"Jun 19, 17",74
2017-06-20,3,2.67,2.67,3037,3037,-0.33,-11,"Jun 20, 17",65.75
2017-06-22,2.65,2.65,2.65,475,475,-0.02,-0.749,"Jun 22, 17",65.25
2017-06-23,3,3,3,100,100,0.35,13.208,"Jun 23, 17",74
2017-06-26,3,2.975,3,500,500,0,0,"Jun 26, 17",74
2017-06-27,2.95,2.95,2.95,1000,1000,-0.05,-1.667,"Jun 27, 17",72.75
2017-06-28,,,2.95,90,90,0,0,"Jun 28, 17",72.75
2017-06-29,3,3,3,2140,2140,0.05,1.695,"Jun 29, 17",74
2017-06-30,3,3,3,750,750,0,0,"Jun 30, 17",74
2017-07-03,3,2.9425,3,450,450,0,0,"Jul 3, 17",74
2017-07-05,,,3,103,103,0,0,"Jul 5, 17",74
2017-07-06,3,3,3,1000,1000,0,0,"Jul 6, 17",74
2017-07-10,3,2.75,2.75,3500,3500,-0.25,-8.333,"Jul 10, 17",67.75
2017-07-13,2.75,2.65,2.65,2043,2043,-0.1,-3.636,"Jul 13, 17",65.25
2017-07-17,2.7,2.7,2.7,3000,3000,0.05,1.887,"Jul 17, 17",66.5
2017-07-19,2.7,2.7,2.7,5000,5000,0,0,"Jul 19, 17",66.5
2017-07-20,2.7,2.7,2.7,1000,1000,0,0,"Jul 20, 17",66.5
2017-07-27,4,2.8,3.9,34516,34516,1.2,44.444,"Jul 27, 17",96.5
2017-07-28,4.5,3.85,4,15670,15670,0.1,2.564,"Jul 28, 17",99
2017-07-31,4.4947,3.998,4.2501,8700,8700,0.2501,6.252,"Jul 31, 17",105.2525
2017-08-01,4.5251,4.25,4.3115,29451,29451,0.0614,1.445,"Aug 1, 17",106.7875
2017-08-02,4.47,4.47,4.47,125,125,0.1585,3.676,"Aug 2, 17",110.74999999999999
2017-08-03,4.47,4.47,4.47,204,204,0,0,"Aug 3, 17",110.74999999999999
2017-08-04,4.47,4.47,4.47,139,139,0,0,"Aug 4, 17",110.74999999999999
2017-08-07,4.5,4.02,4.08,26575,26575,-0.39,-8.725,"Aug 7, 17",101
2017-08-08,4.5,4,4.25,23024,23024,0.17,4.167,"Aug 8, 17",105.25
2017-08-09,4.5,3.92,4.35,16807,16807,0.1,2.353,"Aug 9, 17",107.74999999999999
2017-08-10,4.51,4.02,4.51,7224,7224,0.16,3.678,"Aug 10, 17",111.74999999999999
2017-08-11,4.51,4.38,4.4,14973,14973,-0.11,-2.439,"Aug 11, 17",109
2017-08-14,4.95,4.4,4.4,15130,15130,0,0,"Aug 14, 17",109
2017-08-15,5.25,4.66,5.15,33600,33600,0.75,17.045,"Aug 15, 17",127.75
2017-08-16,6.56,5.2,6.11,190005,190005,0.96,18.641,"Aug 16, 17",151.75
2017-08-17,6.4826,6,6.23,30248,30248,0.12,1.964,"Aug 17, 17",154.75
2017-08-18,6.7016,6.1,6.45,53515,53515,0.22,3.531,"Aug 18, 17",160.25
2017-08-21,6.5,6.315,6.5,14770,14770,0.05,0.775,"Aug 21, 17",161.5
2017-08-22,6.5,6.25,6.5,16642,16642,0,0,"Aug 22, 17",161.5
2017-08-23,6.5,6.25,6.39,27174,27174,-0.11,-1.692,"Aug 23, 17",158.75
2017-08-24,6.5,6.0346,6.35,9589,9589,-0.04,-0.626,"Aug 24, 17",157.75
2017-08-25,6.4,5.58,5.84,44616,44616,-0.51,-8.031,"Aug 25, 17",145
2017-08-28,6.1868,5.4,5.49,13840,13840,-0.35,-5.993,"Aug 28, 17",136.25
2017-08-29,5.83,5.08,5.08,18311,18311,-0.41,-7.468,"Aug 29, 17",126
2017-08-30,5.61,4.9,5.16,11345,11345,0.08,1.575,"Aug 30, 17",128
2017-08-31,6.43,5.2,6.43,12791,12791,1.27,24.612,"Aug 31, 17",159.75
2017-09-01,6.52,5.24,5.68,12988,12988,-0.75,-11.664,"Sep 1, 17",141
2017-09-05,7.5,5.53,7.5,59443,59443,1.82,32.042,"Sep 5, 17",186.5
2017-09-06,8.9861,6.58,8.95,183845,183845,1.45,19.333,"Sep 6, 17",222.75
2017-09-07,9.5,8.3501,9.475,194763,194763,0.525,5.866,"Sep 7, 17",235.875
2017-09-08,9.5,8.6847,8.85,81824,81824,-0.625,-6.596,"Sep 8, 17",220.25
2017-09-11,9.5,7.26,8.45,149833,149833,-0.4,-4.52,"Sep 11, 17",210.25
2017-09-12,9,7.2601,8.03,98034,98034,-0.42,-4.97,"Sep 12, 17",199.74999999999997
2017-09-13,8.65,6.67,6.89,103154,103154,-1.14,-14.197,"Sep 13, 17",171.25
2017-09-14,7.56,6.5,6.9,70560,70560,0.01,0.145,"Sep 14, 17",171.5
2017-09-15,7.1099,6.12,6.21,198136,198136,-0.69,-10,"Sep 15, 17",154.25
2017-09-18,6.8798,6,6.2,145711,145711,-0.01,-0.161,"Sep 18, 17",154
2017-09-19,6.46,5.7,5.7,104833,104833,-0.5,-8.065,"Sep 19, 17",141.5
2017-09-20,5.93,5.3,5.5,157399,157399,-0.2,-3.509,"Sep 20, 17",136.5
2017-09-21,5.569,5.24,5.4,19561,19561,-0.1,-1.818,"Sep 21, 17",134
2017-09-22,5.6414,5.2001,5.32,37742,37742,-0.08,-1.481,"Sep 22, 17",132
2017-09-25,5.77,5.13,5.18,42883,42883,-0.14,-2.632,"Sep 25, 17",128.5
2017-09-26,5.35,5.12,5.14,49243,49243,-0.04,-0.772,"Sep 26, 17",127.49999999999999
2017-09-27,5.4,5.04,5.16,37982,37982,0.02,0.389,"Sep 27, 17",128
2017-09-28,5.5,4.85,5,94426,94426,-0.16,-3.101,"Sep 28, 17",124
2017-09-29,5.3,4.8,5.28,56162,56162,0.28,5.6,"Sep 29, 17",131
2017-10-02,6.25,5.3,5.9,77432,77432,0.62,11.742,"Oct 2, 17",146.5
2017-10-03,7.1169,5.9484,6.5,179516,179516,0.6,10.169,"Oct 3, 17",161.5
2017-10-04,6.82,5.93,5.93,34889,34889,-0.57,-8.769,"Oct 4, 17",147.25
2017-10-05,5.92,5.5,5.68,44731,44731,-0.25,-4.216,"Oct 5, 17",141
2017-10-06,5.91,5.2,5.205,44804,44804,-0.475,-8.363,"Oct 6, 17",129.125
2017-10-09,5.49,4.85,4.99,75589,75589,-0.215,-4.131,"Oct 9, 17",123.75
2017-10-10,5.1,4.9255,4.94,26613,26613,-0.05,-1.002,"Oct 10, 17",122.5
2017-10-11,5.05,4.81,4.94,31850,31850,0,0,"Oct 11, 17",122.5
2017-10-12,4.97,4.51,4.61,61122,61122,-0.33,-6.68,"Oct 12, 17",114.25
2017-10-13,4.58,4.28,4.39,70963,70963,-0.22,-4.772,"Oct 13, 17",108.74999999999999
2017-10-16,4.44,4.09,4.19,63628,63628,-0.2,-4.556,"Oct 16, 17",103.75
2017-10-17,4.2,4.02,4.17,64968,64968,-0.02,-0.477,"Oct 17, 17",103.25
2017-10-18,4.18,3.85,3.91,83322,83322,-0.26,-6.235,"Oct 18, 17",96.75
2017-10-19,4.85,3.95,4.28,580982,580982,0.37,9.463,"Oct 19, 17",106
2017-10-20,4.24,3.96,4,80090,80090,-0.28,-6.542,"Oct 20, 17",99
2017-10-23,4.0926,3.9001,4.02,45588,45588,0.02,0.5,"Oct 23, 17",99.49999999999999
2017-10-24,4.025,3.924,3.98,49155,49155,-0.04,-0.995,"Oct 24, 17",98.5
2017-10-25,4.28,4.1,4.15,91417,91417,0.17,4.271,"Oct 25, 17",102.75
2017-10-26,4.14,3.9101,3.98,30327,30327,-0.17,-4.096,"Oct 26, 17",98.5
2017-10-27,4.05,3.91,4.05,40086,40086,0.07,1.759,"Oct 27, 17",100.24999999999999
2017-10-30,4.2,4,4.1,93007,93007,0.05,1.235,"Oct 30, 17",101.49999999999999
2017-10-31,4.0819,4,4.06,55819,55819,-0.04,-0.976,"Oct 31, 17",100.49999999999999
2017-11-01,4.1,3.701,3.81,61374,61374,-0.25,-6.158,"Nov 1, 17",94.25
2017-11-02,3.98,3.484,3.61,55964,55964,-0.2,-5.249,"Nov 2, 17",89.25
2017-11-03,4.1,3.61,4.05,100969,100969,0.44,12.188,"Nov 3, 17",100.24999999999999
2017-11-06,4.75,4.11,4.25,301192,301192,0.2,4.938,"Nov 6, 17",105.25
2017-11-07,4.64,3.508,4.025,147733,147733,-0.225,-5.294,"Nov 7, 17",99.625
2017-11-08,4.4701,3.9,3.91,78419,78419,-0.115,-2.857,"Nov 8, 17",96.75
2017-11-09,4.1,3.66,4,209146,209146,0.09,2.302,"Nov 9, 17",99
2017-11-10,4.1,3.99,4,318114,318114,0,0,"Nov 10, 17",99
2017-11-13,4.1,3.98,3.99,36857,36857,-0.01,-0.25,"Nov 13, 17",98.75
2017-11-14,4,3.67,3.68,185444,185444,-0.31,-7.769,"Nov 14, 17",91
2017-11-15,3.87,3.62,3.65,49191,49191,-0.03,-0.815,"Nov 15, 17",90.25
2017-11-16,3.8141,3.57,3.72,165424,165424,0.07,1.918,"Nov 16, 17",92
2017-11-17,4.599,3.87,4,559051,559051,0.28,7.527,"Nov 17, 17",99
2017-11-20,4.15,3.86,3.99,110493,110493,-0.01,-0.25,"Nov 20, 17",98.75
2017-11-21,4.1,3.94,4.02,73059,73059,0.03,0.752,"Nov 21, 17",99.49999999999999
2017-11-22,4.1,3.96,4.1,95912,95912,0.08,1.99,"Nov 22, 17",101.49999999999999
2017-11-24,4.1,3.97,4.01,30401,30401,-0.09,-2.195,"Nov 24, 17",99.24999999999999
2017-11-27,4.2,4,4.03,84959,84959,0.02,0.499,"Nov 27, 17",99.75
2017-11-28,4.1,3.89,4.08,413670,413670,0.05,1.241,"Nov 28, 17",101
2017-11-29,4.08,3.84,3.88,51593,51593,-0.2,-4.902,"Nov 29, 17",96
2017-11-30,4.05,3.7,4,69697,69697,0.12,3.093,"Nov 30, 17",99
2017-12-01,3.981,3.85,3.9,21952,21952,-0.1,-2.5,"Dec 1, 17",96.5
2017-12-04,3.94,3.7,3.78,103783,103783,-0.12,-3.077,"Dec 4, 17",93.49999999999999
2017-12-05,3.79,3.6,3.6,41915,41915,-0.18,-4.762,"Dec 5, 17",89
2017-12-06,3.99,3.5688,3.89,298794,298794,0.29,8.056,"Dec 6, 17",96.25
2017-12-07,4.01,3.7,3.89,55785,55785,0,0,"Dec 7, 17",96.25
2017-12-08,3.97,3.67,3.84,50302,50302,-0.05,-1.285,"Dec 8, 17",95
2017-12-11,3.85,3.545,3.65,68175,68175,-0.19,-4.948,"Dec 11, 17",90.25
2017-12-12,3.666,3.39,3.49,55618,55618,-0.16,-4.384,"Dec 12, 17",86.25
2017-12-13,3.9,3.2,3.25,128493,128493,-0.24,-6.877,"Dec 13, 17",80.25
2017-12-14,3.599,3.28,3.3,56270,56270,0.05,1.538,"Dec 14, 17",81.5
2017-12-15,4,3.37,3.64,294687,294687,0.34,10.303,"Dec 15, 17",90
2017-12-18,4.8,3.6658,4.23,347531,347531,0.59,16.209,"Dec 18, 17",104.75000000000001
2017-12-19,5.81,4.11,5.1,474390,474390,0.87,20.567,"Dec 19, 17",126.49999999999999
2017-12-20,7,5.21,7,514418,514418,1.9,37.255,"Dec 20, 17",174
2017-12-21,8.3,6.5,7.3,805736,805736,0.3,4.286,"Dec 21, 17",181.5
2017-12-22,7.27,6.7,6.8,140830,140830,-0.5,-6.849,"Dec 22, 17",169
2017-12-26,7,6.4,6.55,44293,44293,-0.25,-3.676,"Dec 26, 17",162.75
2017-12-27,6.72,6.32,6.64,89871,89871,0.09,1.374,"Dec 27, 17",165
2017-12-28,6.7,6.12,6.16,65433,65433,-0.48,-7.229,"Dec 28, 17",153
2017-12-29,6.7,6.1,6.38,171615,171615,0.22,3.571,"Dec 29, 17",158.5
2018-01-02,6.7,6.29,6.53,116411,116411,0.15,2.351,"Jan 2, 18",162.25
2018-01-03,6.78,6.34,6.71,155654,155654,0.18,2.757,"Jan 3, 18",166.75
2018-01-04,7.35,6.84,6.91,119088,119088,0.2,2.981,"Jan 4, 18",171.75
2018-01-05,7.14,6.76,6.93,61159,61159,0.02,0.289,"Jan 5, 18",172.25
2018-01-08,6.88,6.25,6.34,116473,116473,-0.59,-8.514,"Jan 8, 18",157.5
2018-01-09,7.11,6.35,6.74,116104,116104,0.4,6.309,"Jan 9, 18",167.5
2018-01-10,6.82,6.55,6.74,120917,120917,0,0,"Jan 10, 18",167.5
2018-01-11,7.25,6.73,6.91,164498,164498,0.17,2.522,"Jan 11, 18",171.75
2018-01-12,6.92,6.42,6.69,50574,50574,-0.22,-3.184,"Jan 12, 18",166.25
2018-01-16,6.95,6.673,6.81,115043,115043,0.12,1.794,"Jan 16, 18",169.25
2018-01-17,7,5.9001,7,305570,305570,0.19,2.79,"Jan 17, 18",174
2018-01-18,7,6.06,6.15,253245,253245,-0.85,-12.143,"Jan 18, 18",152.75
2018-01-19,7,5.95,6.09,647498,647498,-0.06,-0.976,"Jan 19, 18",151.25
2018-01-22,6.21,5.81,6.08,179261,179261,-0.01,-0.164,"Jan 22, 18",151
2018-01-23,6.05,5.1,5.15,332496,332496,-0.93,-15.296,"Jan 23, 18",127.75
2018-01-24,5.36,4.73,5.32,346662,346662,0.17,3.301,"Jan 24, 18",132
2018-01-25,5.3245,4.92,5.16,88803,88803,-0.16,-3.008,"Jan 25, 18",128
2018-01-26,5.1,4.91,5.01,47198,47198,-0.15,-2.907,"Jan 26, 18",124.24999999999999
2018-01-29,5.0972,4.8,4.82,113524,113524,-0.19,-3.792,"Jan 29, 18",119.5
2018-01-30,4.98,4.45,4.48,154895,154895,-0.34,-7.054,"Jan 30, 18",111.00000000000001
2018-01-31,4.621,4.24,4.36,163988,163988,-0.12,-2.679,"Jan 31, 18",108
2018-02-01,4.35,4.21,4.22,99715,99715,-0.14,-3.211,"Feb 1, 18",104.49999999999999
2018-02-02,4.625,4.01,4.42,215357,215357,0.2,4.739,"Feb 2, 18",109.5
2018-02-05,4.5,4.06,4.21,169045,169045,-0.21,-4.751,"Feb 5, 18",104.25
2018-02-06,4.23,3.911,4.07,217260,217260,-0.14,-3.325,"Feb 6, 18",100.75
2018-02-07,4.3,4.04,4.24,113450,113450,0.17,4.177,"Feb 7, 18",105
2018-02-08,4.548,4.09,4.09,154903,154903,-0.15,-3.538,"Feb 8, 18",101.25
2018-02-09,4.17,3.9,3.99,88321,88321,-0.1,-2.445,"Feb 9, 18",98.75
2018-02-12,3.99,3.55,3.66,153423,153423,-0.33,-8.271,"Feb 12, 18",90.5
2018-02-13,3.75,3.5587,3.65,62549,62549,-0.01,-0.273,"Feb 13, 18",90.25
2018-02-14,3.69,3.36,3.41,193036,193036,-0.24,-6.575,"Feb 14, 18",84.25
2018-02-15,3.59,3.37,3.56,163628,163628,0.15,4.399,"Feb 15, 18",88
2018-02-16,3.55,3.27,3.5,161621,161621,-0.06,-1.685,"Feb 16, 18",86.5
2018-02-20,3.51,3.33,3.43,45371,45371,-0.07,-2,"Feb 20, 18",84.75
2018-02-21,3.4824,3.31,3.37,55531,55531,-0.06,-1.749,"Feb 21, 18",83.25
2018-02-22,3.55,3.41,3.52,85539,85539,0.15,4.451,"Feb 22, 18",87
2018-02-23,3.75,3.54,3.66,122638,122638,0.14,3.977,"Feb 23, 18",90.5
2018-02-26,3.98,3.7,3.88,216067,216067,0.22,6.011,"Feb 26, 18",96
2018-02-27,3.57,3.3,3.48,357079,357079,-0.4,-10.309,"Feb 27, 18",86
2018-02-28,3.365,3.03,3.08,777013,777013,-0.4,-11.494,"Feb 28, 18",76
2018-03-01,3.24,2.76,2.77,1550080,1550080,-0.31,-10.065,"Mar 1, 18",68.25
2018-03-02,2.4699,2.22,2.29,4465528,4465528,-0.48,-17.329,"Mar 2, 18",56.25
2018-03-05,2.62,2.34,2.5,994405,994405,0.21,9.17,"Mar 5, 18",61.5
2018-03-06,2.78,2.5,2.71,645953,645953,0.21,8.4,"Mar 6, 18",66.75
2018-03-07,2.84,2.6,2.71,321934,321934,0,0,"Mar 7, 18",66.75
2018-03-08,2.85,2.57,2.63,280078,280078,-0.08,-2.952,"Mar 8, 18",64.75
2018-03-09,2.75,2.55,2.68,323636,323636,0.05,1.901,"Mar 9, 18",66
2018-03-12,2.75,2.48,2.53,198268,198268,-0.15,-5.597,"Mar 12, 18",62.24999999999999
2018-03-13,2.52,2.36,2.42,196345,196345,-0.11,-4.348,"Mar 13, 18",59.49999999999999
2018-03-14,2.88,2.25,2.41,1145542,1145542,-0.01,-0.413,"Mar 14, 18",59.25
2018-03-15,2.3806,2.21,2.32,446524,446524,-0.09,-3.734,"Mar 15, 18",56.99999999999999
2018-03-16,2.38,2.22,2.31,154059,154059,-0.01,-0.431,"Mar 16, 18",56.75
2018-03-19,2.34,2.15,2.25,250845,250845,-0.06,-2.597,"Mar 19, 18",55.25
2018-03-20,2.25,2.08,2.15,326426,326426,-0.1,-4.444,"Mar 20, 18",52.74999999999999
2018-03-21,2.2382,2.05,2.12,194421,194421,-0.03,-1.395,"Mar 21, 18",52
2018-03-22,2.315,2.09,2.25,428126,428126,0.13,6.132,"Mar 22, 18",55.25
2018-03-23,2.439,2.2,2.29,213160,213160,0.04,1.778,"Mar 23, 18",56.25
2018-03-26,2.369,2.19,2.28,205349,205349,-0.01,-0.437,"Mar 26, 18",55.99999999999999
2018-03-27,2.3375,2.16,2.29,322393,322393,0.01,0.439,"Mar 27, 18",56.25
2018-03-28,2.31,2.2,2.28,194561,194561,-0.01,-0.437,"Mar 28, 18",55.99999999999999
2018-03-29,2.29,2.16,2.23,170580,170580,-0.05,-2.193,"Mar 29, 18",54.75
2018-04-02,2.27,2.15,2.2,110970,110970,-0.03,-1.345,"Apr 2, 18",54
2018-04-03,2.2482,2.01,2.05,242629,242629,-0.15,-6.818,"Apr 3, 18",50.24999999999999
2018-04-04,2.2,2.04,2.18,149239,149239,0.13,6.341,"Apr 4, 18",53.5
2018-04-05,2.25,2.0732,2.13,48587,48587,-0.05,-2.294,"Apr 5, 18",52.24999999999999
2018-04-06,2.2,2.09,2.11,178856,178856,-0.02,-0.939,"Apr 6, 18",51.74999999999999
2018-04-09,2.18,2.08,2.1,73228,73228,-0.01,-0.474,"Apr 9, 18",51.5
2018-04-10,2.17,2.06,2.11,298563,298563,0.01,0.476,"Apr 10, 18",51.74999999999999
2018-04-11,2.18,2.08,2.12,105250,105250,0.01,0.474,"Apr 11, 18",52
2018-04-12,2.18,2.09,2.15,98494,98494,0.03,1.415,"Apr 12, 18",52.74999999999999
2018-04-13,2.28,2.14,2.18,101897,101897,0.03,1.395,"Apr 13, 18",53.5
2018-04-16,2.3,2.17,2.19,116066,116066,0.01,0.459,"Apr 16, 18",53.75
2018-04-17,2.1994,2.11,2.12,46892,46892,-0.07,-3.196,"Apr 17, 18",52
