date,open,high,low,close,volume,unadjustedVolume,change,changePercent,label,changeOverTime
"2015-03-20,53.5323,54.3664,53.2122,54.0851,137767165,137767165,0.552879,1.033,""Mar 20, 15"",1.9293300764218744"
"2015-03-23,53.8038,54.25,52.7369,52.7611,19042013,19042013,-1.324,-2.448,""Mar 23, 15"",1.8576202520676148"
"2015-03-24,52.4168,52.7757,52.0482,52.3101,11940800,11940800,-0.451031,-0.855,""Mar 24, 15"",1.833193416128211"
"2015-03-25,52.0094,52.1646,50.3702,50.4478,14237851,14237851,-1.8623,-3.56,""Mar 25, 15"",1.732328456993062"
"2015-03-26,49.3129,50.1325,48.7406,49.7251,14242731,14242731,-0.722622,-1.432,""Mar 26, 15"",1.6931859418413824"
"2015-03-27,49.8367,51.2625,49.8367,51.0782,9003971,9003971,1.3531,2.721,""Mar 27, 15"",1.766471865809471"
"2015-03-30,51.6408,52.2228,51.4565,52.0288,8167282,8167282,0.950564,1.861,""Mar 30, 15"",1.8179577865278689"
"2015-03-31,52.0482,52.1161,51.0976,51.1946,8386414,8386414,-0.834167,-1.603,""Mar 31, 15"",1.7727762642647849"
"2015-04-01,49.5651,49.8367,48.6048,48.9249,15191509,15191509,-2.2697,-4.433,""Apr 1, 15"",1.6498459105360364"
"2015-04-02,48.9637,49.3226,47.6737,47.6979,14109775,14109775,-1.227,-2.508,""Apr 2, 15"",1.583389751561205"
"2015-04-06,46.8977,47.2275,46.2381,46.6358,13323351,13323351,-1.0621,-2.227,""Apr 6, 15"",1.5258648237314025"
"2015-04-07,46.8492,47.3342,46.0635,46.0684,9393200,9393200,-0.567427,-1.217,""Apr 7, 15"",1.495133589336684"
"2015-04-08,46.3642,47.6121,46.2963,47.276,11180048,11180048,1.2076,2.621,""Apr 8, 15"",1.5605390152356298"
"2015-04-09,47.3924,47.9938,46.2866,46.403,11576174,11576174,-0.872966,-1.847,""Apr 9, 15"",1.513256026820774"
"2015-04-10,46.7134,47.3245,46.2866,46.2963,11713378,11713378,-0.106696,-0.23,""Apr 10, 15"",1.507476994903403"
"2015-04-13,46.0441,47.1305,46.0441,46.3545,9350279,9350279,0.058198,0.126,""Apr 13, 15"",1.5106291941310601"
"2015-04-14,46.0635,46.3448,45.4719,45.9956,9878409,9878409,-0.358886,-0.774,""Apr 14, 15"",1.491190632227175"
"2015-04-15,46.5582,47.2566,46.2381,46.3157,9846675,9846675,0.320088,0.696,""Apr 15, 15"",1.5085277279792886"
"2015-04-16,46.3739,47.4409,46.3157,46.791,7155874,7155874,0.475282,1.026,""Apr 16, 15"",1.5342706883384876"
"2015-04-17,46.5194,47.1887,46.505,46.7425,8659765,8659765,-0.048499,-0.104,""Apr 17, 15"",1.5316438556487735"
"2015-04-20,47.1499,48.2848,46.4709,48.2654,9523520,9523520,1.5228,3.258,""Apr 20, 15"",1.614126402105799"
"2015-04-21,48.4981,49.8755,47.9744,49.8173,10850327,10850327,1.5519,3.215,""Apr 21, 15"",1.6981796320267775"
"2015-04-22,49.8561,49.9919,48.8861,49.8561,7333255,7333255,0.038798,0.078,""Apr 22, 15"",1.7002810981785486"
"2015-04-23,49.536,50.1665,49.1778,49.9046,9821775,9821775,0.048499,0.097,""Apr 23, 15"",1.702907930868263"
"2015-04-24,50.4187,51.8639,49.9434,51.1219,20248074,20248074,1.2173,2.439,""Apr 24, 15"",1.7688387233051508"
"2015-04-27,51.0976,51.0976,50.1422,50.312,9843392,9843392,-0.809921,-1.584,""Apr 27, 15"",1.724973325461862"
"2015-04-28,50.1471,50.2635,48.5078,49.6524,9235688,9235688,-0.659574,-1.311,""Apr 28, 15"",1.6892484008817492"
"2015-04-29,49.0607,49.2741,46.2284,47.4118,18050280,18050280,-2.2406,-4.513,""Apr 29, 15"",1.5678941467668293"
"2015-04-30,47.1397,48.0727,46.6634,46.9307,9400367,9400367,-0.481109,-1.015,""Apr 30, 15"",1.5418370497148397"
"2015-05-01,47.2854,48.4323,47.1494,48.0047,8084568,8084568,1.074,2.288,""May 1, 15"",1.6000064993798508"
"2015-05-04,48.0241,48.6753,47.4312,47.577,5589831,5589831,-0.42766,-0.891,""May 4, 15"",1.5768416263614846"
"2015-05-05,46.8578,47.3438,45.5845,45.6866,11384951,11384951,-1.8904,-3.973,""May 5, 15"",1.474454729111264"
"2015-05-06,45.4679,46.3038,44.8556,45.7255,10116405,10116405,0.03888,0.085,""May 6, 15"",1.4765616114129108"
"2015-05-07,46.0705,48.2282,46.0705,47.6839,11427992,11427992,1.9585,4.283,""May 7, 15"",1.5826314905786074"
"2015-05-08,47.8492,48.4323,47.5576,47.6645,6478195,6478195,-0.019439,-0.041,""May 8, 15"",1.5815807575027214"
"2015-05-11,47.6256,48.8892,47.4312,48.2525,8036689,8036689,0.588031,1.234,""May 11, 15"",1.6134277187718338"
"2015-05-12,47.7325,48.0144,47.266,47.4798,6820544,6820544,-0.772702,-1.601,""May 12, 15"",1.5715771286823048"
"2015-05-13,47.8881,48.4518,47.0425,47.1299,8553119,8553119,-0.349904,-0.737,""May 13, 15"",1.5526260202672328"
"2015-05-14,47.5673,47.7131,47.1397,47.4458,7980104,7980104,0.315886,0.67,""May 14, 15"",1.569735637724567"
"2015-05-15,48.0241,48.063,47.198,47.3,6650381,6650381,-0.145793,-0.307,""May 15, 15"",1.5618388912057972"
"2015-05-18,47.198,47.7909,47.023,47.6256,6152250,6152250,0.325605,0.688,""May 18, 15"",1.5794738752010744"
"2015-05-19,48.063,48.2866,46.3621,46.5079,14984942,14984942,-1.1177,-2.347,""May 19, 15"",1.5189375680403827"
"2015-05-20,46.226,46.226,41.7648,41.8522,51460347,51460347,-4.6556,-10.01,""May 20, 15"",1.266777878277448"
"2015-05-21,41.9786,42.173,41.2107,41.2788,23895773,23895773,-0.573451,-1.37,""May 21, 15"",1.2357216748901874"
"2015-05-22,41.5023,41.7259,40.8414,41.4149,16113065,16113065,0.136074,0.33,""May 22, 15"",1.2430930548710146"
"2015-05-26,41.8425,41.8814,40.1999,40.3894,17481066,17481066,-1.0254,-2.476,""May 26, 15"",1.1875504378957176"
"2015-05-27,40.4818,41.2593,40.4332,41.0552,13017827,13017827,0.665784,1.648,""May 27, 15"",1.2236111637681237"
"2015-05-28,41.065,41.3079,40.5984,40.7928,9238835,9238835,-0.262424,-0.639,""May 28, 15"",1.2093991864942886"
"2015-05-29,40.5109,41.4051,40.161,41.1816,13236123,13236123,0.38878,0.953,""May 29, 15"",1.230457177211008"
"2015-06-01,41.4149,43.1352,40.9094,42.9408,21917072,21917072,1.7592,4.272,""Jun 1, 15"",1.325738085824311"
"2015-06-02,42.0855,42.8679,41.8328,42.5472,14832921,14832921,-0.393642,-0.917,""Jun 2, 15"",1.304420119913558"
"2015-06-03,42.1341,42.6784,41.8036,41.9203,13272584,13272584,-0.62691,-1.473,""Jun 3, 15"",1.2704662763427987"
"2015-06-04,41.8425,42.7464,40.7053,40.9872,14128026,14128026,-0.933073,-2.226,""Jun 4, 15"",1.2199281818526482"
"2015-06-05,40.9483,41.3857,40.5401,40.5498,9951149,9951149,-0.437376,-1.067,""Jun 5, 15"",1.1962379422963392"
"2015-06-08,39.9181,40.0833,38.1685,38.742,25757794,25757794,-1.8078,-4.458,""Jun 8, 15"",1.098324784843446"
"2015-06-09,37.7117,39.5779,37.3715,39.1939,27024764,27024764,0.451959,1.167,""Jun 9, 15"",1.1228003661317316"
"2015-06-10,39.0822,40.057,38.5865,39.296,15731942,15731942,0.102053,0.26,""Jun 10, 15"",1.1283302551548207"
"2015-06-11,39.6459,40.1027,38.8197,38.8975,10116732,10116732,-0.398499,-1.014,""Jun 11, 15"",1.1067468979001587"
"2015-06-12,38.7225,39.8452,38.6448,39.5633,10333824,10333824,0.665787,1.712,""Jun 12, 15"",1.1428076237725648"
"2015-06-15,39.2182,39.85,38.8878,38.9461,8830268,8830268,-0.61719,-1.56,""Jun 15, 15"",1.1093791467397487"
"2015-06-16,39.0044,39.1893,38.2171,38.3726,9212092,9212092,-0.57345,-1.472,""Jun 16, 15"",1.0783175272026126"
"2015-06-17,38.1685,38.9655,37.8186,38.7614,9567438,9567438,0.388781,1.013,""Jun 17, 15"",1.0993755179193319"
"2015-06-18,38.6837,39.0919,38.499,38.8538,10647022,10647022,0.092335,0.238,""Jun 18, 15"",1.1043800404044781"
"2015-06-19,39.1696,40.7151,39.1696,40.3943,20198313,20198313,1.5405,3.965,""Jun 19, 15"",1.1878158292396268"
"2015-06-22,41.7162,42.0369,41.0552,41.8231,15120162,15120162,1.4288,3.537,""Jun 22, 15"",1.265201778663619"
"2015-06-23,41.7745,42.2021,41.1621,41.5266,10701960,10701960,-0.296446,-0.709,""Jun 23, 15"",1.2491428942821707"
"2015-06-24,41.5023,41.7162,40.89,41.0552,6895903,6895903,-0.471398,-1.135,""Jun 24, 15"",1.2236111637681237"
"2015-06-25,41.4537,42.2021,41.0164,41.0552,8174154,8174154,0,0,""Jun 25, 15"",1.2236111637681237"
"2015-06-26,41.2496,41.3857,40.1708,40.2777,9819882,9819882,-0.777559,-1.894,""Jun 26, 15"",1.1815005984845615"
"2015-06-29,39.6265,40.161,38.4796,38.6351,17651705,17651705,-1.6426,-4.078,""Jun 29, 15"",1.0925349206263235"
"2015-06-30,39.0725,39.4661,38.81,38.8149,11184512,11184512,0.179808,0.465,""Jun 30, 15"",1.102273158102831"
"2015-07-01,39.5098,39.7528,36.7398,37.7117,24907070,24907070,-1.1032,-2.842,""Jul 1, 15"",1.0425221926741157"
"2015-07-02,37.9255,38.6885,37.3229,37.9353,11080020,11080020,0.22355,0.593,""Jul 2, 15"",1.0546327037961793"
"2015-07-06,37.9936,38.8781,37.9839,38.6156,9157738,9157738,0.680363,1.793,""Jul 6, 15"",1.0914787714005623"
"2015-07-07,38.81,39.5973,38.1588,39.5341,10375901,10375901,0.918494,2.379,""Jul 7, 15"",1.1412261080088608"
"2015-07-08,39.1696,39.1794,38.0422,38.2074,11193029,11193029,-1.3267,-3.356,""Jul 8, 15"",1.0693700476079573"
"2015-07-09,38.7225,39.1502,38.5427,38.5573,8490876,8490876,0.349904,0.916,""Jul 9, 15"",1.0883211560230293"
"2015-07-10,39.3738,40.4721,39.364,40.0541,16451679,16451679,1.4968,3.882,""Jul 10, 15"",1.1693900873624974"
"2015-07-13,40.7831,41.5218,40.7831,41.2302,12076978,12076978,1.1761,2.936,""Jul 13, 15"",1.2330894260505978"
"2015-07-14,40.8608,41.2691,40.1319,40.8803,12701464,12701464,-0.349903,-0.849,""Jul 14, 15"",1.2141383176355254"
"2015-07-15,40.2291,41.0358,39.2571,40.3749,17922765,17922765,-0.505415,-1.236,""Jul 15, 15"",1.1867650961637408"
"2015-07-16,40.6373,41.0358,40.1416,40.2291,12111338,12111338,-0.145792,-0.361,""Jul 16, 15"",1.1788683496449714"
"2015-07-17,40.2874,40.6665,40.0843,40.2388,9735964,9735964,0.009718,0.024,""Jul 17, 15"",1.179393716182914"
"2015-07-20,40.3846,40.5401,39.3057,39.4126,7645875,7645875,-0.826158,-2.053,""Jul 20, 15"",1.134645485909886"
"2015-07-21,39.364,40.1416,39.3543,39.7528,7300014,7300014,0.340183,0.863,""Jul 21, 15"",1.1530712277870154"
"2015-07-22,39.8111,40.4429,39.8111,40.2679,8302897,8302897,0.515132,1.296,""Jul 22, 15"",1.1809698157967425"
"2015-07-23,41.5801,42.5812,40.822,41.4149,16579876,16579876,1.1469,2.848,""Jul 23, 15"",1.2430930548710146"
"2015-07-24,41.7939,41.9008,38.5087,38.5184,20152599,20152599,-2.8964,-6.994,""Jul 24, 15"",1.0862142737213825"
"2015-07-27,38.5184,39.6653,37.8089,39.0141,12071366,12071366,0.495697,1.287,""Jul 27, 15"",1.113062128655224"
"2015-07-28,39.053,40.2194,39.053,40.0152,8186041,8186041,1.0011,2.566,""Jul 28, 15"",1.1672832050608504"
"2015-07-29,39.9375,40.1708,39.3057,39.5876,6801435,6801435,-0.427657,-1.069,""Jul 29, 15"",1.14412374819236"
"2015-07-30,39.4418,39.782,38.8003,39.1405,5855845,5855845,-0.447097,-1.129,""Jul 30, 15"",1.1199081420981083"
"2015-07-31,39.3932,39.4029,38.7614,38.9753,6955874,6955874,-0.165233,-0.422,""Jul 31, 15"",1.1109606625034527"
"2015-08-03,39.1113,40.6762,39.0822,40.5401,9261863,9261863,1.5648,4.015,""Aug 3, 15"",1.1957125757583964"
"2015-08-04,40.9678,41.5704,40.7053,41.5412,13354267,13354267,1.0011,2.469,""Aug 4, 15"",1.2499336521640227"
"2015-08-05,41.6481,42.0855,41.3974,41.755,7581022,7581022,0.213827,0.515,""Aug 5, 15"",1.2615133805982681"
"2015-08-06,42.135,42.3298,40.6834,41.0926,7395473,7395473,-0.662457,-1.587,""Aug 6, 15"",1.2256368038216352"
"2015-08-07,41.1218,41.3848,40.3327,40.4204,5588631,5588631,-0.67221,-1.636,""Aug 7, 15"",1.1892294443571843"
"2015-08-10,40.6737,41.3361,40.3814,40.6055,6860606,6860606,0.185099,0.458,""Aug 10, 15"",1.1992547377771037"
"2015-08-11,40.6639,42.3006,40.5763,41.5992,10378553,10378553,0.993705,2.447,""Aug 11, 15"",1.2530750190919284"
"2015-08-12,41.2777,41.5797,39.6313,41.4238,10434817,10434817,-0.17536,-0.422,""Aug 12, 15"",1.2435750922099515"
"2015-08-13,41.6576,42.1593,41.1803,41.5699,6605820,6605820,0.146133,0.353,""Aug 13, 15"",1.2514880871783483"
"2015-08-14,41.2582,42.0571,41.2582,41.7745,4857867,4857867,0.204587,0.492,""Aug 14, 15"",1.2625695298240294"
"2015-08-17,41.8525,42.8803,41.7161,42.8169,8385397,8385397,1.0424,2.495,""Aug 17, 15"",1.3190274761283192"
"2015-08-18,42.9241,43.3041,42.1253,42.5052,6317183,6317183,-0.31175,-0.728,""Aug 18, 15"",1.3021453369657645"
"2015-08-19,42.4078,43.1287,42.096,42.4078,8373959,8373959,-0.097422,-0.229,""Aug 19, 15"",1.2968700069868333"
"2015-08-20,41.7356,42.398,40.7029,40.8977,8905660,8905660,-1.51,-3.561,""Aug 20, 15"",1.2150807277138973"
"2015-08-21,40.3327,40.5275,38.7252,38.7252,16241613,16241613,-2.1725,-5.312,""Aug 21, 15"",1.0974148716643286"
"2015-08-24,35.0719,38.8713,33.2209,36.6501,19612661,19612661,-2.0751,-5.358,""Aug 24, 15"",0.9850243455936913"
"2015-08-25,38.3745,38.4719,36.5235,36.5332,12820340,12820340,-0.116903,-0.319,""Aug 25, 15"",0.9786928663889988"
"2015-08-26,37.7705,38.0043,36.0169,37.8484,15679843,15679843,1.3152,3.6,""Aug 26, 15"",1.0499260695541965"
"2015-08-27,38.1602,38.433,36.9911,38.0238,13793641,13793641,0.175358,0.463,""Aug 27, 15"",1.0594259964361734"
"2015-08-28,37.9264,38.5596,37.3613,37.6244,11824990,11824990,-0.39943,-1.05,""Aug 28, 15"",1.03779389383263"
"2015-08-31,37.6341,38.735,37.6244,37.9751,12409620,12409620,0.350721,0.932,""Aug 31, 15"",1.0567883314467077"
"2015-09-01,37.6341,38.7837,37.5075,38.1894,16042613,16042613,0.214327,0.564,""Sep 1, 15"",1.0683951406303314"
"2015-09-02,38.9688,40.4399,38.7739,40.4399,19316788,19316788,2.2504,5.893,""Sep 2, 15"",1.1902855935829457"
"2015-09-03,40.7613,40.8295,39.7287,39.8358,9905603,9905603,-0.604015,-1.494,""Sep 3, 15"",1.1575666321838458"
"2015-09-04,39.3585,40.2548,39.1149,39.5533,9738424,9738424,-0.282525,-0.709,""Sep 4, 15"",1.1422660087849952"
"2015-09-08,40.2158,40.508,39.641,39.7482,10814770,10814770,0.194845,0.493,""Sep 8, 15"",1.1528220848927329"
"2015-09-09,40.0891,41.0926,39.5794,39.943,12481224,12481224,0.194842,0.49,""Sep 9, 15"",1.1633727448505953"
"2015-09-10,40.3229,40.8003,39.6605,40.1476,9181582,9181582,0.204588,0.512,""Sep 10, 15"",1.1744541874962762"
"2015-09-11,40.1573,41.0634,39.9917,41.0634,8635243,8635243,0.915767,2.281,""Sep 11, 15"",1.2240552880579312"
"2015-09-14,41.0828,41.4043,40.7613,41.1997,7362535,7362535,0.136389,0.332,""Sep 14, 15"",1.2314375003385094"
"2015-09-15,41.2679,41.7453,40.8101,41.5407,7009325,7009325,0.340978,0.828,""Sep 15, 15"",1.2499065714146442"
"2015-09-16,41.3069,42.1318,41.151,41.9499,7703119,7703119,0.409172,0.985,""Sep 16, 15"",1.272069456706006"
"2015-09-17,41.9986,43.4404,41.8816,42.8559,12835651,12835651,0.906024,2.16,""Sep 17, 15"",1.321139774579842"
"2015-09-18,42.3104,42.8949,42.1593,42.3688,12446861,12446861,-0.48711,-1.137,""Sep 18, 15"",1.2947577085353106"
"2015-09-21,42.5929,42.8705,41.7745,42.1155,6687215,6687215,-0.253296,-0.598,""Sep 21, 15"",1.281038600900164"
"2015-09-22,41.6674,41.9694,39.8651,40.1281,12483661,12483661,-1.9874,-4.719,""Sep 22, 15"",1.1733980382705151"
"2015-09-23,40.2548,40.4301,39.456,40.1768,8248801,8248801,0.04871,0.121,""Sep 23, 15"",1.1760357032599806"
"2015-09-24,40.0891,40.0891,38.886,39.2123,10507272,10507272,-0.964476,-2.401,""Sep 24, 15"",1.1237969377088601"
"2015-09-25,39.8748,39.9722,38.8908,39.2026,7524947,7524947,-0.009741,-0.025,""Sep 25, 15"",1.1232715711709171"
"2015-09-28,38.8421,39.1441,37.6438,38.0725,9635911,9635911,-1.1301,-2.883,""Sep 28, 15"",1.062063661425639"
"2015-09-29,38.0433,38.744,37.79,38.1699,7478790,7478790,0.097422,0.256,""Sep 29, 15"",1.0673389914045701"
"2015-09-30,38.1699,38.657,36.7476,37.8289,15823720,15823720,-0.340975,-0.893,""Sep 30, 15"",1.048869920328435"
"2015-10-01,37.5075,38.2576,36.8645,38.1894,9175087,9175087,0.360459,0.953,""Oct 1, 15"",1.0683951406303314"
"2015-10-02,37.751,37.7705,36.4553,37.6341,12276284,12276284,-0.555304,-1.454,""Oct 2, 15"",1.0383192603705726"
"2015-10-05,37.8971,39.261,37.8192,39.1539,9421801,9421801,1.5198,4.038,""Oct 5, 15"",1.1206339061814519"
"2015-10-06,38.9201,39.3292,37.0983,37.147,13031992,13031992,-2.0069,-5.126,""Oct 6, 15"",1.0119371943260413"
"2015-10-07,37.4198,38.394,36.7865,38.2966,10513746,10513746,1.1496,3.095,""Oct 7, 15"",1.074201253297081"
"2015-10-08,38.1991,38.998,37.7023,38.7155,8308146,8308146,0.418916,1.094,""Oct 8, 15"",1.0968895051263858"
"2015-10-09,39.2318,41.3946,39.2123,41.3264,16835519,16835519,2.6109,6.744,""Oct 9, 15"",1.2382997622310203"
"2015-10-12,41.492,42.7488,41.453,42.7098,11443308,11443308,1.3834,3.347,""Oct 12, 15"",1.3132267796114454"
"2015-10-13,41.5992,42.8364,41.4238,42.2909,13250274,13250274,-0.418912,-0.981,""Oct 13, 15"",1.2905385277821408"
"2015-10-14,42.8657,43.3528,42.1155,42.6708,11125778,11125778,0.379944,0.898,""Oct 14, 15"",1.3111144811599227"
"2015-10-15,42.9631,43.3333,42.3785,43.3138,8185398,8185398,0.642986,1.507,""Oct 15, 15"",1.3459403248606696"
"2015-10-16,42.8169,42.8851,41.755,42.5831,11572941,11572941,-0.730666,-1.687,""Oct 16, 15"",1.3063645177189345"
"2015-10-19,42.7,43.343,42.4955,43.3041,8934601,8934601,0.720922,1.693,""Oct 19, 15"",1.3454149583227266"
"2015-10-20,43.3917,44.0163,43.3041,43.6353,7610771,7610771,0.331237,0.765,""Oct 20, 15"",1.363353246711043"
"2015-10-21,43.343,44.0152,42.9533,43.1677,6941202,6941202,-0.467627,-1.072,""Oct 21, 15"",1.338027329892273"
"2015-10-22,43.7327,44.8238,43.2164,44.8044,14444639,14444639,1.6367,3.791,""Oct 22, 15"",1.4266734549078441"
"2015-10-23,45.1746,45.2233,42.6806,44.4926,20281404,20281404,-0.311753,-0.696,""Oct 23, 15"",1.4097858995954138"
"2015-10-26,44.1906,45.3694,43.8301,45.272,11026228,11026228,0.779376,1.752,""Oct 26, 15"",1.4519993717266142"
"2015-10-27,45.2135,45.4863,44.4731,45.2622,6824082,6824082,-0.009741,-0.022,""Oct 27, 15"",1.451468589038796"
"2015-10-28,45.0089,45.1648,44.0639,44.6777,7629738,7629738,-0.584533,-1.291,""Oct 28, 15"",1.4198111930153332"
"2015-10-29,44.4536,44.9115,44.0445,44.6777,5234359,5234359,0,0,""Oct 29, 15"",1.4198111930153332"
"2015-10-30,44.59,45.5642,44.5316,45.0284,8589743,8589743,0.35072,0.785,""Oct 30, 15"",1.4388056306294106"
"2015-11-02,45.0089,45.613,45.0089,45.272,6189311,6189311,0.243554,0.541,""Nov 2, 15"",1.4519993717266142"
"2015-11-03,45.9066,45.9749,44.9889,45.3989,6983205,6983205,0.126927,0.28,""Nov 3, 15"",1.4588724659188768"
"2015-11-04,45.3208,45.3501,44.0809,44.5495,8081357,8081357,-0.849398,-1.871,""Nov 4, 15"",1.4128676888746865"
"2015-11-05,44.6178,44.7448,43.9637,44.5202,5865538,5865538,-0.029293,-0.066,""Nov 5, 15"",1.4112807569611068"
"2015-11-06,44.4323,44.8815,43.9832,44.2664,11669625,11669625,-0.253841,-0.57,""Nov 6, 15"",1.3975345685765814"
"2015-11-09,44.1004,44.1395,43.5048,43.5927,7214613,7214613,-0.673663,-1.522,""Nov 9, 15"",1.3610459668639951"
"2015-11-10,43.6025,44.0906,42.9777,43.4365,5935317,5935317,-0.156208,-0.358,""Nov 10, 15"",1.3525859407581529"
"2015-11-11,43.7001,43.8856,43.3193,43.3389,4416989,4416989,-0.097634,-0.225,""Nov 11, 15"",1.3472997784794702"
"2015-11-12,43.2412,43.4658,42.7824,42.8605,5951056,5951056,-0.478398,-1.104,""Nov 12, 15"",1.3213889174741245"
"2015-11-13,42.6359,43.1827,42.0989,42.4211,7486143,7486143,-0.439342,-1.025,""Nov 13, 15"",1.2975903549203014"
"2015-11-16,41.4058,41.8256,40.859,41.8158,10201130,10201130,-0.60532,-1.427,""Nov 16, 15"",1.2648063997226933"
"2015-11-17,41.9818,42.4309,41.0543,41.2984,9596532,9596532,-0.51745,-1.237,""Nov 17, 15"",1.2367832402658248"
"2015-11-18,41.3179,41.3179,40.0389,40.7614,11071087,11071087,-0.536978,-1.3,""Nov 18, 15"",1.207698515433319"
"2015-11-19,40.9469,41.7181,40.8981,41.2984,6545456,6545456,0.536978,1.317,""Nov 19, 15"",1.2367832402658248"
"2015-11-20,41.396,41.6987,41.0543,41.2007,5655961,5655961,-0.097633,-0.236,""Nov 20, 15"",1.2314916618372662"
"2015-11-23,41.1129,41.7279,40.82,41.2984,4166051,4166051,0.097633,0.237,""Nov 23, 15"",1.2367832402658248"
"2015-11-24,40.0487,40.654,39.4922,40.2537,7577977,7577977,-1.0447,-2.53,""Nov 24, 15"",1.1802007225143936"
"2015-11-25,40.3709,40.5173,39.9901,40.3318,4276646,4276646,0.078104,0.194,""Nov 25, 15"",1.1844307355673147"
"2015-11-27,40.4001,41.2495,40.1952,40.7028,3066773,3066773,0.371004,0.92,""Nov 27, 15"",1.2045246516061594"
"2015-11-30,40.7614,40.9957,40.0096,40.283,6450862,6450862,-0.419818,-1.031,""Nov 30, 15"",1.1817876544279733"
"2015-12-01,40.488,42.2747,40.322,42.2356,8912859,8912859,1.9526,4.847,""Dec 1, 15"",1.287543396900879"
"2015-12-02,43.046,43.4756,42.4992,42.7824,8010351,8010351,0.546738,1.294,""Dec 2, 15"",1.3171589044212033"
"2015-12-03,42.6164,43.5439,41.9037,42.2454,7235252,7235252,-0.536977,-1.255,""Dec 3, 15"",1.2880741795886974"
"2015-12-04,42.7824,43.9247,42.7824,43.9051,9460935,9460935,1.6597,3.929,""Dec 4, 15"",1.3779660190756797"
"2015-12-07,44.2761,45.3891,44.1492,44.696,8911719,8911719,0.790821,1.801,""Dec 7, 15"",1.420802348442586"
"2015-12-08,44.0321,44.4323,43.0264,43.4951,9043652,9043652,-1.2009,-2.687,""Dec 8, 15"",1.3557598045853125"
"2015-12-09,43.251,44.1199,42.1673,42.6164,8001019,8001019,-0.878691,-2.02,""Dec 9, 15"",1.308168095627542"
"2015-12-10,42.7531,43.4267,42.509,43.046,7955619,7955619,0.429582,1.008,""Dec 10, 15"",1.3314358754935467"
"2015-12-11,42.2552,42.5548,41.064,41.0933,10235210,10235210,-1.9526,-4.536,""Dec 11, 15"",1.2256747168707651"
"2015-12-14,41.2593,41.8549,40.1072,40.7809,10778159,10778159,-0.312422,-0.76,""Dec 14, 15"",1.2087546646590805"
"2015-12-15,40.9762,41.806,40.9274,41.5864,7097307,7097307,0.805463,1.975,""Dec 15, 15"",1.2523817519078386"
"2015-12-16,41.972,42.4602,41.1226,42.177,7850944,7850944,0.590675,1.42,""Dec 16, 15"",1.2843695330737193"
"2015-12-17,42.304,42.9093,41.4448,41.4546,7224974,7224974,-0.72248,-1.713,""Dec 17, 15"",1.245243266371667"
"2015-12-18,40.6247,41.3081,39.7362,40.117,17809958,17809958,-1.3376,-3.227,""Dec 18, 15"",1.1727968456343123"
"2015-12-21,40.3709,41.4253,40.3709,41.396,6597508,6597508,1.279,3.188,""Dec 21, 15"",1.2420694025445072"
"2015-12-22,41.5522,42.0599,41.3568,41.8793,5704730,5704730,0.483279,1.167,""Dec 22, 15"",1.2682456548937622"
"2015-12-23,41.767,42.3577,41.4253,42.2649,6093603,6093603,0.385648,0.921,""Dec 23, 15"",1.2891303288144589"
"2015-12-24,42.2454,43.1436,42.0892,42.7726,3307108,3307108,0.507686,1.201,""Dec 24, 15"",1.3166281217333844"
"2015-12-28,42.5871,42.9972,41.8939,42.2063,4148045,4148045,-0.566265,-1.324,""Dec 28, 15"",1.285956464987299"
"2015-12-29,42.2259,42.5871,42.0111,42.4699,4006937,4006937,0.263607,0.625,""Dec 29, 15"",1.3002334360596428"
"2015-12-30,42.6066,42.6066,41.4546,41.7865,5463608,5463608,-0.683426,-1.609,""Dec 30, 15"",1.263219467809113"
"2015-12-31,41.5327,41.562,40.8395,41.3472,6813757,6813757,-0.439345,-1.051,""Dec 31, 15"",1.239426321405166"
"2016-01-04,40.3123,40.371,39.3457,39.9413,12037151,12037151,-1.4059,-3.4,""Jan 4, 16"",1.1632806703027085"
"2016-01-05,40.2049,40.5075,39.004,39.5605,10514164,10514164,-0.380765,-0.953,""Jan 5, 16"",1.1426559715760454"
"2016-01-06,39.1016,40.7126,39.0528,40.2537,12393780,12393780,0.693187,1.752,""Jan 6, 16"",1.1802007225143936"
"2016-01-07,39.9999,40.5368,38.7404,39.4922,11312876,11312876,-0.76153,-1.892,""Jan 7, 16"",1.1389567412109425"
"2016-01-08,39.9706,40.3806,39.3067,39.4141,8853096,8853096,-0.078105,-0.198,""Jan 8, 16"",1.1347267281580213"
"2016-01-11,39.5996,40.2244,38.9552,40.1072,15877511,15877511,0.693186,1.759,""Jan 11, 16"",1.1722660629464938"
"2016-01-12,40.1756,41.3569,39.5215,41.0055,12635992,12635992,0.898216,2.24,""Jan 12, 16"",1.220919337279901"
"2016-01-13,41.1714,41.7279,38.7209,39.1505,12718577,12718577,-1.855,-4.524,""Jan 13, 16"",1.1204497570856782"
"2016-01-14,39.2578,39.8144,37.9398,39.5898,11756473,11756473,0.439345,1.122,""Jan 14, 16"",1.144242903489625"
"2016-01-15,38.1156,38.9454,37.4614,37.8422,18924825,18924825,-1.7476,-4.414,""Jan 15, 16"",1.0495902682619032"
"2016-01-19,38.6525,38.838,37.3052,37.9398,10505908,10505908,0.097632,0.258,""Jan 19, 16"",1.0548764305405858"
"2016-01-20,37.6176,38.9015,35.3428,38.1351,16089109,16089109,0.195264,0.515,""Jan 20, 16"",1.0654541712478267"
