date,open,high,low,close,volume,unadjustedVolume,change,changePercent,label,changeOverTime
"2014-05-20,37.1193,37.4468,36.6185,36.8304,6285855,6285855,-0.317837,-0.856,""May 20, 14"",0.994789663819577"
"2014-05-21,36.8689,37.4179,36.6474,36.9074,6565390,6565390,0.07705,0.209,""May 21, 14"",0.9989600992238659"
"2014-05-22,36.8881,37.4468,36.8881,37.2927,6414652,6414652,0.385256,1.044,""May 22, 14"",1.0198285246949355"
"2014-05-23,37.1097,38.0439,37.1097,37.6683,9865965,9865965,0.375624,1.007,""May 23, 14"",1.0401715836280623"
"2014-05-27,37.9283,38.4581,37.7839,37.8994,9586877,9586877,0.23115,0.614,""May 27, 14"",1.0526883059908034"
"2014-05-28,37.9476,38.8433,37.7453,38.3328,11133508,11133508,0.433413,1.144,""May 28, 14"",1.0761618995520843"
"2014-05-29,38.4195,38.7855,37.9091,38.3521,9668210,9668210,0.019264,0.05,""May 29, 14"",1.0772072164780944"
"2014-05-30,38.3617,38.694,38.2173,38.6796,13888723,13888723,0.327468,0.854,""May 30, 14"",1.0949451073210097"
"2014-06-02,38.5255,39.7294,38.5255,39.7005,9906030,9906030,1.0209,2.639,""Jun 2, 14"",1.1502385814020244"
"2014-06-03,39.6138,40.5384,39.5948,39.9124,9460202,9460202,0.211891,0.534,""Jun 3, 14"",1.1617154029886314"
"2014-06-04,39.8353,41.3186,39.6812,41.2415,11934666,11934666,1.3291,3.33,""Jun 4, 14"",1.2337014509865518"
"2014-06-05,41.4149,41.8868,40.7118,40.8466,8543065,8543065,-0.394886,-0.957,""Jun 5, 14"",1.212313075127415"
"2014-06-06,40.8852,42.301,40.8563,42.2624,13616388,13616388,1.4158,3.466,""Jun 6, 14"",1.2889949250675665"
"2014-06-09,42.378,42.7922,41.4823,41.9831,11689566,11689566,-0.279309,-0.661,""Jun 9, 14"",1.2738676184647382"
"2014-06-10,41.8964,42.2432,41.3475,42.0506,8384472,8384472,0.067421,0.161,""Jun 10, 14"",1.2775235196308354"
"2014-06-11,41.3186,41.6942,40.4806,40.7311,13185059,13185059,-1.3195,-3.138,""Jun 11, 14"",1.206057422020982"
"2014-06-12,39.7487,39.8835,37.4227,38.7181,37320111,37320111,-2.013,-4.942,""Jun 12, 14"",1.097030325023154"
"2014-06-13,38.7663,39.4164,38.0921,38.8915,13594153,13594153,0.173365,0.448,""Jun 13, 14"",1.1064219289076167"
"2014-06-16,38.2173,39.7679,38.2076,39.5464,13634011,13634011,0.654932,1.684,""Jun 16, 14"",1.1418922944435717"
"2014-06-17,39.5657,40.6347,39.2575,40.3265,12527641,12527641,0.780144,1.973,""Jun 17, 14"",1.1841436796239027"
"2014-06-18,40.3843,41.2415,40.0376,41.0874,11250953,11250953,0.760877,1.887,""Jun 18, 14"",1.225355164028099"
"2014-06-19,41.2415,41.8868,41.0874,41.4727,14117100,14117100,0.385252,0.938,""Jun 19, 14"",1.2462235894991687"
"2014-06-20,41.4534,42.9077,41.4438,42.9077,40644263,40644263,1.4351,3.46,""Jun 20, 14"",1.3239453402154544"
"2014-06-23,42.667,43.2256,42.1854,42.7247,18457895,18457895,-0.182999,-0.426,""Jun 23, 14"",1.3140337859429245"
"2014-06-24,42.5129,42.9655,41.1837,41.5873,13252583,13252583,-1.1375,-2.662,""Jun 24, 14"",1.25243049725672"
"2014-06-25,41.3186,42.378,40.7407,42.2913,10944639,10944639,0.704055,1.693,""Jun 25, 14"",1.2905601923816434"
"2014-06-26,42.3395,42.9559,41.8964,42.9077,11175082,11175082,0.616407,1.458,""Jun 26, 14"",1.3239453402154544"
"2014-06-27,42.667,43.1004,42.2913,42.378,41471585,41471585,-0.529725,-1.235,""Jun 27, 14"",1.2952559943238748"
"2014-06-30,42.4165,42.4551,41.2512,41.3764,10456585,10456585,-1.0017,-2.364,""Jun 30, 14"",1.24100783716887"
"2014-07-01,41.8387,42.2817,41.463,42.2432,9165112,9165112,0.866827,2.095,""Jul 1, 14"",1.2879550242914322"
"2014-07-02,41.3089,41.3667,39.8931,40.4036,19747272,19747272,-1.8396,-4.355,""Jul 2, 14"",1.1883195311780665"
"2014-07-03,41.0393,41.357,39.8739,40.0858,8257974,8257974,-0.317837,-0.787,""Jul 3, 14"",1.1711070068730942"
"2014-07-07,40.1821,40.1821,38.4484,38.6218,14227133,14227133,-1.464,-3.652,""Jul 7, 14"",1.0918145726928556"
"2014-07-08,37.6972,38.8433,36.5029,38.7759,26401824,26401824,0.154102,0.399,""Jul 8, 14"",1.1001608596513082"
"2014-07-09,40.5288,40.7888,39.0119,40.4373,20468311,20468311,1.6614,4.285,""Jul 9, 14"",1.1901447736861774"
"2014-07-10,39.4886,41.3956,39.2681,41.2415,11829169,11829169,0.804222,1.989,""Jul 10, 14"",1.2337014509865518"
"2014-07-11,41.3282,41.6364,40.9526,41.2993,8135498,8135498,0.057786,0.14,""Jul 11, 14"",1.236831985614706"
"2014-07-14,41.6653,41.9831,41.1548,41.3956,7215369,7215369,0.096317,0.233,""Jul 14, 14"",1.2420477379450046"
"2014-07-15,41.7327,42.118,41.203,42.0891,8360710,8360710,0.693457,1.675,""Jul 15, 14"",1.2796087373329796"
"2014-07-16,42.378,42.378,41.7038,41.8772,6371440,6371440,-0.21189,-0.503,""Jul 16, 14"",1.2681319157463726"
"2014-07-17,41.4534,41.8387,40.1146,40.1627,13919677,13919677,-1.7145,-4.094,""Jul 17, 14"",1.175272026127507"
"2014-07-18,40.6733,41.6268,40.5962,41.3377,8870098,8870098,1.175,2.926,""Jul 18, 14"",1.2389117871669744"
"2014-07-21,41.3282,41.3667,40.6925,40.9141,5684272,5684272,-0.423684,-1.025,""Jul 21, 14"",1.2159689762935117"
"2014-07-22,41.1259,41.3089,40.5962,40.8177,6458469,6458469,-0.096313,-0.235,""Jul 22, 14"",1.2107478078133378"
"2014-07-23,41.1452,42.0506,41.0778,41.7327,10166698,10166698,0.914981,2.242,""Jul 23, 14"",1.260305579175987"
"2014-07-24,40.9333,42.3299,40.1628,40.6058,18018077,18018077,-1.1269,-2.7,""Jul 24, 14"",1.199270986226731"
"2014-07-25,40.6925,41.1067,39.8113,40.1435,10991606,10991606,-0.462307,-1.139,""Jul 25, 14"",1.1742321253513728"
"2014-07-28,40.3265,40.4031,38.3425,38.8048,15941271,15941271,-1.3388,-3.335,""Jul 28, 14"",1.1017261269653853"
"2014-07-29,39.1515,39.3441,37.938,38.0728,10719068,10719068,-0.731985,-1.886,""Jul 29, 14"",1.062079909875266"
"2014-07-30,38.4292,38.7759,37.8465,38.0921,10759693,10759693,0.019265,0.051,""Jul 30, 14"",1.063125226801276"
"2014-07-31,37.561,38.0438,36.7402,37.5127,13536481,13536481,-0.579367,-1.521,""Jul 31, 14"",1.031744054421474"
"2014-08-01,37.4161,38.1693,37.1072,38.0727,8978315,8978315,0.560038,1.493,""Aug 1, 14"",1.0620744937253903"
"2014-08-04,38.1307,38.4783,36.3347,36.8271,11092629,11092629,-1.2456,-3.272,""Aug 4, 14"",0.9946109308736792"
"2014-08-05,36.5857,37.1265,35.4782,35.9002,10422964,10422964,-0.926952,-2.517,""Aug 5, 14"",0.9444086376758216"
"2014-08-06,35.3015,36.692,34.896,36.1705,9501866,9501866,0.270361,0.753,""Aug 6, 14"",0.9590484907898369"
"2014-08-07,36.4023,37.0878,35.2436,35.5912,9886761,9886761,-0.579345,-1.602,""Aug 7, 14"",0.9276727345599107"
"2014-08-08,35.3015,36.0933,34.0173,35.9002,20757527,20757527,0.308984,0.868,""Aug 8, 14"",0.9444086376758216"
"2014-08-11,36.4892,37.0492,36.0643,36.663,9015766,9015766,0.762805,2.125,""Aug 11, 14"",0.9857230289276563"
"2014-08-12,36.8271,36.8271,35.9871,36.2285,6224836,6224836,-0.43451,-1.185,""Aug 12, 14"",0.9621898577177426"
"2014-08-13,36.3443,37.1361,36.1512,36.8078,6176947,6176947,0.579347,1.599,""Aug 13, 14"",0.9935656139476692"
"2014-08-14,37.1747,38.2465,37.1361,38.2079,10132481,10132481,1.4001,3.804,""Aug 14, 14"",1.069397128357336"
"2014-08-15,38.6038,38.7003,37.4548,37.841,9812047,9812047,-0.366922,-0.96,""Aug 15, 14"",1.049525274463395"
"2014-08-18,38.2369,39.4921,38.2369,39.2604,10902850,10902850,1.4194,3.751,""Aug 18, 14"",1.1264021057990714"
"2014-08-19,39.5501,39.5887,38.8742,39.0383,5819609,5819609,-0.222084,-0.566,""Aug 19, 14"",1.1143728369251433"
"2014-08-20,39.0093,39.3956,38.6521,39.2025,6506835,6506835,0.164149,0.42,""Aug 20, 14"",1.1232661550210417"
"2014-08-21,39.3473,39.4439,38.0872,38.15,8155816,8155816,-1.0525,-2.685,""Aug 21, 14"",1.0662611775793058"
"2014-08-22,38.2369,38.8259,38.1887,38.4783,5773533,5773533,0.328296,0.861,""Aug 22, 14"",1.0840423976212268"
"2014-08-25,38.8452,38.8935,38.0438,38.0631,7075596,7075596,-0.415201,-1.079,""Aug 25, 14"",1.061554543337323"
"2014-08-26,38.1886,38.3817,37.7251,37.7444,5733286,5733286,-0.31864,-0.837,""Aug 26, 14"",1.0442932736834694"
"2014-08-27,38.0051,38.0438,37.3485,37.6479,6457332,6457332,-0.096553,-0.256,""Aug 27, 14"",1.0390666890534195"
"2014-08-28,37.3775,38.0438,37.3679,37.8217,3888975,3888975,0.173801,0.462,""Aug 28, 14"",1.0484799575373849"
"2014-08-29,37.7541,37.9955,37.0396,37.5426,6648785,6648785,-0.279054,-0.738,""Aug 29, 14"",1.033363483234308"
"2014-09-02,37.6575,39.1445,37.5513,39.1059,10934400,10934400,1.5633,4.164,""Sep 2, 14"",1.118034154241116"
"2014-09-03,38.3624,38.5266,37.3389,37.7927,9997418,9997418,-1.3132,-3.358,""Sep 3, 14"",1.0469092740734323"
"2014-09-04,38.0148,38.6038,37.0396,37.1458,12007001,12007001,-0.646939,-1.712,""Sep 4, 14"",1.0118722005275331"
"2014-09-05,37.1844,37.3775,36.4119,36.5471,12070387,12070387,-0.598657,-1.612,""Sep 5, 14"",0.979445711221721"
"2014-09-08,36.6533,37.0782,36.6533,36.914,7348230,7348230,0.366919,1.004,""Sep 8, 14"",0.9993175651156619"
"2014-09-09,36.3347,37.3485,36.0933,36.6533,9102068,9102068,-0.260704,-0.706,""Sep 9, 14"",0.9851976623897137"
"2014-09-10,36.6244,37.532,36.6051,37.252,8111323,8111323,0.598657,1.633,""Sep 10, 14"",1.0176241516955258"
"2014-09-11,37.3968,37.6962,36.6244,36.7789,10067719,10067719,-0.473134,-1.27,""Sep 11, 14"",0.992000346633592"
"2014-09-12,36.7789,37.1844,36.3347,36.354,8233283,8233283,-0.424853,-1.155,""Sep 12, 14"",0.9689871258117454"
"2014-09-15,36.3057,36.4988,35.5719,35.794,7954304,7954304,-0.560036,-1.541,""Sep 15, 14"",0.9386566865078289"
"2014-09-16,35.7264,36.7016,35.5429,36.6726,6724333,6724333,0.878677,2.455,""Sep 16, 14"",0.9862429793157238"
"2014-09-17,36.6147,36.9237,35.765,36.1705,6684347,6684347,-0.502101,-1.369,""Sep 17, 14"",0.9590484907898369"
"2014-09-18,36.4023,36.7982,36.3057,36.7402,4556264,4556264,0.569693,1.575,""Sep 18, 14"",0.9899042966316964"
"2014-09-19,36.7499,36.9334,35.3691,35.3691,17592703,17592703,-1.3711,-3.732,""Sep 19, 14"",0.9156434656859826"
"2014-09-22,35.7264,35.7264,34.2201,34.3553,10968997,10968997,-1.0139,-2.867,""Sep 22, 14"",0.8607345382461423"
"2014-09-23,33.8338,34.5387,33.4476,34.1139,12149378,12149378,-0.241393,-0.703,""Sep 23, 14"",0.8476599524462041"
"2014-09-24,34.249,35.0891,33.969,34.8767,8491863,8491863,0.762806,2.236,""Sep 24, 14"",0.8889743436980387"
"2014-09-25,34.6449,34.7415,33.6649,33.998,10934832,10934832,-0.878674,-2.519,""Sep 25, 14"",0.8413826347402684"
"2014-09-26,34.0366,34.8767,33.8145,34.6932,8515487,8515487,0.695214,2.045,""Sep 26, 14"",0.8790357086761303"
"2014-09-29,34.1332,34.5194,33.7373,33.8242,7492228,7492228,-0.869017,-2.505,""Sep 29, 14"",0.8319693662563029"
"2014-09-30,33.8435,34.616,33.1579,34.2587,10657887,10657887,0.434508,1.285,""Sep 30, 14"",0.8555025374662166"
"2014-10-01,33.5249,33.7373,32.6848,33.2062,19453289,19453289,-1.0525,-3.072,""Oct 1, 14"",0.7984975600244811"
"2014-10-02,33.2835,34.1621,32.3565,32.7621,21482153,21482153,-0.444166,-1.338,""Oct 2, 14"",0.7744444384264999"
"2014-10-03,33.4669,35.0698,33.4186,34.9829,15081075,15081075,2.2208,6.779,""Oct 3, 14"",0.8947262948660315"
"2014-10-06,35.0601,35.2436,33.66,33.7276,12794164,12794164,-1.2553,-3.588,""Oct 6, 14"",0.8267373654763776"
"2014-10-07,33.5538,33.8145,32.8876,32.9165,10032531,10032531,-0.811084,-2.405,""Oct 7, 14"",0.7828069738345799"
"2014-10-08,33.3414,33.3607,31.4778,31.8641,22753612,22753612,-1.0525,-3.197,""Oct 8, 14"",0.7258074125427199"
"2014-10-09,32.3469,32.54,30.8406,30.8792,22639564,22639564,-0.984891,-3.091,""Oct 9, 14"",0.6724637524169569"
"2014-10-10,30.464,31.1399,28.7549,29.7205,31018666,31018666,-1.1587,-3.752,""Oct 10, 14"",0.6097068238072284"
"2014-10-13,30.0005,30.3095,27.1327,27.5962,34532913,34532913,-2.1243,-7.148,""Oct 13, 14"",0.49465155199774685"
"2014-10-14,28.2818,31.0723,28.2721,30.4254,28145226,28145226,2.8291,10.252,""Oct 14, 14"",0.6478852642810331"
"2014-10-15,29.1798,31.4971,28.4773,30.5992,39941285,39941285,0.173802,0.571,""Oct 15, 14"",0.6572985327649986"
"2014-10-16,29.5756,32.2503,28.9673,31.8351,24987103,24987103,1.2359,4.039,""Oct 16, 14"",0.7242367290787671"
"2014-10-17,32.7138,33.1579,31.6806,32.231,16009738,16009738,0.395884,1.244,""Oct 17, 14"",0.7456792664366609"
"2014-10-20,33.0131,34.1718,32.8305,34.0077,13532715,13532715,1.7767,5.512,""Oct 20, 14"",0.8419080012782113"
"2014-10-21,34.896,36.5761,34.7801,36.5471,26347743,26347743,2.5395,7.467,""Oct 21, 14"",0.979445711221721"
"2014-10-22,36.7402,36.9044,35.6684,35.765,18958406,18958406,-0.782118,-2.14,""Oct 22, 14"",0.9370860030438762"
"2014-10-23,36.1416,38.7969,35.5333,37.1554,33292004,33292004,1.3904,3.888,""Oct 23, 14"",1.0123921509156002"
"2014-10-24,37.2713,38.5748,37.252,38.4493,17834118,17834118,1.2939,3.482,""Oct 24, 14"",1.0824717141572742"
"2014-10-27,38.2369,39.0093,37.9376,38.5362,13355207,13355207,0.086901,0.226,""Oct 27, 14"",1.087178348399257"
"2014-10-28,38.7293,39.3541,38.3817,38.8549,12193479,12193479,0.318642,0.827,""Oct 28, 14"",1.1044396180531109"
"2014-10-29,38.6907,39.0093,37.8941,38.5652,15784094,15784094,-0.289675,-0.746,""Oct 29, 14"",1.0887490318632096"
"2014-10-30,38.6329,39.388,38.3522,39.0105,10566622,10566622,0.445292,1.155,""Oct 30, 14"",1.112867147259699"
"2014-10-31,39.7849,40.4141,39.4945,40.0269,13012634,13012634,1.0164,2.605,""Oct 31, 14"",1.1679168945963072"
"2014-11-03,40.114,40.7488,40.1043,40.6561,8446445,8446445,0.6292,1.572,""Nov 3, 14"",1.2019953096142078"
"2014-11-04,41.4595,42.3017,41.1391,41.3337,17421198,17421198,0.6776,1.667,""Nov 4, 14"",1.2386951411719465"
"2014-11-05,41.9338,41.9629,40.7432,40.8981,11528847,11528847,-0.435598,-1.054,""Nov 5, 14"",1.2151023923134001"
"2014-11-06,41.2272,42.7179,41.2272,41.7596,14477213,14477213,0.86152,2.107,""Nov 6, 14"",1.26176252349255"
"2014-11-07,41.7596,42.0984,41.2659,41.8177,9022642,9022642,0.058082,0.139,""Nov 7, 14"",1.2649093065703314"
"2014-11-10,41.1401,42.534,40.3415,42.4275,13171001,13171001,0.609839,1.458,""Nov 10, 14"",1.2979369885123462"
"2014-11-11,42.5921,43.047,41.9338,42.05,11053611,11053611,-0.377519,-0.89,""Nov 11, 14"",1.2774910227315808"
"2014-11-12,41.8661,42.2339,41.4692,42.0403,7705263,7705263,-0.009678,-0.023,""Nov 12, 14"",1.2769656561936382"
"2014-11-13,42.1468,43.0375,42.0982,42.7082,11134963,11134963,0.667917,1.589,""Nov 13, 14"",1.3131401212134342"
"2014-11-14,42.5921,43.1158,42.2678,42.6018,8746243,8746243,-0.106477,-0.249,""Nov 14, 14"",1.3073773377456899"
"2014-11-17,42.563,43.1535,42.2339,42.292,8691679,8691679,-0.309763,-0.727,""Nov 17, 14"",1.2905981054307736"
"2014-11-18,42.3549,44.0054,42.3549,43.6085,14219440,14219440,1.3165,3.113,""Nov 18, 14"",1.3619017185443556"
"2014-11-19,43.3955,43.9473,42.6308,42.6889,11291063,11291063,-0.919601,-2.109,""Nov 19, 14"",1.312094804287424"
"2014-11-20,42.2533,43.289,41.8177,42.747,9431411,9431411,0.058078,0.136,""Nov 20, 14"",1.3152415873652055"
"2014-11-21,42.9599,43.0664,41.8661,41.9242,10866472,10866472,-0.822799,-1.925,""Nov 21, 14"",1.2706775061879512"
"2014-11-24,42.321,42.5534,41.4111,41.8274,9576570,9576570,-0.096803,-0.231,""Nov 24, 14"",1.2654346731082742"
"2014-11-25,41.7983,43.018,41.7209,42.7373,11563828,11563828,0.909922,2.175,""Nov 25, 14"",1.3147162208272625"
"2014-11-26,42.8922,44.2862,42.5921,43.531,12798776,12798776,0.793763,1.857,""Nov 26, 14"",1.3577042023906885"
"2014-11-28,45.4961,47.8677,45.4961,46.9771,21638709,21638709,3.4461,7.916,""Nov 28, 14"",1.5443501432571642"
"2014-12-01,47.4321,47.887,45.8446,46.3479,15151440,15151440,-0.629198,-1.339,""Dec 1, 14"",1.510271728239264"
"2014-12-02,46.5802,47.1417,45.6413,46.3286,11853928,11853928,-0.01936,-0.042,""Dec 2, 14"",1.5092264113132539"
"2014-12-03,46.2124,46.919,45.4235,46.6964,8917697,8917697,0.36784,0.794,""Dec 3, 14"",1.5291470105560758"
"2014-12-04,48.0129,48.6614,47.7418,48.0613,15233774,15233774,1.3649,2.923,""Dec 4, 14"",1.603072040209497"
"2014-12-05,48.4872,50.0941,48.4098,49.3778,15588179,15588179,1.3165,2.739,""Dec 5, 14"",1.6743756533230787"
"2014-12-08,48.826,49.6778,48.5453,49.1938,16167321,16167321,-0.183918,-0.372,""Dec 8, 14"",1.664409937551792"
"2014-12-09,47.5289,47.6257,45.8736,46.7642,20575397,20575397,-2.4297,-4.939,""Dec 9, 14"",1.5328191601718004"
"2014-12-10,48.2065,48.7863,46.7061,47.374,18499976,18499976,0.60984,1.304,""Dec 10, 14"",1.565846842113815"
"2014-12-11,48.2065,49.8521,48.0613,48.9131,15100887,15100887,1.5391,3.249,""Dec 11, 14"",1.6492068048507038"
"2014-12-12,50.0215,50.0457,48.3033,48.371,15364034,15364034,-0.54208,-1.108,""Dec 12, 14"",1.6198458563745377"
"2014-12-15,48.6034,49.6778,47.7418,49.2132,15368535,15368535,0.842163,1.741,""Dec 15, 14"",1.6654606706276776"
"2014-12-16,49.3778,49.5133,46.1543,46.4254,22053666,22053666,-2.7878,-5.665,""Dec 16, 14"",1.514469244392931"
"2014-12-17,46.7158,47.9064,44.5765,47.2385,24779800,24779800,0.813122,1.751,""Dec 17, 14"",1.5585079590322424"
"2014-12-18,47.0062,49.3003,45.9801,48.5356,16945321,16945321,1.2971,2.746,""Dec 18, 14"",1.6287608390699388"
"2014-12-19,48.0806,49.31,47.5289,49.0874,26787715,26787715,0.551762,1.137,""Dec 19, 14"",1.658647154084048"
"2014-12-22,49.4649,50.2199,49.097,49.2132,8872374,8872374,0.125842,0.256,""Dec 22, 14"",1.6654606706276776"
"2014-12-23,49.3197,49.5036,48.2452,48.6034,7169796,7169796,-0.609843,-1.239,""Dec 23, 14"",1.632432988685663"
"2014-12-24,49.039,50.036,48.7389,49.7843,5961395,5961395,1.181,2.43,""Dec 24, 14"",1.6963923025677967"
"2014-12-26,49.8134,50.5781,49.4262,50.2925,6841763,6841763,0.508198,1.021,""Dec 26, 14"",1.7239171762361005"
"2014-12-29,49.9973,51.5364,49.6585,51.1589,8791483,8791483,0.866363,1.723,""Dec 29, 14"",1.77084269875916"
"2014-12-30,51.3041,51.9817,51.1395,51.7107,8063140,8063140,0.551763,1.079,""Dec 30, 14"",1.800729013773269"
"2014-12-31,52.1753,52.8916,51.6138,51.9139,11063024,11063024,0.20328,0.393,""Dec 31, 14"",1.8117346303206898"
"2015-01-02,52.5431,52.8529,51.3718,52.185,10756705,10756705,0.271041,0.522,""Jan 2, 15"",1.8264178126337112"
"2015-01-05,52.6302,52.7948,51.6332,52.1511,11565004,11565004,-0.033881,-0.065,""Jan 5, 15"",1.8245817378258489"
"2015-01-06,52.5335,52.6883,50.4619,51.3428,13772171,13772171,-0.808282,-1.55,""Jan 6, 15"",1.7808029983805709"
"2015-01-07,51.6719,51.9333,50.4522,51.3138,10069816,10069816,-0.029038,-0.057,""Jan 7, 15"",1.7792323149166183"
"2015-01-08,51.7687,52.5431,51.5461,51.943,9672064,9672064,0.6292,1.226,""Jan 8, 15"",1.8133107299345184"
"2015-01-09,51.9526,52.185,50.1618,50.3554,12351638,12351638,-1.5875,-3.056,""Jan 9, 15"",1.7273239345079159"
"2015-01-12,49.4262,49.8037,47.6257,47.9935,18261336,18261336,-2.3619,-4.691,""Jan 12, 15"",1.5993998905937723"
"2015-01-13,48.5162,49.7843,47.8774,48.7873,12259271,12259271,0.793763,1.654,""Jan 13, 15"",1.6423932883070742"
"2015-01-14,47.829,48.6227,46.5609,47.829,15684697,15684697,-0.958322,-1.964,""Jan 14, 15"",1.590490324048247"
"2015-01-15,47.5628,48.7873,47.0255,47.829,10399684,10399684,0,0,""Jan 15, 15"",1.590490324048247"
"2015-01-16,47.7999,48.371,46.7254,48.2162,12978011,12978011,0.3872,0.81,""Jan 16, 15"",1.611461656366955"
"2015-01-20,49.3681,51.1395,48.3367,51.0621,15157342,15157342,2.8459,5.902,""Jan 20, 15"",1.765599865679483"
"2015-01-21,50.9653,52.2721,50.2877,51.9526,12882227,12882227,0.890559,1.744,""Jan 21, 15"",1.8138306803225859"
"2015-01-22,52.7755,54.0339,52.185,53.8112,16201053,16201053,1.8586,3.577,""Jan 22, 15"",1.914495241912334"
"2015-01-23,53.6273,54.1887,53.0465,53.908,9488822,9488822,0.096802,0.18,""Jan 23, 15"",1.919738074992011"
"2015-01-26,54.1016,54.4017,52.9787,53.6757,13353937,13353937,-0.232324,-0.431,""Jan 26, 15"",1.9071563588307616"
"2015-01-27,52.2624,52.7755,50.8588,51.0088,19810717,19810717,-2.6668,-4.968,""Jan 27, 15"",1.7627130577957355"
"2015-01-28,51.1008,51.9807,48.6905,49.0002,17064794,17064794,-2.0086,-3.938,""Jan 28, 15"",1.6539242713924378"
"2015-01-29,49.4116,50.7426,48.9518,50.5684,16618856,16618856,1.5682,3.2,""Jan 29, 15"",1.738860333743155"
"2015-01-30,50.3554,50.4619,47.0739,47.5095,18473105,18473105,-3.0589,-6.049,""Jan 30, 15"",1.5731857251953878"
"2015-02-02,47.0255,47.3643,44.7314,47.161,22413054,22413054,-0.348481,-0.733,""Feb 2, 15"",1.5543104428785754"
"2015-02-03,45.7865,46.619,45.0605,45.9801,16678900,16678900,-1.181,-2.504,""Feb 3, 15"",1.4903511289964415"
"2015-02-04,47.0642,48.1968,46.6867,47.8774,11836762,11836762,1.8973,4.126,""Feb 4, 15"",1.5931117405880857"
"2015-02-05,47.9744,47.9744,46.1702,47.3439,9220865,9220865,-0.53347,-1.114,""Feb 5, 15"",1.5642165810012294"
"2015-02-06,47.373,47.9841,46.4515,46.6989,8650092,8650092,-0.645024,-1.362,""Feb 6, 15"",1.5292824143029686"
"2015-02-09,45.016,45.8162,44.5698,45.1324,12961897,12961897,-1.5665,-3.354,""Feb 9, 15"",1.444438426500138"
"2015-02-10,45.9762,46.922,45.4913,46.6067,9085330,9085330,1.4743,3.267,""Feb 10, 15"",1.5242887241175735"
"2015-02-11,47.3245,47.4797,45.9277,46.1605,10060185,10060185,-0.446182,-0.957,""Feb 11, 15"",1.500121863372203"
"2015-02-12,45.3458,47.0432,45.0063,46.4418,9542801,9542801,0.28129,0.609,""Feb 12, 15"",1.5153574929725455"
"2015-02-13,46.1023,46.9462,45.2488,46.9365,9895724,9895724,0.49468,1.065,""Feb 13, 15"",1.5421511864076303"
"2015-02-17,47.3051,47.9637,46.4224,46.5679,7260535,7260535,-0.368585,-0.785,""Feb 17, 15"",1.5221872579658025"
"2015-02-18,47.1402,47.9647,46.7367,47.8289,8752743,8752743,1.261,2.708,""Feb 18, 15"",1.5904849078983712"
"2015-02-19,49.2547,49.2741,48.1005,48.2848,11462822,11462822,0.455884,0.953,""Feb 19, 15"",1.6151771351816846"
"2015-02-20,48.3139,49.5845,47.6543,49.4875,10537876,10537876,1.2028,2.491,""Feb 20, 15"",1.6803171697367207"
"2015-02-23,50.1956,50.6321,49.4196,49.7688,9508679,9508679,0.281289,0.568,""Feb 23, 15"",1.6955527993370632"
"2015-02-24,48.7794,50.0064,47.8774,49.9725,13916738,13916738,0.203692,0.409,""Feb 24, 15"",1.7065854966338627"
"2015-02-25,49.7591,49.9434,47.9744,48.2363,9577025,9577025,-1.7362,-3.474,""Feb 25, 15"",1.6125503024919705"
"2015-02-26,48.8667,48.8667,47.5476,47.8677,7577294,7577294,-0.368585,-0.764,""Feb 26, 15"",1.5925863740501427"
"2015-02-27,47.5282,47.9162,46.4127,46.4612,9396398,9396398,-1.4064,-2.938,""Feb 27, 15"",1.516408226048431"
"2015-03-02,46.7522,47.1111,46.4127,46.8589,11482901,11482901,0.397682,0.856,""Mar 2, 15"",1.5379482541040874"
"2015-03-03,46.4612,47.5573,46.3157,47.3051,9051248,9051248,0.446185,0.952,""Mar 3, 15"",1.5621151148494583"
"2015-03-04,47.3827,47.4894,46.5388,47.4797,6711005,6711005,0.174593,0.369,""Mar 4, 15"",1.571571712532429"
"2015-03-05,47.7125,47.7222,46.3448,46.9414,7041012,7041012,-0.538328,-1.134,""Mar 5, 15"",1.5424165777515395"
"2015-03-06,46.8783,47.47,46.4612,46.5534,7002303,7002303,-0.387986,-0.827,""Mar 6, 15"",1.5214019162338261"
"2015-03-09,46.6067,47.1208,46.1508,46.4806,7460205,7460205,-0.072748,-0.156,""Mar 9, 15"",1.517458959124317"
"2015-03-10,46.0732,46.1508,45.0742,45.3312,9337145,9337145,-1.1494,-2.473,""Mar 10, 15"",1.4552057324530285"
"2015-03-11,45.4913,46.4515,45.1809,45.9665,6630302,6630302,0.635324,1.402,""Mar 11, 15"",1.4896145326133465"
"2015-03-12,46.1411,47.2566,46.1314,47.2178,7133511,7133511,1.2513,2.722,""Mar 12, 15"",1.5573868160079725"
"2015-03-13,47.2857,48.0035,46.8298,47.7416,9187991,9187991,0.52378,1.109,""Mar 13, 15"",1.5857566090568858"
"2015-03-16,48.2751,48.9346,47.9647,48.7115,10897774,10897774,0.969964,2.032,""Mar 16, 15"",1.638287846701294"
"2015-03-17,51.0491,52.5526,50.9231,52.0773,41837891,41837891,3.3658,6.91,""Mar 17, 15"",1.8205846192175832"
"2015-03-18,52.0773,52.96,51.7378,52.5041,21324978,21324978,0.426784,0.82,""Mar 18, 15"",1.843700746887068"
"2015-03-19,52.9309,53.5808,52.8145,53.5323,18897709,18897709,1.0282,1.958,""Mar 19, 15"",1.8993895999090087"
